period,cohort,family,model_id,probability_type,fitted_model_sha256,model_hash_type,constituent_fitted_model_count,n_orders,n_events,prevalence,log_loss,brier,average_precision,roc_auc,top_5pct_lift,top_10pct_lift,top_10pct_recall,calibration_intercept,calibration_slope,wace,calibration_invalid_reason,order_id_sha256,origin,calibration_method,n_train,cohort_month
terminal,2018-07_to_2018-08,logistic_l2,M4,raw,8b2454afff17bbc275de3ae7f7507c35bcb7ff442458ec18022ee260381b6d65,fitted_model,,12507,601,0.0480530902694,0.210053955627,0.0515133323695,0.0789003575403,0.634678386127,2.1275722571,1.74666922036,0.174708818636,-1.67638271065,0.57736983897,0.0529168168593,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,logistic_l2,M4,calibrated,8b2454afff17bbc275de3ae7f7507c35bcb7ff442458ec18022ee260381b6d65,fitted_model,,12507,601,0.0480530902694,0.210053955627,0.0515133323695,0.0789003575403,0.634678386127,2.1275722571,1.74666922036,0.174708818636,-1.67638271065,0.57736983897,0.0529168168593,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,logistic_l2,M5,raw,624aa390af5a83b5bd516490bc2a0318511d33a5e19be51eb76e20fd44af9d1a,fitted_model,,12507,601,0.0480530902694,0.207843009458,0.051037001921,0.0801485800194,0.639074301664,1.99459899103,1.66349449558,0.166389351082,-1.64631420856,0.580014992645,0.0494150088224,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,logistic_l2,M5,calibrated,624aa390af5a83b5bd516490bc2a0318511d33a5e19be51eb76e20fd44af9d1a,fitted_model,,12507,601,0.0480530902694,0.207843009458,0.051037001921,0.0801485800194,0.639074301664,1.99459899103,1.66349449558,0.166389351082,-1.64631420856,0.580014992645,0.0494150088224,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,logistic_l2,M4E,raw,34dee07c27745fe3fc9241bcd500690d08b500224be6b475972c68de9cb08c5f,fitted_model,,12507,601,0.0480530902694,0.21027013961,0.0516128854035,0.0780385322682,0.63058852861,2.1275722571,1.71339933045,0.171381031614,-1.71775648211,0.554558083845,0.0521009371903,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,logistic_l2,M4E,calibrated,34dee07c27745fe3fc9241bcd500690d08b500224be6b475972c68de9cb08c5f,fitted_model,,12507,601,0.0480530902694,0.21027013961,0.0516128854035,0.0780385322682,0.63058852861,2.1275722571,1.71339933045,0.171381031614,-1.71775648211,0.554558083845,0.0521009371903,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M0,raw,3711ac62921d554666130247510f33b819543184aa4073cc46a3e67914b92ab0,fitted_model,,12507,601,0.0480530902694,0.197372285781,0.0462939367321,0.0786463686004,0.621038819617,0.83108291293,0.765207467969,0.0765391014975,15.6147142397,7.3375688526,0.04256314813,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M0,calibrated,3711ac62921d554666130247510f33b819543184aa4073cc46a3e67914b92ab0,fitted_model,,12507,601,0.0480530902694,0.197372285781,0.0462939367321,0.0786463686004,0.621038819617,0.83108291293,0.765207467969,0.0765391014975,15.6147142397,7.3375688526,0.04256314813,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M1,raw,b6937089e93d917498dd0ec140ee8d6be4288e2675b8e3502c99f71719a6658e,fitted_model,,12507,601,0.0480530902694,0.196329776925,0.0461590364311,0.0585751163113,0.570023908861,0.964056178999,0.931556917528,0.0931780366057,3.27116314805,2.40774978585,0.0271290883176,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
terminal,2018-07_to_2018-08,xgboost,M1,calibrated,b6937089e93d917498dd0ec140ee8d6be4288e2675b8e3502c99f71719a6658e,fitted_model,,12507,601,0.0480530902694,0.196329776925,0.0461590364311,0.0585751163113,0.570023908861,0.964056178999,0.931556917528,0.0931780366057,3.27116314805,2.40774978585,0.0271290883176,,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,2018-07-01,none,77042,2018-07_to_2018-08
