analysis,period,cohort,family,model_id,probability_type,comparison,quantile,n_orders,metric,estimate,interpretation,terminal_estimate,later_pooled_estimate,later_pooled_n_orders
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,raw,,,12507,average_precision,0.0585751163113,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,raw,,,12507,roc_auc,0.570023908861,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,raw,,,12507,wace,0.0271290883176,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,raw,,,12507,calibration_intercept,3.27116314805,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,raw,,,12507,calibration_slope,2.40774978585,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M1,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,9.77395061661,terminal_minus_january_june_pooled_calibration_shift,3.27116314805,-6.50278746856,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M1,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,3.85417269939,terminal_minus_january_june_pooled_calibration_shift,2.40774978585,-1.44642291354,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M1,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0263482999429,terminal_minus_january_june_pooled_calibration_shift,0.0271290883176,0.0534773882605,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,,,12507,log_loss,0.196329776925,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,,,12507,brier,0.0461590364311,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,,,12507,average_precision,0.0585751163113,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,,,12507,roc_auc,0.570023908861,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,,,12507,wace,0.0271290883176,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,,,12507,calibration_intercept,3.27116314805,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,,,12507,calibration_slope,2.40774978585,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,9.77395061661,terminal_minus_january_june_pooled_calibration_shift,3.27116314805,-6.50278746856,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,3.85417269939,terminal_minus_january_june_pooled_calibration_shift,2.40774978585,-1.44642291354,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0263482999429,terminal_minus_january_june_pooled_calibration_shift,0.0271290883176,0.0534773882605,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,raw,,,12507,log_loss,0.195511827925,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,raw,,,12507,brier,0.0460532801861,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,raw,,,12507,average_precision,0.0710237440858,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,raw,,,12507,roc_auc,0.614042249423,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,raw,,,12507,wace,0.0258149235941,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,raw,,,12507,calibration_intercept,10.5374341155,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,raw,,,12507,calibration_slope,5.17011607077,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M2,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,17.4311069968,terminal_minus_january_june_pooled_calibration_shift,10.5374341155,-6.89367288131,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M2,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,6.74957784821,terminal_minus_january_june_pooled_calibration_shift,5.17011607077,-1.57946177744,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M2,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0292322279418,terminal_minus_january_june_pooled_calibration_shift,0.0258149235941,0.055047151536,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,,,12507,log_loss,0.195511827925,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,,,12507,brier,0.0460532801861,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,,,12507,average_precision,0.0710237440858,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,,,12507,roc_auc,0.614042249423,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,,,12507,wace,0.0258149235941,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,,,12507,calibration_intercept,10.5374341155,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,,,12507,calibration_slope,5.17011607077,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,17.4311069968,terminal_minus_january_june_pooled_calibration_shift,10.5374341155,-6.89367288131,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,6.74957784821,terminal_minus_january_june_pooled_calibration_shift,5.17011607077,-1.57946177744,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0292322279418,terminal_minus_january_june_pooled_calibration_shift,0.0258149235941,0.055047151536,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,raw,,,12507,log_loss,0.197554017375,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,raw,,,12507,brier,0.0463287797893,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,raw,,,12507,average_precision,0.0496085294585,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,raw,,,12507,roc_auc,0.424698476949,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,raw,,,12507,wace,0.0338490933008,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,raw,,,12507,calibration_intercept,-3.53915409242,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,raw,,,12507,calibration_slope,-0.214013616953,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M3,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,1.49109548577,terminal_minus_january_june_pooled_calibration_shift,-3.53915409242,-5.03024957819,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M3,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,0.731041250562,terminal_minus_january_june_pooled_calibration_shift,-0.214013616953,-0.945054867514,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M3,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0163649649582,terminal_minus_january_june_pooled_calibration_shift,0.0338490933008,0.050214058259,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,,,12507,log_loss,0.197554017375,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,,,12507,brier,0.0463287797893,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,,,12507,average_precision,0.0496085294585,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,,,12507,roc_auc,0.424698476949,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,,,12507,wace,0.0338490933008,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,,,12507,calibration_intercept,-3.53915409242,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,,,12507,calibration_slope,-0.214013616953,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,1.49109548577,terminal_minus_january_june_pooled_calibration_shift,-3.53915409242,-5.03024957819,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,0.731041250562,terminal_minus_january_june_pooled_calibration_shift,-0.214013616953,-0.945054867514,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0163649649582,terminal_minus_january_june_pooled_calibration_shift,0.0338490933008,0.050214058259,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,raw,,,12507,log_loss,0.196593681989,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,raw,,,12507,brier,0.0461957435173,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,raw,,,12507,average_precision,0.0580130448778,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,raw,,,12507,roc_auc,0.540071240245,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,raw,,,12507,wace,0.028267653431,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,raw,,,12507,calibration_intercept,0.514135768807,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,raw,,,12507,calibration_slope,1.35649018401,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,4.77180952798,terminal_minus_january_june_pooled_calibration_shift,0.514135768807,-4.25767375918,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,2.03211753757,terminal_minus_january_june_pooled_calibration_shift,1.35649018401,-0.675627353557,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0240898793925,terminal_minus_january_june_pooled_calibration_shift,0.028267653431,0.0523575328235,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,,,12507,log_loss,0.196593681989,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,,,12507,brier,0.0461957435173,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,,,12507,average_precision,0.0580130448778,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,,,12507,roc_auc,0.540071240245,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,,,12507,wace,0.028267653431,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,,,12507,calibration_intercept,0.514135768807,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,,,12507,calibration_slope,1.35649018401,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,4.77180952798,terminal_minus_january_june_pooled_calibration_shift,0.514135768807,-4.25767375918,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,2.03211753757,terminal_minus_january_june_pooled_calibration_shift,1.35649018401,-0.675627353557,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0240898793925,terminal_minus_january_june_pooled_calibration_shift,0.028267653431,0.0523575328235,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,raw,,,12507,log_loss,0.196089242137,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,raw,,,12507,brier,0.0461269994073,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,raw,,,12507,average_precision,0.0615849623068,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,raw,,,12507,roc_auc,0.570343033742,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,raw,,,12507,wace,0.031331879704,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,raw,,,12507,calibration_intercept,1.56064815374,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,raw,,,12507,calibration_slope,1.75382579748,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M5,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,6.66118975367,terminal_minus_january_june_pooled_calibration_shift,1.56064815374,-5.10054159994,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M5,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,2.73472543363,terminal_minus_january_june_pooled_calibration_shift,1.75382579748,-0.980899636144,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M5,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0194434384727,terminal_minus_january_june_pooled_calibration_shift,0.031331879704,0.0507753181767,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,,,12507,log_loss,0.196089242137,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,,,12507,brier,0.0461269994073,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,,,12507,average_precision,0.0615849623068,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,,,12507,roc_auc,0.570343033742,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,,,12507,wace,0.031331879704,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,,,12507,calibration_intercept,1.56064815374,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,,,12507,calibration_slope,1.75382579748,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,6.66118975367,terminal_minus_january_june_pooled_calibration_shift,1.56064815374,-5.10054159994,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,2.73472543363,terminal_minus_january_june_pooled_calibration_shift,1.75382579748,-0.980899636144,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0194434384727,terminal_minus_january_june_pooled_calibration_shift,0.031331879704,0.0507753181767,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,raw,,,12507,log_loss,0.197353314802,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,raw,,,12507,brier,0.0463005580021,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,raw,,,12507,average_precision,0.0531140424318,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,raw,,,12507,roc_auc,0.489227316698,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,raw,,,12507,wace,0.0302076753206,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,raw,,,12507,calibration_intercept,-1.19996534582,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,raw,,,12507,calibration_slope,0.697105256384,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4E,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,2.76460631743,terminal_minus_january_june_pooled_calibration_shift,-1.19996534582,-3.96457166325,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4E,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,1.26779350303,terminal_minus_january_june_pooled_calibration_shift,0.697105256384,-0.570688246642,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4E,raw,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0168566575639,terminal_minus_january_june_pooled_calibration_shift,0.0302076753206,0.0470643328845,40270
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,,,12507,log_loss,0.197353314802,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,,,12507,brier,0.0463005580021,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,,,12507,average_precision,0.0531140424318,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,,,12507,roc_auc,0.489227316698,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,,,12507,wace,0.0302076753206,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,,,12507,calibration_intercept,-1.19996534582,terminal_stress_not_model_selection,,,
breach_model,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,,,12507,calibration_slope,0.697105256384,terminal_stress_not_model_selection,,,
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_intercept,2.76460631743,terminal_minus_january_june_pooled_calibration_shift,-1.19996534582,-3.96457166325,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_calibration_slope,1.26779350303,terminal_minus_january_june_pooled_calibration_shift,0.697105256384,-0.570688246642,40270
breach_calibration_shift,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,terminal_minus_later_pooled,,12507,terminal_minus_later_wace,-0.0168566575639,terminal_minus_january_june_pooled_calibration_shift,0.0302076753206,0.0470643328845,40270
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M1,calibrated,M1-M0,,12507,delta_log_loss,0.0140974750461,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M1,calibrated,M1-M0,,12507,delta_brier,0.00485013832168,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M2,calibrated,M2-M1,,12507,delta_log_loss,-0.00636532417328,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M2,calibrated,M2-M1,,12507,delta_brier,-0.00135173819752,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M3,calibrated,M3-M1,,12507,delta_log_loss,0.00416337550151,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M3,calibrated,M3-M1,,12507,delta_brier,0.00180545672489,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M4,calibrated,M4-M1,,12507,delta_log_loss,-0.00267699354639,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M4,calibrated,M4-M1,,12507,delta_brier,0.000204733885302,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M4,calibrated,M4-M2,,12507,delta_log_loss,0.0036883306269,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M4,calibrated,M4-M2,,12507,delta_brier,0.00155647208282,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M4,calibrated,M4-M3,,12507,delta_log_loss,-0.00684036904789,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M4,calibrated,M4-M3,,12507,delta_brier,-0.00160072283959,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M5,calibrated,M5-M4,,12507,delta_log_loss,-0.00221094616942,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M5,calibrated,M5-M4,,12507,delta_brier,-0.000476330448436,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M4E,calibrated,M4E-M4,,12507,delta_log_loss,0.00021618398262,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,logistic_l2,M4E,calibrated,M4E-M4,,12507,delta_brier,9.95530339897e-05,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,M1-M0,,12507,delta_log_loss,-0.00104250885564,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M1,calibrated,M1-M0,,12507,delta_brier,-0.000134900300999,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,M2-M1,,12507,delta_log_loss,-0.000817949000269,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M2,calibrated,M2-M1,,12507,delta_brier,-0.00010575624502,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,M3-M1,,12507,delta_log_loss,0.00122424044968,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M3,calibrated,M3-M1,,12507,delta_brier,0.000169743358175,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,M4-M1,,12507,delta_log_loss,0.000263905063604,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,M4-M1,,12507,delta_brier,3.67070862033e-05,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,M4-M2,,12507,delta_log_loss,0.00108185406387,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,M4-M2,,12507,delta_brier,0.000142463331224,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,M4-M3,,12507,delta_log_loss,-0.000960335386071,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M4,calibrated,M4-M3,,12507,delta_brier,-0.000133036271972,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,M5-M4,,12507,delta_log_loss,-0.000504439852057,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M5,calibrated,M5-M4,,12507,delta_brier,-6.87441100919e-05,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,M4E-M4,,12507,delta_log_loss,0.000759632813391,terminal_stress_not_model_selection,,,
breach_increment,terminal,2018-07_to_2018-08,xgboost,M4E,calibrated,M4E-M4,,12507,delta_brier,0.000104814484702,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,linear_quantile,Q1,not_applicable,Q1-Q1,0.5,601,pinball_skill,0,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,linear_quantile,Q2,not_applicable,Q2-Q1,0.5,601,pinball_skill,0.000492512914903,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,linear_quantile,Q3,not_applicable,Q3-Q1,0.5,601,pinball_skill,-0.000702390138575,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,linear_quantile,Q4,not_applicable,Q4-Q1,0.5,601,pinball_skill,0.00380362551617,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,xgboost_quantile,Q1,not_applicable,Q1-Q1,0.5,601,pinball_skill,0,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,xgboost_quantile,Q2,not_applicable,Q2-Q1,0.5,601,pinball_skill,0.00834269499591,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,xgboost_quantile,Q3,not_applicable,Q3-Q1,0.5,601,pinball_skill,0.00796341076723,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,xgboost_quantile,Q4,not_applicable,Q4-Q1,0.5,601,pinball_skill,-0.00629194861806,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,linear_quantile,Q1,not_applicable,Q1-Q1,0.9,601,pinball_skill,0,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,linear_quantile,Q2,not_applicable,Q2-Q1,0.9,601,pinball_skill,-0.00452682161132,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,linear_quantile,Q3,not_applicable,Q3-Q1,0.9,601,pinball_skill,-0.000295009658787,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,linear_quantile,Q4,not_applicable,Q4-Q1,0.9,601,pinball_skill,-0.00329719866355,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,xgboost_quantile,Q1,not_applicable,Q1-Q1,0.9,601,pinball_skill,0,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,xgboost_quantile,Q2,not_applicable,Q2-Q1,0.9,601,pinball_skill,-0.0235674732257,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,xgboost_quantile,Q3,not_applicable,Q3-Q1,0.9,601,pinball_skill,-0.0686602983106,terminal_stress_not_model_selection,,,
severity,terminal,2018-07_to_2018-08,xgboost_quantile,Q4,not_applicable,Q4-Q1,0.9,601,pinball_skill,-0.00374947698252,terminal_stress_not_model_selection,,,
profile_score_shift,terminal,2018-07_to_2018-08,logistic_l2,M4,not_applicable,S1,,12507,terminal_minus_later_median_score,-0.197850257831,order_exposure_weighted_descriptive_shift,,,
profile_score_shift,terminal,2018-07_to_2018-08,logistic_l2,M4,not_applicable,S2,,12507,terminal_minus_later_median_score,-0.0031130848949,order_exposure_weighted_descriptive_shift,,,
