period,cohort,family,quantile,ablation_id,representation,fitted_model_sha256,model_hash_type,reference_fitted_model_sha256,q1_reference_loss,skill_vs_q1,order_id_sha256,n_orders,pinball_loss,empirical_coverage,coverage_error,median_prediction,mean_prediction,median_actual,mean_actual,mean_exceedance,p90_absolute_error,cohort_month
later,2018-01,xgboost_quantile,0.9,seller_full,full,1f359ea8d4bea00264c8b659bbb1add3d809aa3506bfc58243ff16b18c0c93c7,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,-0.0087748137167,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.8303437375,0.880893300248,-0.0191066997519,23.6696414948,23.9718611436,7,11.8808933002,22.0075525443,27.7413761139,2018-01
later,2018-01,xgboost_quantile,0.9,seller_s1_score_only,score_only,461c6333010807bf85d16d11a5959b4b5bbdc750b525f41511778557bba66dc5,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,-0.00817369844583,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.82806128746,0.875930521092,-0.0240694789082,22.3038959503,23.0950370533,7,11.8808933002,21.8155741119,26.8627788544,2018-01
later,2018-01,xgboost_quantile,0.9,seller_s2_score_only,score_only,a83313cff7eee0c2392e60bb2ca5900e86d86f962bf45f93dab3fadf33520879,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,-0.0145241519477,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.85217412163,0.873449131514,-0.0265508684864,22.2186927795,23.1357126141,7,11.8808933002,21.5462147582,26.7303611755,2018-01
later,2018-01,xgboost_quantile,0.9,route_score_only,score_only,d44ddf2d5526c190e21224fa8de9d430e6a7a51775766cbaf29f8a3aa37e2d39,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,-0.00435752528575,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.81357118048,0.885856079404,-0.0141439205955,24.3096981049,25.2006525106,7,11.8808933002,21.7409323817,28.382201004,2018-01
later,2018-01,xgboost_quantile,0.9,route_metadata_only,metadata_only,c716ae9891f9831d84fccac758f846fa25bac9d5d346a1d00ddf844c657780c1,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,0.0101376790998,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.75853251914,0.880893300248,-0.0191066997519,22.2748451233,23.6624205071,7,11.8808933002,21.6644387245,26.826543045,2018-01
later,2018-01,xgboost_quantile,0.9,route_full,full,57fb84116596c7a94e737d5df4d901fbf483dfe19210f41c626ccd89fd2b6972,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,-0.0565896956395,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,4.01189806562,0.863523573201,-0.036476426799,22.0421237946,22.5626063832,7,11.8808933002,21.5694887855,25.7213359833,2018-01
later,2018-01,xgboost_quantile,0.9,route_r1_score_only,score_only,9e02864dd22ed5f6d09034aba4c47c43eca1c6189497a09fde596619f8c854b3,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,0.0120935894896,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.75110587742,0.895781637717,-0.00421836228288,24.7176818848,25.1418075183,7,11.8808933002,23.2685910861,27.0475769043,2018-01
later,2018-01,xgboost_quantile,0.9,route_r2_score_only,score_only,e2a9b4d2e2bc7e6f2c42cd65c77a3af198a0bfc07d3cb6fabe3d9b3001cf38fc,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,-0.0148213552413,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.85330261013,0.888337468983,-0.0116625310174,24.6151428223,25.09741068,7,11.8808933002,22.6723400328,28.5591758728,2018-01
later,2018-01,xgboost_quantile,0.9,combined_score_only,score_only,cada7db4f4bf35f8fa7a27f23e19b01d10db582a8f7a7aef60b0fdbfa8207227,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,-0.0257124890145,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.89465652329,0.890818858561,-0.00918114143921,24.3666095734,25.0361954261,7,11.8808933002,23.6224523458,28.0589141846,2018-01
later,2018-01,xgboost_quantile,0.9,combined_metadata_only,metadata_only,4d324dfd040658ef5486decccaba58046777a7591f2dd6749f976335ea436e66,fitted_model,1dd30c1ef1ce0b8725ce735ce9557505b1961b85c8718d2976f8bc4d372ba619,3.79702554566,-0.022351347315,cc962f7c6748592fd8cbeb18e371836d602ddaae3749434d4bfdae9acdb702b7,403,3.88189418239,0.883374689826,-0.0166253101737,22.9836158752,24.1268417013,7,11.8808933002,22.784928403,27.6257583618,2018-01
