period,cohort,family,model_id,quantile,n_orders,pinball_loss,skill_vs_unconditional,skill_vs_q1,order_id_sha256,comparison,pinball_skill,coverage_not_materially_worse,coverage_materially_worse,support_ge20_gain_present,gain_only_low_support,cohort_month
later,2018-06,xgboost_quantile,Q2,0.5,71,4.83859629027,-0.00011742826459,-0.00118552767208,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q2-Q1,-0.00118552767208,True,False,False,True,2018-06
later,2018-06,xgboost_quantile,Q3,0.5,71,4.80508880548,0.00680842739699,0.00574772462325,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q3-Q1,0.00574772462325,True,False,False,True,2018-06
later,2018-06,xgboost_quantile,Q4,0.5,71,4.8106484581,0.00565927066831,0.00459734062506,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q4-Q1,0.00459734062506,True,False,False,True,2018-06
later,2018-06,linear_quantile,Q1,0.9,71,3.96471925049,0.0174692258816,0,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q1-unconditional,0.0174692258816,False,True,False,True,2018-06
later,2018-06,linear_quantile,Q2,0.9,71,3.97013556846,0.0161269620927,-0.00136612900499,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q2-Q1,-0.00136612900499,True,False,False,True,2018-06
later,2018-06,linear_quantile,Q3,0.9,71,3.97026890777,0.0160939181445,-0.00139976046889,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q3-Q1,-0.00139976046889,True,False,False,True,2018-06
later,2018-06,linear_quantile,Q4,0.9,71,3.98121842481,0.0133804252662,-0.00416149877752,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q4-Q1,-0.00416149877752,True,False,False,True,2018-06
later,2018-06,xgboost_quantile,Q1,0.9,71,4.08492162463,-0.0123191460681,0,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q1-unconditional,-0.0123191460681,False,True,False,True,2018-06
later,2018-06,xgboost_quantile,Q2,0.9,71,3.83730407231,0.049045064104,0.060617454891,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q2-Q1,0.060617454891,True,False,True,False,2018-06
later,2018-06,xgboost_quantile,Q3,0.9,71,4.01615153837,0.00472335349411,0.0168351054392,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q3-Q1,0.0168351054392,True,False,True,False,2018-06
later,2018-06,xgboost_quantile,Q4,0.9,71,4.296721445,-0.0648070596692,-0.0518491760281,5aaff04dc19d63b5a2dd637a07f5527d21f5d0a7b23e9e0b532681e840c404ca,Q4-Q1,-0.0518491760281,True,False,True,False,2018-06
