task,block,period,cohort,cohort_month,family,model_family,comparison,candidate_model,model_id,specification,reference_model,representation,probability_type,support_stratum,minimum_support_threshold,median_support,cold_start_share,n_orders,n_obs,n_events,order_id_sha256,delta_log_loss,delta_brier,delta_brier_score,candidate_log_loss,reference_log_loss,candidate_brier,reference_brier,task_evidence,model_family_evidence,candidate_specification,reference_specification,representation_evidence,later_month_count,primary_evidence_available,median_delta_log_loss,median_delta_brier,both_improved_month_count,high_support_guard_available,high_support_median_delta_log_loss,high_support_median_delta_brier,high_support_material_reversal,high_support_no_material_reversal,calibration_guard_available,median_delta_wace,median_delta_absolute_calibration_slope_error,calibration_not_systematically_worse,calibration_systematically_worse,score_guard_available,score_only_median_delta_log_loss,full_beats_metadata_log_loss,full_no_metadata_brier_worsening,score_contributes,benefit_not_metadata_only,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason
breach,combined,later,2018-01,2018-01,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,0-4,,2,0,829,829,66,843d53ef4cba40af8ce81a3948849bf3caa909afba9485d42e123a1e538e2382,-0.0234763571921,-0.00314018773061,-0.00314018773061,0.269827934462,0.293304291654,0.0716456780048,0.0747858657354,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-01,2018-01,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,10-19,,14,0,892,892,47,1343e99ff96f28cf02ed18a8e5883433988d73af69944709e09cfefcd7257f94,-0.00921062516677,-0.000405417280485,-0.000405417280485,0.203070882246,0.212281507413,0.0499519977391,0.0503574150196,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-01,2018-01,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,20+,20,83,0,4261,4261,221,c3306cb36b0882481e724b819e6b942b80d4fc0cb8fb1250c1c235be938e0805,-0.0159661023068,-0.00188631463596,-0.00188631463596,0.19159949096,0.207565593267,0.0475746681131,0.0494609827491,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-01,2018-01,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,678,678,40,5c41fd782d3650edc47876d6400838616f4a62f4e847bf7cbd5557ca55dc64f0,-0.0203191386328,-0.00266751773312,-0.00266751773312,0.206776861586,0.227096000219,0.0531393715701,0.0558068893033,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-01,2018-01,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,409,409,29,c65860e70d404930564432b9918d54208bd6493c8406bef03e898d828642f02f,-0.0248493180442,-0.00335612783561,-0.00335612783561,0.237298312731,0.262147630775,0.0631138348128,0.0664699626484,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-01,2018-01,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,109,109,10,486d45b537df71f2e1d1b62b6efe2a4bcfefd2b02d17f1507f763adbea3dd1e2,-0.0697210268385,-0.00877500369937,-0.00877500369937,0.264344847495,0.334065874333,0.0773353029066,0.086110306606,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,later,2018-01,2018-01,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,15,0,117,117,6,c2188a4b26af33d977cc752cad5a6dfa275cdd0f8585c6a169cd31db4fa24afe,-0.0143956745017,-0.00189585104296,-0.00189585104296,0.187802611048,0.20219828555,0.0467583495185,0.0486542005614,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,later,2018-01,2018-01,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,1354,0,6683,6683,376,d944e88f896a259a9f4bf390aab2dacfdedd809348671d0240178db2be712368,-0.0128997431056,-0.00154084566069,-0.00154084566069,0.207921626261,0.220821369367,0.0519047692101,0.0534456148708,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,later,2018-01,2018-01,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,7,0,119,119,9,3d3ed42566bb50082fe585847b552e63a9318b81e472fc5cce6bc1f6cc349288,-0.0265926321427,-0.00231964268241,-0.00231964268241,0.258140750527,0.28473338267,0.0691605565121,0.0714801991945,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,later,2018-01,2018-01,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,41,41,2,1de910440b837c562ec30c770862d314baa19f4ff11aca9053fac23e789de8b8,0.0326734220334,0.00294168134466,0.00294168134466,0.238233439382,0.205560017349,0.0500411273215,0.0470994459768,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,seller,later,2018-01,2018-01,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,0-4,,2,0,777,777,57,17aa0c15af4db15479d4990bf384f3eb569744b940c7f8b2dedd677411f5ea20,-0.00369498381683,-0.000559808321579,-0.000559808321579,0.269089948499,0.272784932316,0.0684283019347,0.0689881102563,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-01,2018-01,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,10-19,,14,0,876,876,46,6ce27a0744610ca36e84207a459766f98c6adb5161d72ef51a3ff916c4892ed8,0.00177551583519,0.000195736280686,0.000195736280686,0.213145475791,0.211369959956,0.0503622925557,0.0501665562751,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-01,2018-01,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,20+,20,89,0,4397,4397,230,bdab3308f786b6e9296647bb1f40f6387f1c09625e6c7d4c713f58d2215418ca,-0.00188100171101,-0.000187282326118,-0.000187282326118,0.207099424552,0.208980426263,0.0496820514559,0.049869333782,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-01,2018-01,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,5-9,,7,0,631,631,42,f3d0ac056f09ad4815785c192d322173e812107f4a07b38f0d6680394b634bf3,0.00258491060698,1.18981185714e-05,1.18981185714e-05,0.254408885796,0.251823975189,0.0628233624852,0.0628114643666,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-01,2018-01,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,cold_start,,0,1,388,388,28,3f37b37aca7b4cd20d257992afa6b075fb84fd59d2751ee094292ad713b79a2d,-0.0133243341741,-0.00139784349101,-0.00139784349101,0.252729749551,0.266054083725,0.0662147091788,0.0676125526698,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-01,2018-01,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,0-4,,2,0,829,829,66,843d53ef4cba40af8ce81a3948849bf3caa909afba9485d42e123a1e538e2382,-0.0189415979142,-0.00275844455653,-0.00275844455653,0.277993313143,0.296934911057,0.0723159464338,0.0750743909903,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-01,2018-01,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,10-19,,14,0,892,892,47,1343e99ff96f28cf02ed18a8e5883433988d73af69944709e09cfefcd7257f94,-0.00327133735457,-3.27755793012e-05,-3.27755793012e-05,0.205886225016,0.20915756237,0.0501082414609,0.0501410170402,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-01,2018-01,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,20+,20,83,0,4261,4261,221,c3306cb36b0882481e724b819e6b942b80d4fc0cb8fb1250c1c235be938e0805,-0.00825687513161,-0.0010185306198,-0.0010185306198,0.198348430607,0.206605305739,0.048368506375,0.0493870369948,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-01,2018-01,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,678,678,40,5c41fd782d3650edc47876d6400838616f4a62f4e847bf7cbd5557ca55dc64f0,-0.00975196867049,-0.00162107652516,-0.00162107652516,0.220106187295,0.229858155965,0.0543704071344,0.0559914836596,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-01,2018-01,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,409,409,29,c65860e70d404930564432b9918d54208bd6493c8406bef03e898d828642f02f,-0.0075615588293,-0.00120746780998,-0.00120746780998,0.26111784255,0.268679401379,0.0658114182033,0.0670188860132,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,geographic,later,2018-01,2018-01,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,109,109,10,486d45b537df71f2e1d1b62b6efe2a4bcfefd2b02d17f1507f763adbea3dd1e2,-0.0210170684732,-0.00190858924399,-0.00190858924399,0.315316063694,0.336333132167,0.0843879811897,0.0862965704337,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-01,2018-01,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,15,0,117,117,6,c2188a4b26af33d977cc752cad5a6dfa275cdd0f8585c6a169cd31db4fa24afe,-0.00504945030775,-0.000452143073957,-0.000452143073957,0.199550698678,0.204600148986,0.048386823674,0.0488389667479,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-01,2018-01,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,1354,0,6683,6683,376,d944e88f896a259a9f4bf390aab2dacfdedd809348671d0240178db2be712368,-0.00732329798461,-0.000625282871428,-0.000625282871428,0.213585735273,0.220909033258,0.0528310591025,0.053456341974,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-01,2018-01,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,7,0,119,119,9,3d3ed42566bb50082fe585847b552e63a9318b81e472fc5cce6bc1f6cc349288,-0.0142506953388,-0.00122310283838,-0.00122310283838,0.269829763965,0.284080459303,0.0701717236473,0.0713948264857,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-01,2018-01,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,41,41,2,1de910440b837c562ec30c770862d314baa19f4ff11aca9053fac23e789de8b8,0.00171968694142,0.000171204008192,0.000171204008192,0.198483755333,0.196764068391,0.0467167946314,0.0465455906232,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-01,2018-01,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,0-4,,2,0,777,777,57,17aa0c15af4db15479d4990bf384f3eb569744b940c7f8b2dedd677411f5ea20,-0.00390144719769,-0.00056202606083,-0.00056202606083,0.272703982987,0.276605430185,0.0687243252989,0.0692863513598,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-01,2018-01,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,10-19,,14,0,876,876,46,6ce27a0744610ca36e84207a459766f98c6adb5161d72ef51a3ff916c4892ed8,0.0110749367434,0.000691477524125,0.000691477524125,0.219682083779,0.208607147035,0.0506690290318,0.0499775515076,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-01,2018-01,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,20+,20,89,0,4397,4397,230,bdab3308f786b6e9296647bb1f40f6387f1c09625e6c7d4c713f58d2215418ca,0.00325976623905,0.000168612164137,0.000168612164137,0.211302615171,0.208042848932,0.0499651615418,0.0497965493777,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-01,2018-01,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,5-9,,7,0,631,631,42,f3d0ac056f09ad4815785c192d322173e812107f4a07b38f0d6680394b634bf3,0.0117242967779,0.000874737063915,0.000874737063915,0.26615642543,0.254432128653,0.0638648506127,0.0629901135488,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-01,2018-01,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,cold_start,,0,1,388,388,28,3f37b37aca7b4cd20d257992afa6b075fb84fd59d2751ee094292ad713b79a2d,-0.0130772056918,-0.00107644292039,-0.00107644292039,0.259688617946,0.272765823638,0.0671079717082,0.0681844146286,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-01,2018-01,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,0-4,,2,0,829,829,66,843d53ef4cba40af8ce81a3948849bf3caa909afba9485d42e123a1e538e2382,-0.00232458529414,-0.000201567238656,-0.000201567238656,0.288193344818,0.290517930112,0.0743772536715,0.0745788209102,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-01,2018-01,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,10-19,,14,0,892,892,47,1343e99ff96f28cf02ed18a8e5883433988d73af69944709e09cfefcd7257f94,-0.0015572773999,-0.000127402062099,-0.000127402062099,0.206209918415,0.207767195815,0.0499085153179,0.05003591738,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-01,2018-01,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,20+,20,83,0,4261,4261,221,c3306cb36b0882481e724b819e6b942b80d4fc0cb8fb1250c1c235be938e0805,-0.00177946924664,-0.000151501799183,-0.000151501799183,0.203040885587,0.204820354834,0.0490984570686,0.0492499588678,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-01,2018-01,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,678,678,40,5c41fd782d3650edc47876d6400838616f4a62f4e847bf7cbd5557ca55dc64f0,-0.00181309188544,-0.000158830044019,-0.000158830044019,0.224876766974,0.226689858859,0.0555880803533,0.0557469103973,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-01,2018-01,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,409,409,29,c65860e70d404930564432b9918d54208bd6493c8406bef03e898d828642f02f,-0.00164940395811,-0.000141641415853,-0.000141641415853,0.261481086304,0.263130490262,0.0664467672721,0.066588408688,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-01,2018-01,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,109,109,10,486d45b537df71f2e1d1b62b6efe2a4bcfefd2b02d17f1507f763adbea3dd1e2,-0.00449731469533,-0.000386456022667,-0.000386456022667,0.323647846351,0.328145161046,0.0852775765124,0.0856640325351,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-01,2018-01,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,15,0,117,117,6,c2188a4b26af33d977cc752cad5a6dfa275cdd0f8585c6a169cd31db4fa24afe,-0.00101776149806,-8.71026218742e-05,-8.71026218742e-05,0.202131169269,0.203148930767,0.0486409719906,0.0487280746125,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-01,2018-01,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,1354,0,6683,6683,376,d944e88f896a259a9f4bf390aab2dacfdedd809348671d0240178db2be712368,-0.00136039987344,-0.000111374216386,-0.000111374216386,0.217017768309,0.218378168182,0.0531500318904,0.0532614061068,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-01,2018-01,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,7,0,119,119,9,3d3ed42566bb50082fe585847b552e63a9318b81e472fc5cce6bc1f6cc349288,-0.00271733337104,-0.000228236749971,-0.000228236749971,0.276583564632,0.279300898003,0.0708043708886,0.0710326076386,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-01,2018-01,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,41,41,2,1de910440b837c562ec30c770862d314baa19f4ff11aca9053fac23e789de8b8,0.00011906076173,1.01808373499e-05,1.01808373499e-05,0.195947773519,0.195828712757,0.0464881900858,0.0464780092485,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,seller,later,2018-01,2018-01,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,0-4,,2,0,777,777,57,17aa0c15af4db15479d4990bf384f3eb569744b940c7f8b2dedd677411f5ea20,-0.00141209350989,-0.000126242447482,-0.000126242447482,0.26970044096,0.27111253447,0.0687358372752,0.0688620797227,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-01,2018-01,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,10-19,,14,0,876,876,46,6ce27a0744610ca36e84207a459766f98c6adb5161d72ef51a3ff916c4892ed8,-5.55729135792e-05,-4.79499585468e-06,-4.79499585468e-06,0.207071696826,0.20712726974,0.049860370293,0.0498651652888,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
