task,block,period,cohort,cohort_month,family,model_family,comparison,candidate_model,model_id,specification,reference_model,representation,probability_type,support_stratum,minimum_support_threshold,median_support,cold_start_share,n_orders,n_obs,n_events,order_id_sha256,delta_log_loss,delta_brier,delta_brier_score,candidate_log_loss,reference_log_loss,candidate_brier,reference_brier,task_evidence,model_family_evidence,candidate_specification,reference_specification,representation_evidence,later_month_count,primary_evidence_available,median_delta_log_loss,median_delta_brier,both_improved_month_count,high_support_guard_available,high_support_median_delta_log_loss,high_support_median_delta_brier,high_support_material_reversal,high_support_no_material_reversal,calibration_guard_available,median_delta_wace,median_delta_absolute_calibration_slope_error,calibration_not_systematically_worse,calibration_systematically_worse,score_guard_available,score_only_median_delta_log_loss,full_beats_metadata_log_loss,full_no_metadata_brier_worsening,score_contributes,benefit_not_metadata_only,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason
breach,combined,later,2018-02,2018-02,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,661,661,95,ba670fc850bb49aed50396a3d86555965be1f993a5fd7f9f3ebb766bede22c89,-0.0116250069881,-0.00138366062436,-0.00138366062436,0.45896110918,0.470586116169,0.130089726595,0.13147338722,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,combined,later,2018-02,2018-02,xgboost,xgboost,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,389,389,64,bf0913c6af552d1221cbdbd8e779f23bca4a34cc57a1c85aaa584d46f6492b4b,-0.00446365647041,-0.000539186465667,-0.000539186465667,0.526402575761,0.530866232231,0.149562320682,0.150101507148,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-02,2018-02,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,73,73,7,4c6be2ffb8b53bbe3c9784e701ed25e4bb05ac32420b254575114c244d59f39a,-0.0023149700449,-0.000229073499146,-0.000229073499146,0.329817696064,0.332132666109,0.0884244707969,0.088653544296,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-02,2018-02,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,14.5,0,124,124,16,5acfcbb9c40b500b43d6984dd874738ccc84fa68d0fbbdba21fad0668b45607f,-0.00307783483754,-0.000306648634394,-0.000306648634394,0.42554115607,0.428618990908,0.118069184304,0.118375832938,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-02,2018-02,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,649,0,6201,6201,881,debdb48a4fdf964ddd4605915b497df4220e9ac3eafcd08683fc0f9f3613306e,-0.00296326221107,-0.000323893345827,-0.000323893345827,0.462834707157,0.465797969368,0.129672123466,0.129996016812,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-02,2018-02,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,7,0,122,122,13,cd6c7ec33ac69740a5ad4346c7d63376fbbe4a0d59b19e9341c180481bbe9102,-0.0031854065434,-0.000320407805293,-0.000320407805293,0.359628630069,0.362814036613,0.0978654366242,0.0981858444295,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,geographic,later,2018-02,2018-02,xgboost,xgboost,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,35,35,9,506a272686f78290755b2f72437fcd95759fa57edfb37a8034bfc9a0907f9bff,0.00606674094326,0.00058978970139,0.00058978970139,0.806632569447,0.800565828503,0.233755939111,0.23316614941,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
breach,seller,later,2018-02,2018-02,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,0-4,,3,0,591,591,81,2489b6aa57768dbeadfc257f21e5e6ed4f72d0e2bbadc6e2f8757bb6ff9d03c8,-0.00229031990048,-0.000239271464728,-0.000239271464728,0.449087913149,0.45137823305,0.125275451881,0.125514723346,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-02,2018-02,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,10-19,,14,0,777,777,106,c737c40b9b5e03a5c9ed48d7ec5fb847992472050b4dcadc37dde3c52a722e6d,0.000919146471964,8.83001033636e-05,8.83001033636e-05,0.450320824648,0.449401678176,0.125021728869,0.124933428765,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-02,2018-02,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,20+,20,68,0,4233,4233,595,4ac72d2104af843715be222f9b9df77dd51a0878970629cb35c014a8e47dea6f,2.12946805917e-05,-3.82144927963e-06,-3.82144927963e-06,0.461467033488,0.461445738807,0.128641014771,0.128644836221,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-02,2018-02,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,5-9,,7,0,597,597,88,8cadd4a859bc75a240873d4ab3b3ccaf9c0c2a5d42af040daa36b0964e2c1c6d,-5.42344037993e-05,-2.20681276006e-05,-2.20681276006e-05,0.481174345477,0.481228579881,0.134745953868,0.134768021996,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-02,2018-02,xgboost,xgboost,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,cold_start,,0,1,357,357,56,d6d4237352b5610b24209e9cb1b82ca612286bf9c8a51811f70a33b899b900c3,-0.0022418992879,-0.000230066386476,-0.000230066386476,0.506295495055,0.508537394343,0.142998292205,0.143228358592,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-03,2018-03,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,0-4,,2,0,712,712,131,93e6fa786c8a8ea17fc2cafc6731478b23106d0f0fc01d482deb5eb151ecc2b6,-0.119857251011,-0.0215471918526,-0.0215471918526,0.466531359903,0.586388610913,0.145894764926,0.167441956779,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-03,2018-03,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,10-19,,14,0,852,852,142,209b7f6457b848428fec0cd89b9ccdc6edd9de995e07f47d27a8565f3f18a3be,-0.0939147764197,-0.0157869787249,-0.0157869787249,0.442463579797,0.536378356217,0.136160144957,0.151947123682,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-03,2018-03,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,20+,20,76,0,4314,4314,832,a51d8daf3a6cb588adf047ca40cc702a848e822cc66ecccad2616dc719c8289a,-0.110335399556,-0.0185874576976,-0.0185874576976,0.501937158387,0.612272557943,0.156813577606,0.175401035304,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-03,2018-03,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,770,770,148,915755a47749690fd605474183ee5b20c4390e9c8e81cf6f8e2ddb275bc909ef,-0.110776112971,-0.0181427320693,-0.0181427320693,0.499495636398,0.610271749369,0.156664004065,0.174806736134,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-03,2018-03,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,355,355,75,080978de9cf50338521bdabdbccb7fc28dcb66346c53679247f2ebdbece90160,-0.105984751269,-0.0186755055512,-0.0186755055512,0.558748960233,0.664733711503,0.173122485757,0.191797991308,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-03,2018-03,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,99,99,22,67a124640d058c1abefd0e4434c1282ca8db1dea90f461dc0ffb90111b1e2c64,-0.148118945742,-0.0333177403467,-0.0333177403467,0.551393610085,0.699512555827,0.16859088601,0.201908626357,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,later,2018-03,2018-03,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,15,0,129,129,25,3d9c58a8d16ba81dec95f8fc10537d7f2fed07b6d8115e25da1670dda1d05a28,-0.101423313031,-0.0146053660804,-0.0146053660804,0.516617254654,0.618040567685,0.161931092223,0.176536458303,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,later,2018-03,2018-03,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,1477,0,6658,6658,1256,e228da62144feb1362561964dc2758518495f0c492db6ad9bda07a346ba26585,-0.096650823836,-0.0152306635303,-0.0152306635303,0.503239944613,0.599890768449,0.156379826804,0.171610490334,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,later,2018-03,2018-03,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,6,0,82,82,17,be54e4df0dc57c979ecf4ec6b39b1deff22337e39bb54b340381cc59a5f8ddb0,-0.126867636003,-0.0191764431283,-0.0191764431283,0.52657222013,0.653439856133,0.169101492912,0.188277936041,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,geographic,later,2018-03,2018-03,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,35,35,8,184d17bd2689b349364f320c6888e85bbf42e4178f25d5baa96f46e96d5dd98f,-0.0963795269831,-0.0115617509777,-0.0115617509777,0.620843308294,0.717222835277,0.195968823586,0.207530574564,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
breach,seller,later,2018-03,2018-03,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,0-4,,2,0,643,643,115,e4b723209719316a8b88c724ff24c17112a29cc1f7644a675a2f111fcb2155e0,-0.0040367495852,-0.000800849363596,-0.000800849363596,0.567279805094,0.571316554679,0.162021270466,0.16282211983,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-03,2018-03,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,10-19,,14,0,830,830,139,af863aa356d4b96c2151992d394a312795725d7fac929cfa4d17aa62310d75de,-0.00973903291236,-0.00156257225556,-0.00156257225556,0.528813311779,0.538552344691,0.151088887075,0.15265145933,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-03,2018-03,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,20+,20,78,0,4479,4479,869,31be360739eb9ee1ee28f4171fa3dc87946a8c434f4f877482923c25a6875d40,-0.00696156053554,-0.00106235140126,-0.00106235140126,0.608704525412,0.615666085948,0.175378223709,0.17644057511,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-03,2018-03,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,5-9,,7,0,730,730,138,330559c75b36270d1332cf305a3cb4a683a93f13f65c8907e3a533d95bdf54de,-0.0105066059318,-0.00169072664602,-0.00169072664602,0.590704496661,0.601211102593,0.170291826575,0.171982553221,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-03,2018-03,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,cold_start,,0,1,321,321,67,e220fcb850364ef25dc223639d11ec90664285d7c77331afac9ad7c421c926d9,-0.0194787562591,-0.00239793262652,-0.00239793262652,0.637621198341,0.6570999546,0.18709499129,0.189492923916,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,combined,later,2018-03,2018-03,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,0-4,,2,0,712,712,131,93e6fa786c8a8ea17fc2cafc6731478b23106d0f0fc01d482deb5eb151ecc2b6,-0.127798716331,-0.0158766062677,-0.0158766062677,0.508850841236,0.636649557567,0.155816072291,0.171692678558,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-03,2018-03,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,10-19,,14,0,852,852,142,209b7f6457b848428fec0cd89b9ccdc6edd9de995e07f47d27a8565f3f18a3be,-0.0615513219562,-0.00944475900542,-0.00944475900542,0.518721899132,0.580273221088,0.146213251776,0.155658010781,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-03,2018-03,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,20+,20,76,0,4314,4314,832,a51d8daf3a6cb588adf047ca40cc702a848e822cc66ecccad2616dc719c8289a,-0.0805645848109,-0.0119982999219,-0.0119982999219,0.584883595912,0.665448180723,0.167901209965,0.179899509887,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-03,2018-03,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,5-9,,7,0,770,770,148,915755a47749690fd605474183ee5b20c4390e9c8e81cf6f8e2ddb275bc909ef,-0.09693187977,-0.013144686447,-0.013144686447,0.566554006789,0.663485886559,0.16616235286,0.179307039307,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,combined,later,2018-03,2018-03,random_forest,random_forest,DPB-DP0,DPB,DPB,DPB,DP0,full,calibrated,cold_start,,0,1,355,355,75,080978de9cf50338521bdabdbccb7fc28dcb66346c53679247f2ebdbece90160,-0.145577994201,-0.0194402868684,-0.0194402868684,0.5798085605,0.725386554701,0.177500298555,0.196940585424,breach,random_forest,DPB,DP0,full,6,True,-0.00761967829778,5.80000102071e-05,3,True,-0.00518208294536,0.000447151509348,False,True,True,0.00534103213212,-8.50749596363,False,True,True,-0.0562746959884,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,geographic,later,2018-03,2018-03,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,0-4,,2,0,99,99,22,67a124640d058c1abefd0e4434c1282ca8db1dea90f461dc0ffb90111b1e2c64,-0.0955879949385,-0.00885519619573,-0.00885519619573,0.665897257161,0.7614852521,0.198258126187,0.207113322383,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-03,2018-03,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,10-19,,15,0,129,129,25,3d9c58a8d16ba81dec95f8fc10537d7f2fed07b6d8115e25da1670dda1d05a28,-0.0844951292706,-0.00795199848457,-0.00795199848457,0.584302481782,0.668797611053,0.172837243196,0.18078924168,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-03,2018-03,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,20+,20,1477,0,6658,6658,1256,e228da62144feb1362561964dc2758518495f0c492db6ad9bda07a346ba26585,-0.0429242381648,-0.00387895623173,-0.00387895623173,0.608821602138,0.651745840302,0.172119822655,0.175998778887,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-03,2018-03,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,5-9,,6,0,82,82,17,be54e4df0dc57c979ecf4ec6b39b1deff22337e39bb54b340381cc59a5f8ddb0,-0.0856736187403,-0.00791356773196,-0.00791356773196,0.627367429187,0.713041047927,0.185407130785,0.193320698517,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,geographic,later,2018-03,2018-03,random_forest,random_forest,DPG-DP0,DPG,DPG,DPG,DP0,full,calibrated,cold_start,,0,1,35,35,8,184d17bd2689b349364f320c6888e85bbf42e4178f25d5baa96f46e96d5dd98f,-0.0773545508633,-0.00672535622845,-0.00672535622845,0.704701966696,0.78205651756,0.206258297015,0.212983653244,breach,random_forest,DPG,DP0,full,6,True,-0.0110668832408,-0.00105165332621,5,True,-0.0104286141287,-0.000999966712794,False,True,True,-0.00195513110765,-8.56486680715,True,False,True,-0.0551472055044,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
breach,seller,later,2018-03,2018-03,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,0-4,,2,0,643,643,115,e4b723209719316a8b88c724ff24c17112a29cc1f7644a675a2f111fcb2155e0,-0.0412229463889,-0.00486614384672,-0.00486614384672,0.578657759704,0.619880706093,0.162065927961,0.166932071808,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-03,2018-03,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,10-19,,14,0,830,830,139,af863aa356d4b96c2151992d394a312795725d7fac929cfa4d17aa62310d75de,-0.0357562905271,-0.00408558736619,-0.00408558736619,0.547122564552,0.582878855079,0.152315323358,0.156400910724,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-03,2018-03,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,20+,20,78,0,4479,4479,869,31be360739eb9ee1ee28f4171fa3dc87946a8c434f4f877482923c25a6875d40,-0.0103742551572,-0.00294560390283,-0.00294560390283,0.658856082977,0.669230338135,0.178025460513,0.180971064416,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-03,2018-03,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,5-9,,7,0,730,730,138,330559c75b36270d1332cf305a3cb4a683a93f13f65c8907e3a533d95bdf54de,-0.0463985737155,-0.00501449930443,-0.00501449930443,0.606743406353,0.653141980068,0.17135851097,0.176373010275,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
breach,seller,later,2018-03,2018-03,random_forest,random_forest,DPS-DP0,DPS,DPS,DPS,DP0,full,calibrated,cold_start,,0,1,321,321,67,e220fcb850364ef25dc223639d11ec90664285d7c77331afac9ad7c421c926d9,-0.0701231075787,-0.00841175677742,-0.00841175677742,0.646942334393,0.717065441972,0.186170339702,0.194582096479,breach,random_forest,DPS,DP0,full,6,True,0.00193643020825,0.000363597265665,2,True,0.00279488490392,0.00067073538573,True,False,True,0.00251409493846,-8.07063120161,True,False,True,-0.0428921492894,True,True,True,True,True,False,Not-supported,Not-supported,nonimproving_median_or_at_most_two_both_improved_months
