period,cohort,cohort_month,origin,family,model_id,model_name,representation,probability_type,probability_variant,calibration_method,n_train,train_order_id_sha256,fitted_model_sha256,model_hash_type,n_orders,n_events,prevalence,log_loss,brier,average_precision,roc_auc,top_5pct_lift,top_10pct_lift,top_10pct_recall,calibration_intercept,calibration_slope,wace,calibration_invalid_reason,order_id_sha256,model_family,specification,n_obs,brier_score,top10_lift,comparison,candidate_model,reference_model,ablation_id,reference_fitted_model_sha256,delta_log_loss,delta_brier,delta_brier_score
later,2018-01,2018-01,2018-01-01,random_forest,DPB,Promise + both profile blocks,full,raw,raw,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,3fbd30309f2b094da55dc5f61072afd013c4acc294f71aed3e7c83ec7d401639,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.214358300285,0.0529812820375,0.105514821125,0.664130743099,2.67573705682,2.1585035852,0.2158808933,-0.808185677419,0.613622309204,0.0150293102694,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPB,7069,0.0529812820375,2.1585035852,DPB-DP0,DPB,DP0,DPB_full,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.072917066341,-0.00301757842871,-0.00301757842871
later,2018-01,2018-01,2018-01-01,random_forest,DPB,Promise + both profile blocks,metadata_only,raw,raw,,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,101bacd57a9082bd734b87d611e41f3fea063065d21653ef51a4e731bd2aacaa,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.225441926786,0.0535209974445,0.0990184808258,0.64337525564,2.18023019445,2.03445165502,0.203473945409,-1.18529447356,0.449564005119,0.0226376450335,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPB,7069,0.0535209974445,2.03445165502,DPB-DP0,DPB,DP0,DPB_metadata_only,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.0618334398403,-0.00247786302162,-0.00247786302162
later,2018-01,2018-01,2018-01-01,random_forest,DPB,Promise + both profile blocks,score_only,raw,raw,,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,8d04e9ba8d251f528feaff57d52f01c20840087e6913d758a8cd42106314a889,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.210091939813,0.0526551283676,0.114613107668,0.678984275599,2.97304117424,2.40660744557,0.240694789082,-0.597867340973,0.705536661322,0.0147788885189,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPB,7069,0.0526551283676,2.40660744557,DPB-DP0,DPB,DP0,DPB_score_only,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.0771834268134,-0.00334373209861,-0.00334373209861
later,2018-01,2018-01,2018-01-01,random_forest,DPG,Promise + geographic profiles,full,raw,raw,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,f8924da325a349434e52c98876cbd6c67bfb9c31fb23cc9c153cf447342baf84,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.23001205869,0.0535330784214,0.0975115995172,0.652035364827,2.27933156692,2.23293474331,0.223325062035,-1.42262481406,0.369939505887,0.0214792776172,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPG,7069,0.0535330784214,2.23293474331,DPG-DP0,DPG,DP0,DPG_full,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.0572633079358,-0.00246578204474,-0.00246578204474
later,2018-01,2018-01,2018-01-01,random_forest,DPG,Promise + geographic profiles,metadata_only,raw,raw,,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,cc8149a0a0b4df41394cc241c3b0268fa537f51d5ecdb4f05dba0e1181139e76,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.231955532427,0.0538741404488,0.0915478169352,0.64496716421,1.88292607702,1.56305432032,0.156327543424,-1.47377486225,0.353641588644,0.0283513617493,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPG,7069,0.0538741404488,1.56305432032,DPG-DP0,DPG,DP0,DPG_metadata_only,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.0553198341995,-0.00212472001742,-0.00212472001742
later,2018-01,2018-01,2018-01-01,random_forest,DPG,Promise + geographic profiles,score_only,raw,raw,,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,7c7be3845b0f9fd8fcb3470f0f5d218481ca8d6f68eeef0793e5831c2cd4972b,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.213892300836,0.0528462988872,0.109466751757,0.649111933526,3.02259186048,2.55546976179,0.255583126551,-0.704885261613,0.669045652742,0.0116972565033,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPG,7069,0.0528462988872,2.55546976179,DPG-DP0,DPG,DP0,DPG_score_only,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.0733830657903,-0.00315256157895,-0.00315256157895
later,2018-01,2018-01,2018-01-01,random_forest,DPS,Promise + seller profiles,full,raw,raw,none,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,f9d7581aa7428519520404b0181cc80af76c4e2894265ce33422b2469c784ef1,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.226642238971,0.0542959823522,0.0645013263821,0.533645424096,0.991013724748,0.967605055436,0.0967741935484,-2.13933571985,0.204426667846,0.0236217740029,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPS,7069,0.0542959823522,0.967605055436,DPS-DP0,DPS,DP0,DPS_full,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.0606331276548,-0.00170287811393,-0.00170287811393
later,2018-01,2018-01,2018-01-01,random_forest,DPS,Promise + seller profiles,metadata_only,raw,raw,,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,8f87eb3657b1104ff15bc16429fda2bdd081193b2e4d8d939b21a77a62d23b69,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.227228212663,0.0542794402508,0.0669895496559,0.531062225329,1.33786852841,1.33976084599,0.133995037221,-2.00367694268,0.241450149245,0.0213677820555,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPS,7069,0.0542794402508,1.33976084599,DPS-DP0,DPS,DP0,DPS_metadata_only,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.060047153963,-0.00171942021532,-0.00171942021532
later,2018-01,2018-01,2018-01-01,random_forest,DPS,Promise + seller profiles,score_only,raw,raw,,35981,96cab33fe9aa2c645b95d864cd8ad73f21f028817e839c487b423b134b3104f9,f8a6d3ee4d0a476abd5af5b2eecd821afefb02e4da257e847846c0282159fe67,sha256_pickle_protocol_5_fitted_wrapper,7069,403,0.0570094780025,0.227248849075,0.0542977195221,0.0664176467685,0.535563978234,1.43696990088,1.36457123203,0.136476426799,-2.19537068624,0.18837109537,0.0200253603492,,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6,random_forest,DPS,7069,0.0542977195221,1.36457123203,DPS-DP0,DPS,DP0,DPS_score_only,3214b6f8a11296352dd2c3c70595bcce247d37bf5b166d5e8c039034b639dea6,-0.060026517551,-0.0017011409441,-0.0017011409441
later,2018-02,2018-02,2018-02-01,random_forest,DPB,Promise + both profile blocks,full,raw,raw,none,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,a19fd5d41b737ba80e12c561c3cf2187bd9f1469fd07846b506552e37e71ddd1,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.478891182321,0.127063399986,0.219314501191,0.612765407618,2.07185376389,1.99631742875,0.199784017279,-0.462892615081,0.416333268557,0.0921875471799,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPB,6555,0.127063399986,1.99631742875,DPB-DP0,DPB,DP0,DPB_full,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,-0.0914851884026,-0.00394000519991,-0.00394000519991
later,2018-02,2018-02,2018-02-01,random_forest,DPB,Promise + both profile blocks,metadata_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,d71a4efb9b8758000052be9ce752288b2d59e29d5b859d718de590b4d0286373,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.513829085687,0.129933886149,0.188828901313,0.57964012728,1.68338118316,1.4891448928,0.149028077754,-0.852707713945,0.274202482004,0.100092964746,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPB,6555,0.129933886149,1.4891448928,DPB-DP0,DPB,DP0,DPB_metadata_only,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,-0.0565472850367,-0.00106951903759,-0.00106951903759
later,2018-02,2018-02,2018-02-01,random_forest,DPB,Promise + both profile blocks,score_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,924ae9ebbe1282a779ec9615b143581569988498ad31f73fe4db2b6bf69f6da0,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.425493503865,0.118892605392,0.318638690526,0.71445877508,3.06461702576,2.77326259021,0.277537796976,0.256704231304,0.693123801814,0.0814647452061,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPB,6555,0.118892605392,2.77326259021,DPB-DP0,DPB,DP0,DPB_score_only,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,-0.144882866858,-0.0121107997942,-0.0121107997942
later,2018-02,2018-02,2018-02-01,random_forest,DPG,Promise + geographic profiles,full,raw,raw,none,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,973d62956bfa83b8a825caf5829ea0c5c80c03bb6698d427f8507d93f494d179,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.543938465395,0.130532989383,0.180421366113,0.50766615878,1.96394471369,1.69417208818,0.169546436285,-1.64008679772,0.046201554289,0.099465067527,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPG,6555,0.130532989383,1.69417208818,DPG-DP0,DPG,DP0,DPG_full,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,-0.026437905328,-0.000470415803065,-0.000470415803065
later,2018-02,2018-02,2018-02-01,random_forest,DPG,Promise + geographic profiles,metadata_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,2681141900b22b25a21d1c5debbf7e073490adcb5857be1a6c883c6c08b19e86,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.584570515287,0.131962801484,0.170882183857,0.53212613483,1.53230851288,1.39202674762,0.139308855292,-1.53387677484,0.0687203655805,0.104511844502,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPG,6555,0.131962801484,1.39202674762,DPG-DP0,DPG,DP0,DPG_metadata_only,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,0.014194144564,0.000959396297418,0.000959396297418
later,2018-02,2018-02,2018-02-01,random_forest,DPG,Promise + geographic profiles,score_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,cead56aea717d9162173c8638badc1b0962a9e819fec8d100ec2b622b21cb760,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.438233710813,0.121847827446,0.286070532712,0.697869755781,2.65456263499,2.77326259021,0.277537796976,0.456555034328,0.737897615066,0.0884386742208,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPG,6555,0.121847827446,2.77326259021,DPG-DP0,DPG,DP0,DPG_score_only,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,-0.132142659911,-0.00915557774073,-0.00915557774073
later,2018-02,2018-02,2018-02-01,random_forest,DPS,Promise + seller profiles,full,raw,raw,none,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,e985fc6386789f8a2bb4fa7693bb81db86b7e219e0147be546b3affc81c47f8c,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.486413857755,0.130098971036,0.160269511711,0.536579027844,1.31649041247,1.26253588737,0.126349892009,-1.0430283308,0.242247865349,0.0946864756742,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPS,6555,0.130098971036,1.26253588737,DPS-DP0,DPS,DP0,DPS_full,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,-0.0839625129682,-0.000904434149924,-0.000904434149924
later,2018-02,2018-02,2018-02-01,random_forest,DPS,Promise + seller profiles,metadata_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,f5e4c64a97c398680d66cce681a17395797453d1b47d7fd95af13fbab66f3754,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.486657812433,0.129905623999,0.158626566226,0.533649697436,1.27332679239,1.21937226729,0.122030237581,-1.22298703386,0.186040741419,0.092718292155,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPS,6555,0.129905623999,1.21937226729,DPS-DP0,DPS,DP0,DPS_metadata_only,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,-0.0837185582903,-0.00109778118784,-0.00109778118784
later,2018-02,2018-02,2018-02-01,random_forest,DPS,Promise + seller profiles,score_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,acfe28357f1cbb8615c969eb873224cfb411df4954648766b2e7cc0d599d0764,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.48167972053,0.129725960188,0.159067500915,0.544890564022,1.18699955223,1.24095407733,0.124190064795,-1.01218533755,0.255559983872,0.0920747612557,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,random_forest,DPS,6555,0.129725960188,1.24095407733,DPS-DP0,DPS,DP0,DPS_score_only,a1d539998d133f8fe4069ea3094163f35723e61d86c5480f711b77ef6f0d0bad,-0.0886966501928,-0.00127744499854,-0.00127744499854
later,2018-03,2018-03,2018-03-01,random_forest,DPB,Promise + both profile blocks,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,e2c8c7642438a1350d5e854d1fc94343893d4135b1c80de1d1295c2271dd50e3,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.56683126003,0.164329311932,0.292849319658,0.629481649063,2.08830407098,1.84303727034,0.184487951807,0.253469452993,0.611550246447,0.124363788019,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,random_forest,DPB,7003,0.164329311932,1.84303727034,DPB-DP0,DPB,DP0,DPB_full,0aa8faeb90ff1456b0a8516877a8aea4fa4ebf9926435038decdda5df2dfae30,-0.1810541096,-0.0101991021947,-0.0101991021947
later,2018-03,2018-03,2018-03-01,random_forest,DPB,Promise + both profile blocks,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,b70973a991a08ccedfc9e05313fec5b3d105010d630b6521166eb8eee82b88db,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.608733821342,0.16933324211,0.262731794124,0.584085438671,1.89299505715,1.7527660571,0.175451807229,-0.210195591422,0.411722187224,0.135499458853,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,random_forest,DPB,7003,0.16933324211,1.7527660571,DPB-DP0,DPB,DP0,DPB_metadata_only,0aa8faeb90ff1456b0a8516877a8aea4fa4ebf9926435038decdda5df2dfae30,-0.139151548288,-0.00519517201678,-0.00519517201678
later,2018-03,2018-03,2018-03-01,random_forest,DPB,Promise + both profile blocks,score_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,426855782e01634d309a0b7d439d7d761971e65e88b61aad2e4325851bfa0123,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.533070115754,0.158167504045,0.298986015936,0.664597420519,1.89299505715,1.90321807916,0.190512048193,0.125067460044,0.609226862527,0.10756418224,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,random_forest,DPB,7003,0.158167504045,1.90321807916,DPB-DP0,DPB,DP0,DPB_score_only,0aa8faeb90ff1456b0a8516877a8aea4fa4ebf9926435038decdda5df2dfae30,-0.214815253876,-0.016360910082,-0.016360910082
later,2018-03,2018-03,2018-03-01,random_forest,DPG,Promise + geographic profiles,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,7a4558efa3f409d5c58ec6828df7d7c3726ca7b5d42992bab212523e69d9b3ba,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.612895374556,0.167256195391,0.266209726779,0.567580277055,2.01318521951,1.81294686592,0.181475903614,-0.705877067612,0.249840882225,0.12871799064,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,random_forest,DPG,7003,0.167256195391,1.81294686592,DPG-DP0,DPG,DP0,DPG_full,0aa8faeb90ff1456b0a8516877a8aea4fa4ebf9926435038decdda5df2dfae30,-0.134989995074,-0.00727221873629,-0.00727221873629
later,2018-03,2018-03,2018-03-01,random_forest,DPG,Promise + geographic profiles,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,d993a242ddc6f99b0fc9f33f1ae07763e5857ac0655459579677ca50c2dbb08b,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.659041425282,0.171027013094,0.238458415848,0.511842059869,1.89299505715,1.62488183834,0.16265060241,-1.42217163026,0.00950850672406,0.135397198205,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,random_forest,DPG,7003,0.171027013094,1.62488183834,DPG-DP0,DPG,DP0,DPG_metadata_only,0aa8faeb90ff1456b0a8516877a8aea4fa4ebf9926435038decdda5df2dfae30,-0.0888439443483,-0.00350140103279,-0.00350140103279
later,2018-03,2018-03,2018-03-01,random_forest,DPG,Promise + geographic profiles,score_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,1bbfc1343c59d3ede39e616d895524bd70849f2d2966e098094ce5a4a5c999f2,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.561251889428,0.162175163146,0.267477477451,0.63681651717,1.35213932654,1.39168120413,0.139307228916,-0.156051450661,0.470715042671,0.11553172591,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,random_forest,DPG,7003,0.162175163146,1.39168120413,DPG-DP0,DPG,DP0,DPG_score_only,0aa8faeb90ff1456b0a8516877a8aea4fa4ebf9926435038decdda5df2dfae30,-0.186633480202,-0.0123532509815,-0.0123532509815
later,2018-03,2018-03,2018-03-01,random_forest,DPS,Promise + seller profiles,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,fa072bb0814d22a5a93f6a46672e242db767484d1b87ce1043b5e55000e3076a,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.632271346523,0.173191280845,0.20186664497,0.529886417918,0.976545069166,1.18857097434,0.118975903614,-0.998591319637,0.147016363751,0.138800790753,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,random_forest,DPS,7003,0.173191280845,1.18857097434,DPS-DP0,DPS,DP0,DPS_full,0aa8faeb90ff1456b0a8516877a8aea4fa4ebf9926435038decdda5df2dfae30,-0.115614023107,-0.00133713328211,-0.00133713328211
later,2018-03,2018-03,2018-03-01,random_forest,DPS,Promise + seller profiles,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,087a8fbc22b51bdfc924c352511483746eac8d19ceda9c069744c20063e7ec91,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.631413235911,0.173050091683,0.201430889159,0.526058529271,0.961521298871,1.04564155337,0.104668674699,-1.03383220288,0.136101470782,0.137892507705,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,random_forest,DPS,7003,0.173050091683,1.04564155337,DPS-DP0,DPS,DP0,DPS_metadata_only,0aa8faeb90ff1456b0a8516877a8aea4fa4ebf9926435038decdda5df2dfae30,-0.116472133719,-0.00147832244384,-0.00147832244384
