task,outcome,period,cohort,cohort_month,family,model_family,model_id,specification,representation,quantile,probability_type,metric,estimate,n_orders,n_obs,n_events,order_id_sha256,fitted_model_sha256,evidence_status,evidence_label,mapping_status,median_support,label_type
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,roc_auc,0.603256639013,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,top_10pct_lift,1.56368482585,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,wace,0.00958590645129,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DP0,DP0,full,,calibrated,average_precision,0.0611703931816,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DP0,DP0,full,,calibrated,brier,0.0463179732128,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DP0,DP0,full,,calibrated,calibration_intercept,21.6625447549,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DP0,DP0,full,,calibrated,calibration_slope,9.7170148231,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DP0,DP0,full,,calibrated,log_loss,0.197558715873,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DP0,DP0,full,,calibrated,roc_auc,0.569028451657,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DP0,DP0,full,,calibrated,top_10pct_lift,0.715302633102,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DP0,DP0,full,,calibrated,wace,0.0414146306232,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0369fd846a86e5b604a24c0304d916951ef795ef50024a387e8ed9feb3704702,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,average_precision,0.0534074745093,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,brier,0.0462904118737,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,calibration_intercept,-1.20864116877,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,calibration_slope,0.693202581955,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,delta_brier,-2.75613391056e-05,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,delta_log_loss,-0.000210621598063,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,log_loss,0.197348094275,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,roc_auc,0.473872008492,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,top_10pct_lift,1.09790636709,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB,DPB,full,,calibrated,wace,0.02731281988,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,022f76d6c5c14c3bea27b3be507d8888c7375292ea074e7b27a4c50a476db492,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,average_precision,0.0523026066214,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,brier,0.0463670758166,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,calibration_intercept,-4.76422326518,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,calibration_slope,-0.695516310562,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,delta_brier,4.91026037959e-05,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,delta_log_loss,0.000358236019415,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,log_loss,0.197916951892,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,roc_auc,0.441218063405,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,top_10pct_lift,1.03136658726,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG,DPG,full,,calibrated,wace,0.0304471301678,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,9deff4791e0e75b3b8a4de10e8e73600dcae58e42fe816d64629f1a5c1dc2831,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,average_precision,0.0534544120739,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,brier,0.0463222241049,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,calibration_intercept,0.416780855968,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,calibration_slope,1.33275374832,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,delta_brier,4.25089211026e-06,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,delta_log_loss,3.61881343718e-05,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,log_loss,0.197594904007,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,roc_auc,0.493500040388,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,top_10pct_lift,1.26425581664,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,wace,0.0263794319225,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Terminal stress only,,,,none_terminal_stress
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,R1,R1,audit,,,mapping_share_mapped_cold_start,0.00479731350444,60,60,1,86d68ec32f134976ab9a02bfbc2a27278ccd3e91f927f84d764e6fb80b0fe578,not_applicable,Terminal stress only,,mapped_cold_start,0,none_terminal_stress
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,R1,R1,audit,,,mapping_share_seen,0.995202686496,12447,12447,600,d10935f06ed6dedd9f1937563aeeb23e51e27b28696255e9d4ecda8261f80606,not_applicable,Terminal stress only,,seen,747,none_terminal_stress
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,R2,R2,audit,,,mapping_share_mapped_cold_start,0.00479731350444,60,60,1,86d68ec32f134976ab9a02bfbc2a27278ccd3e91f927f84d764e6fb80b0fe578,not_applicable,Terminal stress only,,mapped_cold_start,0,none_terminal_stress
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,R2,R2,audit,,,mapping_share_seen,0.995202686496,12447,12447,600,d10935f06ed6dedd9f1937563aeeb23e51e27b28696255e9d4ecda8261f80606,not_applicable,Terminal stress only,,seen,747,none_terminal_stress
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,S1,S1,audit,,,mapping_share_mapped_cold_start,0.0819541057008,1025,1025,45,c51653976b4f03c33ddee8c49ef2b056b371db9ab79db526b756f6b45af8b0fa,not_applicable,Terminal stress only,,mapped_cold_start,0,none_terminal_stress
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,S1,S1,audit,,,mapping_share_seen,0.918045894299,11482,11482,556,f2e419b3ce621a69f1d52136c722da85e5c741c1366266a567344daab7414e59,not_applicable,Terminal stress only,,seen,28,none_terminal_stress
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,S2,S2,audit,,,mapping_share_mapped_cold_start,0.0491724634205,615,615,31,e818cb95dbaa57db24940aa88d75ffb49d47296adaf2b1fa8f24ed644730bca8,not_applicable,Terminal stress only,,mapped_cold_start,0,none_terminal_stress
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,S2,S2,audit,,,mapping_share_seen,0.95082753658,11892,11892,570,3ed6c9e84dc609ed9ac2ebd6f101b647c8b95c4ab18fbec56c326ec6c7ab8cd0,not_applicable,Terminal stress only,,seen,27,none_terminal_stress
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,breach_prevalence,0.0480530902694,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,,,,none_terminal_stress
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,mean_positive_lateness_days,5.80532445923,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,,,,none_terminal_stress
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,median_positive_lateness_days,4,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,,,,none_terminal_stress
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,n_breaches,601,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,,,,none_terminal_stress
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,n_orders,12507,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,,,,none_terminal_stress
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,q90_positive_lateness_days,12,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,coverage,0.637271214642,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,coverage_error,0.137271214642,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,empirical_coverage,0.637271214642,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,pinball_loss,1.97164896785,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,pinball_skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,coverage_error,0.0600665557404,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,empirical_coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,pinball_loss,1.87852384584,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,pinball_skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,coverage,0.594009983361,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,coverage_error,0.0940099833611,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,empirical_coverage,0.594009983361,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,pinball_loss,1.92567210567,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,pinball_skill,0.0233189898057,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,skill,0.0233189898057,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.9,,coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7a7d05d79de055267a3f48c9d20d60801b0ca799b67b0c77a7be941186e963ef,Terminal stress only,,,,none_terminal_stress
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.9,,coverage_error,0.0600665557404,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7a7d05d79de055267a3f48c9d20d60801b0ca799b67b0c77a7be941186e963ef,Terminal stress only,,,,none_terminal_stress
