task,outcome,period,cohort,cohort_month,family,model_family,model_id,specification,representation,quantile,probability_type,metric,estimate,n_orders,n_obs,n_events,order_id_sha256,fitted_model_sha256,evidence_status,evidence_label,mapping_status,median_support,label_type
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB,DPB,full,,calibrated,calibration_intercept,-1.66017473031,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB,DPB,full,,calibrated,calibration_slope,0.499103717369,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB,DPB,full,,calibrated,delta_brier,0.00172389551105,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB,DPB,full,,calibrated,delta_log_loss,0.001139292708,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB,DPB,full,,calibrated,log_loss,0.198263468257,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB,DPB,full,,calibrated,roc_auc,0.618297294419,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB,DPB,full,,calibrated,top_10pct_lift,1.74666922036,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB,DPB,full,,calibrated,wace,0.031055230296,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,eec7f8ac345c6f37de531c843742bd3932f3ee53b8cbc0c0d410357008699278,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,average_precision,0.064837033395,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,brier,0.0495735196465,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,calibration_intercept,-1.97736332813,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,calibration_slope,0.400532298124,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,delta_brier,0.00332272711361,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,delta_log_loss,0.0088503992877,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,log_loss,0.205974574836,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,roc_auc,0.592499887499,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,top_10pct_lift,1.56368482585,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG,DPG,full,,calibrated,wace,0.0370212011345,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,5d387df78245276a64020fb2b4aaf30d27e7c80e6eba1352e3a183644f640f8c,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,average_precision,0.0697987206935,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,brier,0.0458496635207,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,calibration_intercept,0.372903795193,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,calibration_slope,1.2943405882,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,delta_brier,-0.000401129012156,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,delta_log_loss,-0.00434025359825,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,log_loss,0.19278392195,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,roc_auc,0.628878936025,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,top_10pct_lift,1.34743054142,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS,DPS,full,,calibrated,wace,0.0223871472989,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4063cae413a0818a14a0f21a60b2f39d5b082ce616933652665ae1118d293203,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DP0,DP0,full,,calibrated,average_precision,0.0429863636296,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,c63309da7ee001e56b7c72fb1755b4ef6222a4d2c7877e0e380ad12430125ca4,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DP0,DP0,full,,calibrated,brier,0.045867160591,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,c63309da7ee001e56b7c72fb1755b4ef6222a4d2c7877e0e380ad12430125ca4,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DP0,DP0,full,,calibrated,calibration_intercept,-115.735727843,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,c63309da7ee001e56b7c72fb1755b4ef6222a4d2c7877e0e380ad12430125ca4,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DP0,DP0,full,,calibrated,calibration_slope,-34.623056035,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,c63309da7ee001e56b7c72fb1755b4ef6222a4d2c7877e0e380ad12430125ca4,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DP0,DP0,full,,calibrated,log_loss,0.194327353088,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,c63309da7ee001e56b7c72fb1755b4ef6222a4d2c7877e0e380ad12430125ca4,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DP0,DP0,full,,calibrated,roc_auc,0.415192999629,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,c63309da7ee001e56b7c72fb1755b4ef6222a4d2c7877e0e380ad12430125ca4,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DP0,DP0,full,,calibrated,top_10pct_lift,0.815112302837,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,c63309da7ee001e56b7c72fb1755b4ef6222a4d2c7877e0e380ad12430125ca4,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DP0,DP0,full,,calibrated,wace,0.018424790401,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,c63309da7ee001e56b7c72fb1755b4ef6222a4d2c7877e0e380ad12430125ca4,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,average_precision,0.0670635917129,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,brier,0.0472577017272,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,calibration_intercept,-1.99501725256,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,calibration_slope,0.332015132374,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,delta_brier,0.00139054113626,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,delta_log_loss,0.00499197189969,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,log_loss,0.199319324987,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,roc_auc,0.568313617514,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,top_10pct_lift,1.56368482585,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPB,DPB,full,,calibrated,wace,0.0340577420687,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,81e1820e50ed14e35a6c9da0e848b4ca00d7ef7172f3c1a914ea3ae223853990,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,average_precision,0.0537129453241,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,brier,0.045738805037,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,calibration_intercept,-1.19719288492,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,calibration_slope,0.592292698389,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,delta_brier,-0.000128355553937,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,delta_log_loss,-0.00189127715872,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,log_loss,0.192436075929,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,roc_auc,0.527750448396,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,top_10pct_lift,1.24762087169,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPG,DPG,full,,calibrated,wace,0.0258220695245,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,694eba62997e3d270d27c77120f40c6032dbebfdaccd50e60da45b06ff5e4a40,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,average_precision,0.06834730853,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,brier,0.0457701320464,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,calibration_intercept,-1.1096022145,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,calibration_slope,0.656153085677,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,delta_brier,-9.70285445776e-05,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,delta_log_loss,-0.00316740567829,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,random_forest,random_forest,DPS,DPS,full,,calibrated,log_loss,0.191159947409,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,4785b9e261a56a67650e8f50f1cf4e3557bb15d1dae01987f67c031fb19b1f0a,Terminal stress only,,,,none_terminal_stress
