period,cohort,cohort_month,origin,family,model_id,model_name,quantile,representation,n_train_breaches,train_order_id_sha256,fitted_model_sha256,model_hash_type,constituent_fitted_model_count,unconditional_training_quantile,unconditional_reference_loss,baseline_pinball_loss,dq0_reference_loss,skill,skill_vs_dq0,skill_vs_unconditional,nominal_coverage,order_id_sha256,n_orders,pinball_loss,empirical_coverage,coverage_error,median_prediction,mean_prediction,median_actual,mean_actual,mean_exceedance,p90_absolute_error,model_family,specification,n_obs,coverage,comparison,reference_model,reference_specification,later_month_count,primary_evidence_available,median_skill,favourable_month_count,high_support_guard_available,high_support_median_skill,high_support_favourable_month_count,support_ge20_gain_present,high_support_guard,gain_only_low_support,coverage_guard_available,median_absolute_coverage_error_deterioration,coverage_not_materially_worse,coverage_materially_worse,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason
aggregate,later_pooled,later_pooled,,lognormal_ridge,DQG,Promise + state-OD profiles,0.5,full,,multiple_expanding_training_sets,95414babceb0d5bb54b4d8800832ca30244c5c7ccd9b87c079bdbceb5704e85f,composite_fitted_models,6,,3.59792924935,3.58920145457,3.58920145457,0.000582701015644,0.000582701015644,0.00300707027952,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.58711002324,0.406384814495,-0.0936151855047,5.73409600252,5.80616681612,7,10.6450963474,10.118633983,17.0338562925,lognormal_ridge,DQG,3477,0.406384814495,DQG-DQ0,DQ0,DQ0,6,True,-0.00515987974753,1,True,-0.0057986325913,1,False,False,True,True,0.0149488800272,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
aggregate,later_pooled,later_pooled,,lognormal_ridge,DQG,Promise + state-OD profiles,0.9,full,,multiple_expanding_training_sets,95414babceb0d5bb54b4d8800832ca30244c5c7ccd9b87c079bdbceb5704e85f,composite_fitted_models,6,,2.76583261432,2.71371702906,2.71371702906,0.00899335195592,0.00899335195592,0.0276665323902,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.68931161671,0.885245901639,-0.0147540983607,21.4163189524,21.6005975285,7,10.6450963474,13.8884930593,21.4587261991,lognormal_ridge,DQG,3477,0.885245901639,DQG-DQ0,DQ0,DQ0,6,True,0.00197958322708,4,True,0.00419513964845,4,True,True,False,True,-0.00112866817156,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass
aggregate,later_pooled,later_pooled,,lognormal_ridge,DQS,Promise + seller profiles,0.5,full,,multiple_expanding_training_sets,668943387fc8301f0e58723841bddbb7016d2c345ef6c6ee88b5824fd5747850,composite_fitted_models,6,,3.59792924935,3.58920145457,3.58920145457,-6.14485639741e-05,-6.14485639741e-05,0.00236448326685,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.58942200585,0.40350877193,-0.0964912280702,5.60887991095,5.69324050765,7,10.6450963474,10.1683807578,17.0357774299,lognormal_ridge,DQS,3477,0.40350877193,DQS-DQ0,DQ0,DQ0,6,True,0.00136094074254,3,True,-0.00363194268387,2,False,False,True,True,0.00242248692394,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
aggregate,later_pooled,later_pooled,,lognormal_ridge,DQS,Promise + seller profiles,0.9,full,,multiple_expanding_training_sets,668943387fc8301f0e58723841bddbb7016d2c345ef6c6ee88b5824fd5747850,composite_fitted_models,6,,2.76583261432,2.71371702906,2.71371702906,-0.00127942477897,-0.00127942477897,0.017587321878,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.71718902587,0.881219442048,-0.0187805579523,20.9293899321,21.2279264638,7,10.6450963474,13.9661409479,20.5672959907,lognormal_ridge,DQS,3477,0.881219442048,DQS-DQ0,DQ0,DQ0,6,True,-0.00290758792723,2,True,-0.00390278023085,2,False,False,True,True,0.00312589450675,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQ0,Direct promise severity baseline,0.5,full,,multiple_expanding_training_sets,318c8bc34d70ae9fb95747bb67a48305e56425245357d3be885a7268aacfd058,composite_fitted_models,6,,3.59792924935,3.60396893874,3.60396893874,0,0,-0.00167865707434,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.60396893874,0.472821397757,-0.0271786022433,6,6.33448375036,7,10.6450963474,10.9247135843,16,random_forest_leaf_weighted_quantile,DQ0,3477,0.472821397757,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQ0,Direct promise severity baseline,0.9,full,,multiple_expanding_training_sets,318c8bc34d70ae9fb95747bb67a48305e56425245357d3be885a7268aacfd058,composite_fitted_models,6,,2.76583261432,2.97172850158,2.97172850158,0,0,-0.0744426420431,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.97172850158,0.857635893011,-0.0423641069888,20,20.8829450676,7,10.6450963474,13.6828282828,24,random_forest_leaf_weighted_quantile,DQ0,3477,0.857635893011,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQB,Promise + both profile blocks,0.5,full,,multiple_expanding_training_sets,bc30829adb8806a781912959b8a8a3bac29167ef0af328aba5a4ceb0df10aca9,composite_fitted_models,6,,3.59792924935,3.60396893874,3.60396893874,0.00458862022185,0.00458862022185,0.00291766586731,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.58743169399,0.455277538108,-0.0447224618924,6,6.07650273224,7,10.6450963474,10.7793030623,17,random_forest_leaf_weighted_quantile,DQB,3477,0.455277538108,DQB-DQ0,DQ0,DQ0,6,True,0.00714874448574,4,True,0.00219154065308,4,True,True,False,True,0.0295212540302,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQB,Promise + both profile blocks,0.9,full,,multiple_expanding_training_sets,bc30829adb8806a781912959b8a8a3bac29167ef0af328aba5a4ceb0df10aca9,composite_fitted_models,6,,2.76583261432,2.97172850158,2.97172850158,0.0490481674683,0.0490481674683,-0.021743199401,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.82597066437,0.845556514236,-0.0544434857636,18,18.6775956284,7,10.6450963474,13.0968342644,20,random_forest_leaf_weighted_quantile,DQB,3477,0.845556514236,DQB-DQ0,DQ0,DQ0,6,True,0.0482986236869,5,True,0.025024656592,4,True,True,False,True,0.0172347055609,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQG,Promise + state-OD profiles,0.5,full,,multiple_expanding_training_sets,a61eb8936bd74b7949996c8ea87b49f154117663f388e0cf9750e090a2d3ab60,composite_fitted_models,6,,3.59792924935,3.60396893874,3.60396893874,-0.0059452557657,-0.0059452557657,-0.00763389288569,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.62539545585,0.443773367846,-0.0562266321542,6,5.88323267184,7,10.6450963474,10.7983453981,17,random_forest_leaf_weighted_quantile,DQG,3477,0.443773367846,DQG-DQ0,DQ0,DQ0,6,True,-0.00395175137805,2,True,-0.00273863255938,3,False,False,True,True,0.0427068073784,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQG,Promise + state-OD profiles,0.9,full,,multiple_expanding_training_sets,a61eb8936bd74b7949996c8ea87b49f154117663f388e0cf9750e090a2d3ab60,composite_fitted_models,6,,2.76583261432,2.97172850158,2.97172850158,0.0221239366284,0.0221239366284,-0.0506717411197,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.90598216854,0.830601092896,-0.0693989071038,18,18.3186655162,7,10.6450963474,12.6247877759,22,random_forest_leaf_weighted_quantile,DQG,3477,0.830601092896,DQG-DQ0,DQ0,DQ0,6,True,0.0115657390639,4,True,-0.00106974430355,3,False,False,True,True,0.0312415009927,False,True,True,False,Not-supported,Not-supported,gain_confined_to_lower_support_orders
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQS,Promise + seller profiles,0.5,full,,multiple_expanding_training_sets,8dd4944df7497b87100291a19d2ea1db106d897d4860737145abcba78afb8905,composite_fitted_models,6,,3.59792924935,3.60396893874,3.60396893874,0.0144042773921,0.0144042773921,0.0127498001599,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.55205637043,0.461029623238,-0.0389703767616,6,6.11791774518,7,10.6450963474,10.7902881537,17,random_forest_leaf_weighted_quantile,DQS,3477,0.461029623238,DQS-DQ0,DQ0,DQ0,6,True,0.0154878362616,6,True,0.0139352724661,6,True,True,False,True,0.0110967628614,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass
aggregate,later_pooled,later_pooled,,random_forest_leaf_weighted_quantile,DQS,Promise + seller profiles,0.9,full,,multiple_expanding_training_sets,8dd4944df7497b87100291a19d2ea1db106d897d4860737145abcba78afb8905,composite_fitted_models,6,,2.76583261432,2.97172850158,2.97172850158,0.0667105403234,0.0667105403234,-0.00276599284585,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.77348288755,0.864538395168,-0.0354616048318,20,19.7863100374,7,10.6450963474,13.7261146497,20,random_forest_leaf_weighted_quantile,DQS,3477,0.864538395168,DQS-DQ0,DQ0,DQ0,6,True,0.0627893466798,6,True,0.0774630498739,6,True,True,False,True,-0.00235824507533,True,False,True,True,Supported,Supported,positive_median_four_months_support_and_coverage_guards_pass
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQ0,Direct promise severity baseline,0.5,full,,multiple_expanding_training_sets,a27c0330acc19da72541ab4386e4c6336ee7f941f2e8b5cd3d56b4a135a4849f,composite_fitted_models,6,,3.59792924935,3.59610223756,3.59610223756,0,0,0.000507795362831,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.59610223756,0.444348576359,-0.0556514236411,6.03000020981,6.03941764919,7,10.6450963474,10.6162628866,16.9699997902,xgboost_quantile,DQ0,3477,0.444348576359,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQ0,Direct promise severity baseline,0.9,full,,multiple_expanding_training_sets,b19434ddd5ef2f8d6516d25860eab2f250e3a3e54eee2fe11ad85f5ba6f572d2,composite_fitted_models,6,,2.76583261432,2.75411993169,2.75411993169,0,0,0.00423477638304,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.75411993169,0.873741731378,-0.0262582686224,20.998254776,20.5642394114,7,10.6450963474,13.9571502486,19.8204814911,xgboost_quantile,DQ0,3477,0.873741731378,DQ0_reference,,,,,,,,,,,,,,,,,,,Reference,Reference,
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQB,Promise + both profile blocks,0.5,full,,multiple_expanding_training_sets,9cfa9e6ca00dd87b36ca868ecba32fa08132ab96fcd8e842a07700539a6a5241,composite_fitted_models,6,,3.59792924935,3.59610223756,3.59610223756,-0.000134960218281,-0.000134960218281,0.000372903676723,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.59658756831,0.443773367846,-0.0562266321542,6.03000020981,6.03761870744,7,10.6450963474,10.607773967,16.9699997902,xgboost_quantile,DQB,3477,0.443773367846,DQB-DQ0,DQ0,DQ0,6,True,-0.000152139854368,2,True,-0.000254464465177,1,False,False,True,True,-0.000880974879912,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQB,Promise + both profile blocks,0.9,full,,multiple_expanding_training_sets,30790a5a5c360129fb0239e9021c603dc14622e7ea81670c3f80bcf5ed276fb7,composite_fitted_models,6,,2.76583261432,2.75411993169,2.75411993169,-0.00283622681374,-0.00283622681374,0.00141056035563,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.76193124049,0.870578084556,-0.0294219154443,20.7799091339,20.3995570297,7,10.6450963474,13.803575431,19.5787906647,xgboost_quantile,DQB,3477,0.870578084556,DQB-DQ0,DQ0,DQ0,6,True,-0.00411813543947,2,True,-0.00385617313606,2,False,False,True,True,0.00161987041037,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQG,Promise + state-OD profiles,0.5,full,,multiple_expanding_training_sets,da39cda1a98c91b5f54ad66509a0e2c6672ac1dc263860b21fbbc21bc585f251,composite_fitted_models,6,,3.59792924935,3.59610223756,3.59610223756,0.000119965337629,0.000119965337629,0.000627699782618,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.59567082995,0.442335346563,-0.0576646534369,6,6.03927960669,7,10.6450963474,10.5772871993,16.9699997902,xgboost_quantile,DQG,3477,0.442335346563,DQG-DQ0,DQ0,DQ0,6,True,1.90782815425e-05,3,True,7.00762099052e-05,3,False,False,True,True,-0.000218394439115,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQG,Promise + state-OD profiles,0.9,full,,multiple_expanding_training_sets,3c952bd803f164d63d8c8caac907ec6f99c06fb164f16958b3929586e1b02d8e,composite_fitted_models,6,,2.76583261432,2.75411993169,2.75411993169,0.00158808124833,0.00158808124833,0.00581613246241,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.74974616547,0.872878918608,-0.027121081392,20.7145729065,20.4516889113,7,10.6450963474,13.9165501875,19.644908905,xgboost_quantile,DQG,3477,0.872878918608,DQG-DQ0,DQ0,DQ0,6,True,-0.00201792974276,2,True,-0.00249204982777,1,False,False,True,True,0.000753012048193,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQS,Promise + seller profiles,0.5,full,,multiple_expanding_training_sets,809c2830cdc43748699a5a0f5dfbb76def9f6a6eb3906385a5413373b479bd60,composite_fitted_models,6,,3.59792924935,3.59610223756,3.59610223756,-9.65721240587e-05,-9.65721240587e-05,0.000411272277649,0.5,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,3.5964495208,0.436870865689,-0.0631291343112,6.03000020981,6.03858502624,7,10.6450963474,10.4766470458,16.9699997902,xgboost_quantile,DQS,3477,0.436870865689,DQS-DQ0,DQ0,DQ0,6,True,7.76680377993e-05,4,True,3.65227418964e-06,3,False,False,True,True,-0.000539956803456,True,False,True,False,Not-supported,Not-supported,gain_confined_to_lower_support_orders
aggregate,later_pooled,later_pooled,,xgboost_quantile,DQS,Promise + seller profiles,0.9,full,,multiple_expanding_training_sets,24cfa5d4861c29f7985755b791bce657dbe4cfdb15a3b9bce2c4f7be952438db,composite_fitted_models,6,,2.76583261432,2.75411993169,2.75411993169,-0.00495868462372,-0.00495868462372,-0.000702909320139,0.9,118782cfc610a9028878d750598e5fe92f9ee67f521716c506bc37135f89b805,3477,2.76777674385,0.867989646247,-0.0320103537532,20.8659038544,20.4589033552,7,10.6450963474,13.532241921,19.7178668976,xgboost_quantile,DQS,3477,0.867989646247,DQS-DQ0,DQ0,DQ0,6,True,-0.00466230145562,0,True,-0.00368460306302,1,False,False,True,True,0.00248138957816,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
