task,block,period,cohort,cohort_month,family,quantile,comparison,candidate_model,model_id,specification,reference_model,representation,support_stratum,median_support,cold_start_share,baseline_pinball_loss,delta_pinball_loss,skill,skill_vs_dq0,order_id_sha256,n_orders,pinball_loss,empirical_coverage,coverage_error,median_prediction,mean_prediction,median_actual,mean_actual,mean_exceedance,p90_absolute_error,model_family,n_obs,coverage,high_support_guard_available,support_ge20_gain_present,high_support_guard,gain_only_low_support,task_evidence,model_family_evidence,candidate_specification,reference_specification,representation_evidence,later_month_count,primary_evidence_available,median_skill,favourable_month_count,high_support_guard_available_evidence,high_support_median_skill,high_support_favourable_month_count,support_ge20_gain_present_evidence,high_support_guard_evidence,gain_only_low_support_evidence,coverage_guard_available,median_absolute_coverage_error_deterioration,coverage_not_materially_worse,coverage_materially_worse,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason
severity,geographic,later,2018-01,2018-01,linear_quantile,0.5,DQG-DQ0,DQG,DQG,DQG,DQ0,full,0-4,3.5,0,1.77795451295,0.0742186514539,-0.0417438415401,-0.0417438415401,a5db2e935078733d857a35ad40fe610881f46845a0cff4472dd70e5062967879,10,1.8521731644,0.4,-0.1,6.44048549162,6.09726940658,7.5,6.9,3.75589743519,6.51287989269,linear_quantile,10,0.4,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.5,DQG-DQ0,DQG,DQG,DQG,DQ0,full,10-19,17,0,5.39961728004,-0.0494263734759,0.00915368088376,0.00915368088376,456378d357bef27d97d1d5b1ac3d6223b29087a43133570b25d0fa8b2d385870,6,5.35019090656,0.166666666667,-0.333333333333,5.86708722614,6.06445383491,10,15.6666666667,12.1815567869,25.6863917479,linear_quantile,6,0.166666666667,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.5,DQG-DQ0,DQG,DQG,DQG,DQ0,full,20+,433.5,0,4.24383490345,-0.0157808275854,0.00371853004286,0.00371853004286,02ddeb31e40ed2b73164f9a9beb44d8ae6505303f2636a763378a36f5583828f,376,4.22805407587,0.449468085106,-0.0505319148936,6.38657748038,6.18165844377,7,11.9015957447,12.8748625367,18.4347975703,linear_quantile,376,0.449468085106,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.5,DQG-DQ0,DQG,DQG,DQG,DQ0,full,5-9,6,0,6.40144465787,0.0677107701792,-0.0105774202228,-0.0105774202228,42c97a8d9414d4259c6e77773bdb572e3331fbba418e1ba95989fdd9d777cabc,9,6.46915542805,0.666666666667,0.166666666667,6.29437735065,6.30134586906,4,14.5555555556,31.7887808139,22.5347391272,linear_quantile,9,0.666666666667,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.5,DQG-DQ0,DQG,DQG,DQG,DQ0,full,cold_start,0,1,2.06428392627,-0.19209064989,0.0930543746649,0.0930543746649,b869a253ed04ceb7fbac6df7cafb09f648872ac28472c7cb9e7acd8041ce0c79,2,1.87219327638,0.5,0,5.81213626143,5.81213626143,9.5,9.5,7.43225029134,6.69467754362,linear_quantile,2,0.5,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00502930204561,3,True,-0.00443833023516,3,False,False,True,True,0.0201086034278,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.9,DQG-DQ0,DQG,DQG,DQG,DQ0,full,0-4,3.5,0,1.25060422251,0.168756653167,-0.134940095459,-0.134940095459,a5db2e935078733d857a35ad40fe610881f46845a0cff4472dd70e5062967879,10,1.41936087568,1,0.1,20.7752082262,21.0936087568,7.5,6.9,0,19.5195645278,linear_quantile,10,1,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.9,DQG-DQ0,DQG,DQG,DQG,DQ0,full,10-19,17,0,4.96393385608,-0.360904364736,0.0727053130036,0.0727053130036,456378d357bef27d97d1d5b1ac3d6223b29087a43133570b25d0fa8b2d385870,6,4.60302949135,0.666666666667,-0.233333333333,20.4448699157,20.1708028767,10,15.6666666667,12.457847611,17.2991834394,linear_quantile,6,0.666666666667,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.9,DQG-DQ0,DQG,DQG,DQG,DQ0,full,20+,433.5,0,3.85886270371,0.0844857296037,-0.0218939454681,-0.0218939454681,02ddeb31e40ed2b73164f9a9beb44d8ae6505303f2636a763378a36f5583828f,376,3.94334843331,0.803191489362,-0.0968085106383,17.5784824846,17.5450310737,7,11.9015957447,17.1689978723,17.6369128758,linear_quantile,376,0.803191489362,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.9,DQG-DQ0,DQG,DQG,DQG,DQ0,full,5-9,6,0,9.04829840031,-0.0189751361003,0.0020970944216,0.0020970944216,42c97a8d9414d4259c6e77773bdb572e3331fbba418e1ba95989fdd9d777cabc,9,9.02932326421,0.888888888889,-0.0111111111111,20.8503460206,21.0760311097,4,14.5555555556,75.3954813792,31.7300350701,linear_quantile,9,0.888888888889,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,geographic,later,2018-01,2018-01,linear_quantile,0.9,DQG-DQ0,DQG,DQG,DQG,DQ0,full,cold_start,0,1,1.32873713276,0.0363152461374,-0.0273306474561,-0.0273306474561,b869a253ed04ceb7fbac6df7cafb09f648872ac28472c7cb9e7acd8041ce0c79,2,1.3650523789,1,0.1,23.150523789,23.150523789,9.5,9.5,0,17.8040303897,linear_quantile,2,1,True,False,False,True,severity,linear_quantile,DQG,DQ0,full,6,True,-0.00250912580818,3,True,-0.00192141993833,3,False,False,True,True,0.00439664202777,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.5,DQS-DQ0,DQS,DQS,DQS,DQ0,full,0-4,3,0,4.18235261484,-0.0504923936976,0.0120727251735,0.0120727251735,f4a99bbeeb1f38f8306c75c811e5af754d8927263f75d1321011a81cb07b07dc,57,4.13186022114,0.368421052632,-0.131578947368,5.94658452711,5.85310982747,8,12.298245614,11.6445111812,18.2440673493,linear_quantile,57,0.368421052632,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.5,DQS-DQ0,DQS,DQS,DQS,DQ0,full,10-19,13.5,0,5.40877968879,-0.00326864514604,0.000604322108519,0.000604322108519,60654bcacc2bf876b516c406cec7b500c387528c18fbc94ebcacb6dde5709d19,46,5.40551104365,0.391304347826,-0.108695652174,5.86809350537,5.92450876518,7,14.0434782609,15.5496359432,25.5088840433,linear_quantile,46,0.391304347826,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.5,DQS-DQ0,DQS,DQS,DQS,DQ0,full,20+,79,0,3.57103039756,0.0495732040158,-0.0138820448153,-0.0138820448153,110c0966398bf1ff34125b1db5df85f70b9dae679c1b992ed7d31c8dd9240763,230,3.62060360157,0.460869565217,-0.0391304347826,5.59501700199,5.55553294846,6,10.3652173913,11.1762301556,15.8410667597,linear_quantile,230,0.460869565217,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.5,DQS-DQ0,DQS,DQS,DQS,DQ0,full,5-9,6.5,0,6.27140339328,0.00478335038917,-0.000762724080912,-0.000762724080912,6d11e655843bfb28f82c80463152bb819412d59b8c2143049b54e4bfce3011cd,42,6.27618674367,0.357142857143,-0.142857142857,5.80191438498,5.7566803799,8,16.0238095238,17.7485020465,17.9075246273,linear_quantile,42,0.357142857143,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.5,DQS-DQ0,DQS,DQS,DQS,DQ0,full,cold_start,0,1,4.8452444141,-0.170312180842,0.0351503796891,0.0351503796891,361b899022adbbfbbffd5b8dd4fe997666d797bf3d48b3ad30bb20961bbd0e73,28,4.67493223326,0.392857142857,-0.107142857143,6.58032750054,6.61873615282,8.5,13.7142857143,13.5432821407,17.6699403613,linear_quantile,28,0.392857142857,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,0.000519832297006,3,True,-0.00279893963735,2,False,False,True,True,0.00107991360691,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.9,DQS-DQ0,DQS,DQS,DQS,DQ0,full,0-4,3,0,3.12705993467,-0.0926175181009,0.0296180821717,0.0296180821717,f4a99bbeeb1f38f8306c75c811e5af754d8927263f75d1321011a81cb07b07dc,57,3.03444241657,0.789473684211,-0.110526315789,18.6077598418,18.5248674166,8,12.298245614,11.4559561225,18.5720322407,linear_quantile,57,0.789473684211,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.9,DQS-DQ0,DQS,DQS,DQS,DQ0,full,10-19,13.5,0,4.99730587116,0.000676941699607,-0.000135461329977,-0.000135461329977,60654bcacc2bf876b516c406cec7b500c387528c18fbc94ebcacb6dde5709d19,46,4.99798281286,0.760869565217,-0.139130434783,19.1938893804,19.2981275581,7,14.0434782609,18.7032566022,19.0092133859,linear_quantile,46,0.760869565217,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.9,DQS-DQ0,DQS,DQS,DQS,DQ0,full,20+,79,0,3.29278660286,0.0169093698573,-0.00513527655956,-0.00513527655956,110c0966398bf1ff34125b1db5df85f70b9dae679c1b992ed7d31c8dd9240763,230,3.30969597271,0.847826086957,-0.0521739130435,17.7422213124,17.8330805161,6,10.3652173913,16.8419777672,17.5511358489,linear_quantile,230,0.847826086957,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.9,DQS-DQ0,DQS,DQS,DQS,DQ0,full,5-9,6.5,0,7.20448972233,-0.0171404368388,0.0023791326658,0.0023791326658,6d11e655843bfb28f82c80463152bb819412d59b8c2143049b54e4bfce3011cd,42,7.18734928549,0.809523809524,-0.0904761904762,18.556324725,18.5438860039,8,16.0238095238,36.4105435968,18.4566306623,linear_quantile,42,0.809523809524,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,seller,later,2018-01,2018-01,linear_quantile,0.9,DQS-DQ0,DQS,DQS,DQS,DQ0,full,cold_start,0,1,3.90236458853,-0.170383004368,0.0436614776766,0.0436614776766,361b899022adbbfbbffd5b8dd4fe997666d797bf3d48b3ad30bb20961bbd0e73,28,3.73198158417,0.857142857143,-0.0428571428571,20.7845044058,20.6533688957,8.5,13.7142857143,21.2665128622,20.9116437919,linear_quantile,28,0.857142857143,True,False,False,True,severity,linear_quantile,DQS,DQ0,full,6,True,-0.00243285667054,1,True,-0.00562775234751,1,False,False,True,True,0,True,False,True,False,Not-supported,Not-supported,nonpositive_median_skill_or_fewer_than_four_favourable_months
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.5,DQB-DQ0,DQB,DQB,DQB,DQ0,full,0-4,3,0,3.93596092288,-0.104721033504,0.0266062177842,0.0266062177842,ef90b7871adf1bfc0810c16a66f6260e92f60e8a70f86e3544b94c7b88bbbbb4,66,3.83123988938,0.363636363636,-0.136363636364,5.87919711755,5.77084805042,8,11.5454545455,10.5577106437,17.0609302515,lognormal_ridge,66,0.363636363636,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.5,DQB-DQ0,DQB,DQB,DQB,DQ0,full,10-19,14,0,5.56759085954,0.0191457913362,-0.00343879279552,-0.00343879279552,7d57ea5dbe675f2f82b138e7cfef14b61b2a5c8d1e21782421a2e6933bfd9a33,47,5.58673665088,0.340425531915,-0.159574468085,5.78201595297,5.85771149735,7,14.7659574468,15.2232387872,25.3562348649,lognormal_ridge,47,0.340425531915,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.5,DQB-DQ0,DQB,DQB,DQB,DQ0,full,20+,76,0,3.61197107616,0.0349407944589,-0.00967360859823,-0.00967360859823,49b2b4d9b1dc1008693677c7b8248aa25320e1ca0edcb6c58146e808d40d0b4c,221,3.64691187062,0.434389140271,-0.0656108597285,5.16611939659,5.24272238949,6,10.3981900452,11.005173595,16.0491172996,lognormal_ridge,221,0.434389140271,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.5,DQB-DQ0,DQB,DQB,DQB,DQ0,full,5-9,6,0,6.5076469581,0.0581516067301,-0.00893588836404,-0.00893588836404,421e097cd023e2d6d0f39e9c63e62c9cbb741d06638ecadd537c18137db69197,40,6.56579856483,0.4,-0.1,5.65125779662,5.67675133101,7,15.925,19.4832048322,18.7201877828,lognormal_ridge,40,0.4,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.5,DQB-DQ0,DQB,DQB,DQB,DQ0,full,cold_start,0,1,4.88038861836,-0.209418760081,0.0429102631895,0.0429102631895,d8ba660be6e25c917a7b732de2cda722c9947400b7606c98b2a69c777de40a8a,29,4.67096985828,0.344827586207,-0.155172413793,6.28776033877,6.53300076548,9,13.6896551724,12.5910323574,17.7237589456,lognormal_ridge,29,0.344827586207,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.9,DQB-DQ0,DQB,DQB,DQB,DQ0,full,0-4,3,0,2.78792704027,-0.130262849233,0.0467239089658,0.0467239089658,ef90b7871adf1bfc0810c16a66f6260e92f60e8a70f86e3544b94c7b88bbbbb4,66,2.65766419104,0.848484848485,-0.0515151515152,21.2832841195,20.8910496131,8,11.5454545455,11.3724909162,21.1460767065,lognormal_ridge,66,0.848484848485,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.9,DQB-DQ0,DQB,DQB,DQB,DQ0,full,10-19,14,0,4.81647687289,-0.089212078818,0.0185222686981,0.0185222686981,7d57ea5dbe675f2f82b138e7cfef14b61b2a5c8d1e21782421a2e6933bfd9a33,47,4.72726479407,0.765957446809,-0.134042553191,20.9314785421,21.2055040162,7,14.7659574468,17.4468705859,21.4339510064,lognormal_ridge,47,0.765957446809,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.9,DQB-DQ0,DQB,DQB,DQB,DQ0,full,20+,76,0,3.30212463445,0.0245357371152,-0.00743028802101,-0.00743028802101,49b2b4d9b1dc1008693677c7b8248aa25320e1ca0edcb6c58146e808d40d0b4c,221,3.32666037156,0.864253393665,-0.0357466063348,18.7018711424,18.9791816713,6,10.3981900452,18.1850675726,19.4110436391,lognormal_ridge,221,0.864253393665,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.9,DQB-DQ0,DQB,DQB,DQB,DQ0,full,5-9,6,0,7.43871086261,-0.0841722713959,0.0113154379772,0.0113154379772,421e097cd023e2d6d0f39e9c63e62c9cbb741d06638ecadd537c18137db69197,40,7.35453859121,0.8,-0.1,20.4581208817,20.550410037,7,15.925,34.4599879376,23.6513294868,lognormal_ridge,40,0.8,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,combined,later,2018-01,2018-01,lognormal_ridge,0.9,DQB-DQ0,DQB,DQB,DQB,DQ0,full,cold_start,0,1,3.71965852024,-0.224116090976,0.0602517918664,0.0602517918664,d8ba660be6e25c917a7b732de2cda722c9947400b7606c98b2a69c777de40a8a,29,3.49554242926,0.896551724138,-0.00344827586207,22.7623240197,23.6501189984,9,13.6896551724,24.1617951178,22.5232566568,lognormal_ridge,29,0.896551724138,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,geographic,later,2018-01,2018-01,lognormal_ridge,0.5,DQG-DQ0,DQG,DQG,DQG,DQ0,full,0-4,3.5,0,1.84149802057,0.0407899685417,-0.022150427579,-0.022150427579,a5db2e935078733d857a35ad40fe610881f46845a0cff4472dd70e5062967879,10,1.88228798911,0.4,-0.1,6.92776611794,6.57648933573,7.5,6.9,3.40673886875,6.72746466345,lognormal_ridge,10,0.4,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
severity,geographic,later,2018-01,2018-01,lognormal_ridge,0.5,DQG-DQ0,DQG,DQG,DQG,DQ0,full,10-19,17,0,5.52053835285,-0.261400999465,0.0473506355282,0.0473506355282,456378d357bef27d97d1d5b1ac3d6223b29087a43133570b25d0fa8b2d385870,6,5.25913735338,0.166666666667,-0.333333333333,6.35595479333,6.48403784087,10,15.6666666667,11.8205421195,25.2749312922,lognormal_ridge,6,0.166666666667,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
