period,cohort_month,cohort,model_family,family,specification,model_id,representation,probability_variant,probability_type,bin,n,positives,prevalence,mean_probability,min_probability,max_probability,absolute_calibration_error,weight,fitted_model_sha256,order_id_sha256,family_label,model_label
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,1,4027,194,0.0481748199652,0.0426791607871,0.0416803397238,0.0441658645868,0.00549565917813,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,2,4027,310,0.0769803824187,0.0464956948734,0.0441658645868,0.0502680800855,0.0304846875453,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,3,4027,601,0.149242612367,0.0505391337803,0.0502680800855,0.0510185994208,0.0987034785863,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,4,4027,693,0.172088403278,0.0519649340356,0.0510185994208,0.0526651442051,0.120123469242,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,5,4027,747,0.185497889248,0.0534478502595,0.0526651442051,0.0566124655306,0.132050038988,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,6,4027,217,0.0538862676931,0.06052692389,0.0566124655306,0.0622408762574,0.00664065619697,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,7,4027,221,0.0548795629501,0.0648134888811,0.0622408762574,0.0706195533276,0.00993392593106,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,8,4027,90,0.0223491432828,0.0719144097889,0.0706195533276,0.07258810848,0.0495652665061,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,9,4027,161,0.0399801340949,0.0739906258901,0.07258810848,0.0752112492919,0.0340104917953,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,10,4027,243,0.0603426868637,0.0767941747757,0.0752112492919,0.0848673582077,0.016451487912,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2,XGBoost,+ Seller
