period,cohort,cohort_month,origin,family,model_id,model_name,representation,probability_type,probability_variant,calibration_method,n_train,train_order_id_sha256,fitted_model_sha256,model_hash_type,n_orders,n_events,prevalence,log_loss,brier,average_precision,roc_auc,top_5pct_lift,top_10pct_lift,top_10pct_recall,calibration_intercept,calibration_slope,wace,calibration_invalid_reason,order_id_sha256,model_family,specification,n_obs,brier_score,top10_lift,comparison,candidate_model,reference_model,ablation_id,reference_fitted_model_sha256,delta_log_loss,delta_brier,delta_brier_score,both_improved_month_count
later,2018-02,2018-02,2018-02-01,xgboost,DPG,Promise + geographic profiles,full,raw,raw,none,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,22c8a81d99fa25cff298ca3ff2f9a92ae0baf56e645498926b0d51e2e2c125c7,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.460562722662,0.128957047135,0.186054471257,0.61631738141,0.690617921298,1.03592688195,0.103671706263,1.54969779077,1.16202603362,0.0901830080462,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,xgboost,DPG,6555,0.128957047135,1.03592688195,DPG-DP0,DPG,DP0,DPG_full,d73b829acd99738a4439a9617c00d6c1853264dafc0ddc6eba6af6485003e07a,-0.00291412920965,-0.000317567741613,-0.000317567741613,
later,2018-02,2018-02,2018-02-01,xgboost,DPG,Promise + geographic profiles,metadata_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,69b7efd756da90c81ea5c7b467f1572e0520ecfa72fe7b0d765d20e72ce78df6,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.464970413714,0.129406007524,0.152459461647,0.542236631729,0.712199731339,0.874063306643,0.0874730021598,0.887680969758,0.920768059124,0.0902506598619,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,xgboost,DPG,6555,0.129406007524,0.874063306643,DPG-DP0,DPG,DP0,DPG_metadata_only,d73b829acd99738a4439a9617c00d6c1853264dafc0ddc6eba6af6485003e07a,0.00149356184292,0.000131392647298,0.000131392647298,
later,2018-02,2018-02,2018-02-01,xgboost,DPG,Promise + geographic profiles,score_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,20b3926d3d20a288f493178d24628650e66789b60abbee656ac93cc4a8e9ff0f,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.459097681645,0.128828890203,0.278727123364,0.704830968292,2.87038073539,2.75168078017,0.275377969762,34.996806285,12.7416588438,0.0917452416081,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,xgboost,DPG,6555,0.128828890203,2.75168078017,DPG-DP0,DPG,DP0,DPG_score_only,d73b829acd99738a4439a9617c00d6c1853264dafc0ddc6eba6af6485003e07a,-0.00437917022659,-0.000445724673915,-0.000445724673915,
later,2018-02,2018-02,2018-02-01,xgboost,DPS,Promise + seller profiles,full,raw,raw,none,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,6ad94722b36420097ace54122da3591d30c5c5a0e2c5889821b8dddd183b6440,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.463266020772,0.12924650125,0.156522583646,0.538204078156,1.18699955223,1.14383593215,0.114470842333,7.10406798481,3.06674775246,0.0894069512941,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,xgboost,DPS,6555,0.12924650125,1.14383593215,DPS-DP0,DPS,DP0,DPS_full,d73b829acd99738a4439a9617c00d6c1853264dafc0ddc6eba6af6485003e07a,-0.000210831099065,-2.8113626589e-05,-2.8113626589e-05,
later,2018-02,2018-02,2018-02-01,xgboost,DPS,Promise + seller profiles,metadata_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,93c2b8bc115150bf08efdd7e4ece6176b9ed2e2aa4662da7e52085c597295a31,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.463449858671,0.129267042212,0.162213530746,0.540778201592,1.33807222251,1.46756308276,0.14686825054,11.1808879095,4.46654192072,0.0895280915599,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,xgboost,DPS,6555,0.129267042212,1.46756308276,DPS-DP0,DPS,DP0,DPS_metadata_only,d73b829acd99738a4439a9617c00d6c1853264dafc0ddc6eba6af6485003e07a,-2.6993200369e-05,-7.5726650503e-06,-7.5726650503e-06,
later,2018-02,2018-02,2018-02-01,xgboost,DPS,Promise + seller profiles,score_only,raw,raw,,42578,a51820ff53f7771f9c44ce45be1dcb2d238a8e28dccc88b566859c028e0e982b,addb5f102f28d9cd1f3c140b51bca6a3a4502b782760d80f1388829d22e93c69,sha256_pickle_protocol_5_fitted_wrapper,6555,926,0.141266209001,0.462937672049,0.129216600237,0.155111265793,0.541848235016,1.16541774219,1.15462683717,0.11555075594,7.68267108596,3.27054058664,0.0892035851927,,02786257f3541e7684cbb92ee3533cd5479cfac0aa39a1f4199a4465c8ee2f98,xgboost,DPS,6555,0.129216600237,1.15462683717,DPS-DP0,DPS,DP0,DPS_score_only,d73b829acd99738a4439a9617c00d6c1853264dafc0ddc6eba6af6485003e07a,-0.000539179821878,-5.80146400321e-05,-5.80146400321e-05,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPB,Promise + both profile blocks,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,00ecd74f4678f94279a4064ce5804b89ed5efb257549258f93e6483fab5f789c,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.493713225822,0.154001007496,0.362117653461,0.712333607558,2.56906472042,2.36209674647,0.236445783133,1.44061490281,1.24274486627,0.0994453559667,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPB,7003,0.154001007496,2.36209674647,DPB-DP0,DPB,DP0,DPB_full,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.109133636956,-0.0185032282085,-0.0185032282085,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPB,Promise + both profile blocks,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,11994891f6002e91a7539bac220a21ae9805aef8de9cb303d183e3caad5b2c0e,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.580611184125,0.16902332664,0.231965148176,0.548406400934,1.56247211066,1.44433941186,0.144578313253,0.10940075778,0.564675605312,0.128253625892,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPB,7003,0.16902332664,1.44433941186,DPB-DP0,DPB,DP0,DPB_metadata_only,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.0222356786527,-0.00348090906453,-0.00348090906453,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPB,Promise + both profile blocks,score_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,fe0c035e9d8b3ee979706cc9ccdbfcf2266a5b1b20cf32bf662593ebc9112b38,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.497966457494,0.154858301516,0.352642069204,0.707730216018,2.37375570659,2.22668992661,0.222891566265,1.37133105961,1.19545394862,0.101732964553,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPB,7003,0.154858301516,2.22668992661,DPB-DP0,DPB,DP0,DPB_score_only,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.104880405284,-0.0176459341887,-0.0176459341887,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPG,Promise + geographic profiles,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,4e87445cc12e7fa0e2fe82c7cfb155af1f47389e6d118c53e297abc401347be5,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.505028071159,0.157001531732,0.375259682741,0.7163465315,2.82446881543,2.4222775553,0.242469879518,2.17314759364,1.50696756407,0.107736286282,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPG,7003,0.157001531732,2.4222775553,DPG-DP0,DPG,DP0,DPG_full,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.0978187916187,-0.0155027039732,-0.0155027039732,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPG,Promise + geographic profiles,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,8dc64044ef0f361fe511e211d76ba6822f4a4a6e66fb380e78a2fcae2a8fd02c,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.586755615897,0.170383485912,0.221939127846,0.543881428799,1.38218686713,1.27131958648,0.127259036145,0.868535706011,0.826969765393,0.131983957229,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPG,7003,0.170383485912,1.27131958648,DPG-DP0,DPG,DP0,DPG_metadata_only,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.0160912468805,-0.0021207497924,-0.0021207497924,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPG,Promise + geographic profiles,score_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,10d5b022f0aed900cef5c76606a29648ae46a1125820856e9e31ade025e45b51,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.511089328996,0.158111134815,0.370370380848,0.714837986306,2.65920734219,2.36961934758,0.237198795181,2.1217043238,1.44957695583,0.112241918709,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPG,7003,0.158111134815,2.36961934758,DPG-DP0,DPG,DP0,DPG_score_only,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.0917575337814,-0.0143931008901,-0.0143931008901,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPS,Promise + seller profiles,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,996acd971bf78b1f76d43b63482c3a11619744aea3fcb1f886fdbd1a83a7a927,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.594881367986,0.17127988616,0.198476323106,0.513227933761,1.29204424536,1.0982997611,0.109939759036,-0.791714249313,0.23297664555,0.13283169181,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPS,7003,0.17127988616,1.0982997611,DPS-DP0,DPS,DP0,DPS_full,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.00796549479204,-0.00122434954503,-0.00122434954503,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPS,Promise + seller profiles,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,8028194b1524eba6e28cd9cd82edca054e985a9d9eb9db69edf23bfcf171406a,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.598399569878,0.171700573441,0.195619905108,0.50233831803,1.29204424536,1.15848056993,0.115963855422,-1.02504370185,0.149518995883,0.134172122963,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPS,7003,0.171700573441,1.15848056993,DPS-DP0,DPS,DP0,DPS_metadata_only,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.0044472928995,-0.000803662264184,-0.000803662264184,
later,2018-03,2018-03,2018-03-01,logistic_l2,DPS,Promise + seller profiles,score_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,ec415feb929acc6ad69db7fd711e19561076337824aa9a534ce099c37af0a63c,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.595411608245,0.171460934697,0.189516469492,0.51099875272,0.961521298871,1.07573195779,0.107680722892,-1.2953473484,0.0555258184917,0.132089658975,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,logistic_l2,DPS,7003,0.171460934697,1.07573195779,DPS-DP0,DPS,DP0,DPS_score_only,22cf12e9c037f6ca71efb154eb3124f6d687e79288f677cd471c943964943d7d,-0.00743525453218,-0.00104330100787,-0.00104330100787,
later,2018-03,2018-03,2018-03-01,xgboost,DPB,Promise + both profile blocks,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.597537168703,0.171966246803,0.302727681785,0.696212913327,1.68266227302,1.71515305158,0.171686746988,44.843016524,16.07175373,0.136975588936,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPB,7003,0.171966246803,1.71515305158,DPB-DP0,DPB,DP0,DPB_full,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,-0.00555864156153,-0.000565662126017,-0.000565662126017,
later,2018-03,2018-03,2018-03-01,xgboost,DPB,Promise + both profile blocks,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,fc4e0bb38554c53420597eb60e6a51a90eb02cc489e579b921656269e0eea00e,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.604647108743,0.172682221055,0.23850845897,0.614388169418,0.976545069166,1.15848056993,0.115963855422,35.881856519,12.7861784154,0.138665162246,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPB,7003,0.172682221055,1.15848056993,DPB-DP0,DPB,DP0,DPB_metadata_only,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,0.00155129847778,0.000150312125867,0.000150312125867,
later,2018-03,2018-03,2018-03-01,xgboost,DPB,Promise + both profile blocks,score_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,c610155423abe0fac0a976c7e3d021822d0db8429c521dea53f85c36867d4721,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.592420376385,0.171419082128,0.288798174737,0.679426649329,1.71270981361,1.79790166372,0.179969879518,22.2615445626,8.3115141097,0.135642761552,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPB,7003,0.171419082128,1.79790166372,DPB-DP0,DPB,DP0,DPB_score_only,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,-0.0106754338795,-0.00111282680052,-0.00111282680052,
later,2018-03,2018-03,2018-03-01,xgboost,DPG,Promise + geographic profiles,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.598422839017,0.172053113302,0.298666608285,0.679592311979,1.65261473243,1.66249484385,0.166415662651,36.1028548643,13.0055792711,0.13737400315,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPG,7003,0.172053113302,1.66249484385,DPG-DP0,DPG,DP0,DPG_full,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,-0.0046729712475,-0.000478795626833,-0.000478795626833,
later,2018-03,2018-03,2018-03-01,xgboost,DPG,Promise + geographic profiles,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,92dc2f3c7d8a96ac19d22ea8e37712e372f0bc4dfa429d38cce5cf3bc1e21585,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.605344964694,0.17274548923,0.228389433036,0.591680975001,0.931473758281,1.12839016551,0.112951807229,21.4752760937,7.83734241534,0.138917897214,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPG,7003,0.17274548923,1.12839016551,DPG-DP0,DPG,DP0,DPG_metadata_only,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,0.0022491544294,0.000213580301593,0.000213580301593,
later,2018-03,2018-03,2018-03-01,xgboost,DPG,Promise + geographic profiles,score_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,40e1a837d274d81256032b96ce0c3c77dfaebcde41356d46ba3c39a43c9e1abe,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.596993964887,0.171910034473,0.29120537622,0.68210750491,0.99156883946,1.52708802399,0.152861445783,18.1644435576,6.81711363039,0.13666805431,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPG,7003,0.171910034473,1.52708802399,DPG-DP0,DPG,DP0,DPG_score_only,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,-0.00610184537738,-0.000621874455801,-0.000621874455801,
later,2018-03,2018-03,2018-03-01,xgboost,DPS,Promise + seller profiles,full,raw,raw,none,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.602099737553,0.172420781345,0.219553811812,0.557579149196,1.27702047506,1.12839016551,0.112951807229,10.9456532061,4.28128233598,0.137343815021,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPS,7003,0.172420781345,1.12839016551,DPS-DP0,DPS,DP0,DPS_full,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,-0.000996072712191,-0.000111127583614,-0.000111127583614,
later,2018-03,2018-03,2018-03-01,xgboost,DPS,Promise + seller profiles,metadata_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,41b085a6be6a388679e5cc635290032f8322be7d800b88cf5cb260a1b56a7661,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.603547971724,0.172569292135,0.205607433369,0.531732723847,1.05166392064,1.12086756441,0.112198795181,5.45736719508,2.3805148673,0.137625239103,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPS,7003,0.172569292135,1.12086756441,DPS-DP0,DPS,DP0,DPS_metadata_only,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,0.000452161459491,3.73832063512e-05,3.73832063512e-05,
later,2018-03,2018-03,2018-03-01,xgboost,DPS,Promise + seller profiles,score_only,raw,raw,,48428,0e3212d395457178a073ebc728d0c7ab83077476c2a4307bc15f4df202380809,b6ddd521ece203d541d224ca1dd6c71da2affc68eccb3e21aba5ec59f0823caa,sha256_pickle_protocol_5_fitted_wrapper,7003,1328,0.189633014422,0.602140576932,0.172432561498,0.208323982591,0.552948290961,0.826307366217,1.00802854786,0.100903614458,9.33807956252,3.72850764409,0.137229801207,,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,xgboost,DPS,7003,0.172432561498,1.00802854786,DPS-DP0,DPS,DP0,DPS_score_only,79c5a2f1cade524e958f369549b205b1a45b0631b789d48296a39bef69e8d9a2,-0.000955233333023,-9.93474307928e-05,-9.93474307928e-05,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPB,Promise + both profile blocks,full,raw,raw,none,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.181715131767,0.0431854972473,0.146774692883,0.763400605673,4.83517877739,3.52837370242,0.352941176471,0.0595849103878,1.43432363434,0.0470679722356,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPB,6798,0.0431854972473,3.52837370242,DPB-DP0,DPB,DP0,DPB_full,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.00473461283712,-0.000109739997025,-0.000109739997025,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPB,Promise + both profile blocks,metadata_only,raw,raw,,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,4cd590d7b6e20ba65ae030ca11765fde34e1cf2c0202c631be6946061f0887a9,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.182382722572,0.0428692600541,0.0858534910604,0.634704754771,3.07099192618,2.45025951557,0.245098039216,0.435586963543,1.32914347125,0.0210336715145,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPB,6798,0.0428692600541,2.45025951557,DPB-DP0,DPB,DP0,DPB_metadata_only,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.00406702203241,-0.000425977190286,-0.000425977190286,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPB,Promise + both profile blocks,score_only,raw,raw,,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,ec3f81b3bf51fb752c527638ded47298092f24e560b5a8f8fe8b1dafceeeeebd,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.177601271305,0.0424364082193,0.15902025324,0.780954638993,4.7044982699,3.62638408304,0.362745098039,0.294794735439,1.52990406436,0.043804747529,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPB,6798,0.0424364082193,3.62638408304,DPB-DP0,DPB,DP0,DPB_score_only,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.00884847329939,-0.000858829025046,-0.000858829025046,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPG,Promise + geographic profiles,full,raw,raw,none,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,46310058a0a9aadd218522726b8446925c75c0030bc8b5acaa9ef01f5abbb15a,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.184709492915,0.0435842107462,0.136126933977,0.745300903274,3.92041522491,3.39769319493,0.339869281046,0.176945124814,1.48199747204,0.0474331401207,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPG,6798,0.0435842107462,3.39769319493,DPG-DP0,DPG,DP0,DPG_full,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.00174025168947,0.000288973501816,0.000288973501816,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPG,Promise + geographic profiles,metadata_only,raw,raw,,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,ca616db13ea7238861ca70ffcd78ad74254549a151d33116b135bda01984cebf,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.184233871812,0.0430511287507,0.082277006226,0.63266957019,3.07099192618,2.38491926182,0.238562091503,1.63307995028,1.7915394618,0.0236054074484,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPG,6798,0.0430511287507,2.38491926182,DPG-DP0,DPG,DP0,DPG_metadata_only,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.0022158727924,-0.000244108493644,-0.000244108493644,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPG,Promise + geographic profiles,score_only,raw,raw,,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,79de5fa7aca279c6e7cb069d1f3ae640ab5bcf240a0d4644dc45b5670bb630c3,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.178522569475,0.0423019752046,0.188868143094,0.765103052928,4.96585928489,3.75706459054,0.375816993464,0.63653301106,1.66571148742,0.0419558328969,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPG,6798,0.0423019752046,3.75706459054,DPG-DP0,DPG,DP0,DPG_score_only,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.00792717512971,-0.000993262039734,-0.000993262039734,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPS,Promise + seller profiles,full,raw,raw,none,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,32e5da99683cdab1f14f37d587aeecf158ffc9b319e27e612f842a71fc1e8c3b,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.185967666187,0.0432366894109,0.0709679755633,0.533180103013,1.69884659746,1.17612456747,0.117647058824,-1.04404107049,0.744005738886,0.0193555581281,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPS,6798,0.0432366894109,1.17612456747,DPS-DP0,DPS,DP0,DPS_full,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.000482078417696,-5.85478334962e-05,-5.85478334962e-05,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPS,Promise + seller profiles,metadata_only,raw,raw,,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,21201f2be61dca4c7ca2088a5dc7bf85e39108cebc9240c59249e783a07bee92,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.185827082754,0.0432050759503,0.0750595307363,0.513138845598,1.76418685121,1.37214532872,0.137254901961,-1.1161008091,0.71198126948,0.0176229126121,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPS,6798,0.0432050759503,1.37214532872,DPS-DP0,DPS,DP0,DPS_metadata_only,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.000622661850139,-9.01612940298e-05,-9.01612940298e-05,
later,2018-04,2018-04,2018-04-01,logistic_l2,DPS,Promise + seller profiles,score_only,raw,raw,,55252,4b412a638b1385505cf90636e7df36a90b8c5117a3e28705ec46d4040550ed76,905978192326126d970e5d2e1dab677bed8a24d315a7889457eea48e0d4879d3,sha256_pickle_protocol_5_fitted_wrapper,6798,306,0.045013239188,0.186003990569,0.0432569088307,0.0728253358617,0.540620129752,1.69884659746,1.40481545559,0.140522875817,-0.868516537766,0.81178750042,0.0185945493804,,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,logistic_l2,DPS,6798,0.0432569088307,1.40481545559,DPS-DP0,DPS,DP0,DPS_score_only,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,-0.000445754035924,-3.83284136182e-05,-3.83284136182e-05,
