task,outcome,period,cohort,cohort_month,family,model_family,model_id,specification,representation,quantile,probability_type,metric,estimate,n_orders,n_obs,n_events,order_id_sha256,fitted_model_sha256,evidence_status,evidence_label,mapping_status,median_support
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,calibration_slope,1.33275374832,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Supported,Supported,,
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,delta_brier,4.25089211026e-06,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Supported,Supported,,
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,delta_log_loss,3.61881343718e-05,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Supported,Supported,,
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,log_loss,0.197594904007,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Supported,Supported,,
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,roc_auc,0.493500040388,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Supported,Supported,,
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,top_10pct_lift,1.26425581664,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Supported,Supported,,
breach,breach_probability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS,DPS,full,,calibrated,wace,0.0263794319225,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,1eb5b5c6ba4c7472fd65242a3e52157db43ff33dacf5102283e826bfef2b22dd,Supported,Supported,,
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,R1,R1,audit,,,mapping_share_mapped_cold_start,0.00479731350444,60,60,1,86d68ec32f134976ab9a02bfbc2a27278ccd3e91f927f84d764e6fb80b0fe578,not_applicable,Audit only,Audit only,mapped_cold_start,0
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,R1,R1,audit,,,mapping_share_seen,0.995202686496,12447,12447,600,d10935f06ed6dedd9f1937563aeeb23e51e27b28696255e9d4ecda8261f80606,not_applicable,Audit only,Audit only,seen,747
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,R2,R2,audit,,,mapping_share_mapped_cold_start,0.00479731350444,60,60,1,86d68ec32f134976ab9a02bfbc2a27278ccd3e91f927f84d764e6fb80b0fe578,not_applicable,Audit only,Audit only,mapped_cold_start,0
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,R2,R2,audit,,,mapping_share_seen,0.995202686496,12447,12447,600,d10935f06ed6dedd9f1937563aeeb23e51e27b28696255e9d4ecda8261f80606,not_applicable,Audit only,Audit only,seen,747
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,S1,S1,audit,,,mapping_share_mapped_cold_start,0.0819541057008,1025,1025,45,c51653976b4f03c33ddee8c49ef2b056b371db9ab79db526b756f6b45af8b0fa,not_applicable,Audit only,Audit only,mapped_cold_start,0
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,S1,S1,audit,,,mapping_share_seen,0.918045894299,11482,11482,556,f2e419b3ce621a69f1d52136c722da85e5c741c1366266a567344daab7414e59,not_applicable,Audit only,Audit only,seen,28
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,S2,S2,audit,,,mapping_share_mapped_cold_start,0.0491724634205,615,615,31,e818cb95dbaa57db24940aa88d75ffb49d47296adaf2b1fa8f24ed644730bca8,not_applicable,Audit only,Audit only,mapped_cold_start,0
profile_availability,profile_label_availability,terminal,2018-07_to_2018-08,2018-07_to_2018-08,profile,profile,S2,S2,audit,,,mapping_share_seen,0.95082753658,11892,11892,570,3ed6c9e84dc609ed9ac2ebd6f101b647c8b95c4ab18fbec56c326ec6c7ab8cd0,not_applicable,Audit only,Audit only,seen,27
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,breach_prevalence,0.0480530902694,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,Terminal stress only,,
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,mean_positive_lateness_days,5.80532445923,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,Terminal stress only,,
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,median_positive_lateness_days,4,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,Terminal stress only,,
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,n_breaches,601,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,Terminal stress only,,
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,n_orders,12507,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,Terminal stress only,,
regime_context,terminal_regime_context,terminal,2018-07_to_2018-08,2018-07_to_2018-08,all,all,REGIME_CONTEXT,REGIME_CONTEXT,not_applicable,,,q90_positive_lateness_days,12,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,not_applicable,Terminal stress only,Terminal stress only,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,coverage,0.637271214642,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,coverage_error,0.137271214642,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,empirical_coverage,0.637271214642,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,pinball_loss,1.97164896785,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,pinball_skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,,skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,4738842bd2f70815dba98b4021ea561933ed34e251ac1c9bc675b9ebb2632e0d,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,coverage_error,0.0600665557404,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,empirical_coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,pinball_loss,1.87852384584,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,pinball_skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,,skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,8181c0d7b1cd843fecf239930f2645a54f3ffe0037adccb8859d678f5f641cbc,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,coverage,0.594009983361,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,coverage_error,0.0940099833611,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,empirical_coverage,0.594009983361,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,pinball_loss,1.92567210567,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,pinball_skill,0.0233189898057,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.5,,skill,0.0233189898057,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,1f6914d09231f8c9c06ce6f41e6f179134ebf7bd005f5350c42b2fa2d465d22b,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.9,,coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7a7d05d79de055267a3f48c9d20d60801b0ca799b67b0c77a7be941186e963ef,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.9,,coverage_error,0.0600665557404,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7a7d05d79de055267a3f48c9d20d60801b0ca799b67b0c77a7be941186e963ef,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.9,,empirical_coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7a7d05d79de055267a3f48c9d20d60801b0ca799b67b0c77a7be941186e963ef,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.9,,pinball_loss,1.82670924838,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7a7d05d79de055267a3f48c9d20d60801b0ca799b67b0c77a7be941186e963ef,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.9,,pinball_skill,0.0275826136427,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7a7d05d79de055267a3f48c9d20d60801b0ca799b67b0c77a7be941186e963ef,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQB,DQB,full,0.9,,skill,0.0275826136427,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,7a7d05d79de055267a3f48c9d20d60801b0ca799b67b0c77a7be941186e963ef,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.5,,coverage,0.594009983361,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6bd6d88cad9fe5ca8f13a1dce04e3982341d8da64673044c6edcb8f568a5aea3,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.5,,coverage_error,0.0940099833611,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6bd6d88cad9fe5ca8f13a1dce04e3982341d8da64673044c6edcb8f568a5aea3,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.5,,empirical_coverage,0.594009983361,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6bd6d88cad9fe5ca8f13a1dce04e3982341d8da64673044c6edcb8f568a5aea3,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.5,,pinball_loss,1.92064578498,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6bd6d88cad9fe5ca8f13a1dce04e3982341d8da64673044c6edcb8f568a5aea3,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.5,,pinball_skill,0.0258682877663,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6bd6d88cad9fe5ca8f13a1dce04e3982341d8da64673044c6edcb8f568a5aea3,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.5,,skill,0.0258682877663,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6bd6d88cad9fe5ca8f13a1dce04e3982341d8da64673044c6edcb8f568a5aea3,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.9,,coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,3c07ce2c93b702361b57ceeaeca5509e47962beb982d4ece0263ad9125d4ff94,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.9,,coverage_error,0.0600665557404,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,3c07ce2c93b702361b57ceeaeca5509e47962beb982d4ece0263ad9125d4ff94,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.9,,empirical_coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,3c07ce2c93b702361b57ceeaeca5509e47962beb982d4ece0263ad9125d4ff94,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.9,,pinball_loss,1.80912821911,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,3c07ce2c93b702361b57ceeaeca5509e47962beb982d4ece0263ad9125d4ff94,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.9,,pinball_skill,0.0369415735021,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,3c07ce2c93b702361b57ceeaeca5509e47962beb982d4ece0263ad9125d4ff94,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQG,DQG,full,0.9,,skill,0.0369415735021,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,3c07ce2c93b702361b57ceeaeca5509e47962beb982d4ece0263ad9125d4ff94,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.5,,coverage,0.630615640599,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,f8ae71e5018ed31e8df6172e9f8f4d2509c25a77bb36ff13bd0d23269366e588,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.5,,coverage_error,0.130615640599,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,f8ae71e5018ed31e8df6172e9f8f4d2509c25a77bb36ff13bd0d23269366e588,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.5,,empirical_coverage,0.630615640599,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,f8ae71e5018ed31e8df6172e9f8f4d2509c25a77bb36ff13bd0d23269366e588,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.5,,pinball_loss,1.98950790465,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,f8ae71e5018ed31e8df6172e9f8f4d2509c25a77bb36ff13bd0d23269366e588,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.5,,pinball_skill,-0.00905786835776,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,f8ae71e5018ed31e8df6172e9f8f4d2509c25a77bb36ff13bd0d23269366e588,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.5,,skill,-0.00905786835776,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,f8ae71e5018ed31e8df6172e9f8f4d2509c25a77bb36ff13bd0d23269366e588,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.9,,coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9cf855b6e05f60442a8143ae082abf16c1e30f66122351fc6cab23aa23fd30f1,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.9,,coverage_error,0.0600665557404,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9cf855b6e05f60442a8143ae082abf16c1e30f66122351fc6cab23aa23fd30f1,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.9,,empirical_coverage,0.96006655574,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9cf855b6e05f60442a8143ae082abf16c1e30f66122351fc6cab23aa23fd30f1,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.9,,pinball_loss,1.88323489553,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9cf855b6e05f60442a8143ae082abf16c1e30f66122351fc6cab23aa23fd30f1,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.9,,pinball_skill,-0.00250784662868,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9cf855b6e05f60442a8143ae082abf16c1e30f66122351fc6cab23aa23fd30f1,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,linear_quantile,linear_quantile,DQS,DQS,full,0.9,,skill,-0.00250784662868,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,9cf855b6e05f60442a8143ae082abf16c1e30f66122351fc6cab23aa23fd30f1,Not-supported,Not-supported,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,,coverage,0.737104825291,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6741e46ab24e6120859af849486485248dd765d7eac7921cbb1ac5d4cda4140c,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,,coverage_error,0.237104825291,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6741e46ab24e6120859af849486485248dd765d7eac7921cbb1ac5d4cda4140c,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,,empirical_coverage,0.737104825291,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6741e46ab24e6120859af849486485248dd765d7eac7921cbb1ac5d4cda4140c,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,,pinball_loss,2.35211311997,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6741e46ab24e6120859af849486485248dd765d7eac7921cbb1ac5d4cda4140c,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,,pinball_skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6741e46ab24e6120859af849486485248dd765d7eac7921cbb1ac5d4cda4140c,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,,skill,0,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,6741e46ab24e6120859af849486485248dd765d7eac7921cbb1ac5d4cda4140c,Reference,Reference,,
severity,conditional_positive_lateness,terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,,coverage,0.963394342762,601,601,601,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,2cf6f37e498c5b3fb2c36704adbee56146ce2d20a2d9aaf7fc244585d9963edf,Reference,Reference,,
