period,cohort,cohort_month,family,model_family,comparison,candidate_model,candidate_specification,reference_model,reference_specification,representation,probability_type,probability_variant,n_orders,n_obs,n_events,order_id_sha256,paired_order_id_sha256,delta_log_loss,delta_brier,delta_brier_score,delta_average_precision,delta_roc_auc,delta_top_10pct_lift,delta_top10_lift,delta_calibration_intercept,delta_calibration_slope,is_pooled,replicates,valid_replicates,n_blocks,delta_log_loss_lower,delta_log_loss_upper,delta_brier_lower,delta_brier_upper,invalid_reason,task,model_family_evidence,candidate_specification_evidence,reference_specification_evidence,representation_evidence,later_month_count,primary_evidence_available,median_delta_log_loss,median_delta_brier,both_improved_month_count,high_support_guard_available,high_support_median_delta_log_loss,high_support_median_delta_brier,high_support_material_reversal,high_support_no_material_reversal,calibration_guard_available,median_delta_wace,median_delta_absolute_calibration_slope_error,calibration_not_systematically_worse,calibration_systematically_worse,score_guard_available,score_only_median_delta_log_loss,full_beats_metadata_log_loss,full_no_metadata_brier_worsening,score_contributes,benefit_not_metadata_only,all_guards_available,all_guards_pass,evidence_status,evidence_label,evidence_reason
later,2018-03,2018-03,xgboost,xgboost,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,7003,7003,1328,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828,-0.000996072712191,-0.000111127583614,-0.000111127583614,-0.0122269697056,-0.0467730614086,-0.0977938143444,-0.0977938143444,-15.2101740764,-5.23242980415,False,500,500,5,-0.00203647606086,-0.000173571899859,-0.000223075751892,-2.30865010545e-05,,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6798,6798,306,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,-0.00473461283712,-0.000109739997025,-0.000109739997025,0.106669656585,0.298157561443,2.94031141869,2.94031141869,13.5796575618,5.28271138793,False,500,500,6,-0.0217918974614,0.00765071952389,-0.00384318068188,0.00250363678772,,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-04,2018-04,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6798,6798,306,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,-0.00174025168947,0.000288973501816,0.000288973501816,0.0960218976784,0.280057859044,2.80963091119,2.80963091119,13.6970177762,5.33038522563,False,500,500,6,-0.0188188817419,0.00952140615368,-0.00314743715941,0.00258641839445,,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
later,2018-04,2018-04,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6798,6798,306,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,-0.000482078417696,-5.85478334962e-05,-5.85478334962e-05,0.030862939265,0.0679370587833,0.588062283737,0.588062283737,12.4760315809,4.59239349248,False,500,500,6,-0.00267232520373,0.00163312549611,-0.000396407806066,0.00029732864485,,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-04,2018-04,xgboost,xgboost,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6798,6798,306,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,0.000172760282503,2.09491452797e-05,2.09491452797e-05,0.0293852946978,0.158089493756,0.45738177624,0.45738177624,16.8183816721,6.33988656242,False,500,500,6,-0.000710188546931,0.000812087319103,-8.61939731957e-05,9.72352368036e-05,,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-04,2018-04,xgboost,xgboost,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6798,6798,306,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,0.000525451076524,6.53930247894e-05,6.53930247894e-05,0.00758722987797,0.00720016390208,-0.294031141869,-0.294031141869,3.45155842406,1.33668710564,False,500,500,6,-0.000561235090505,0.00132587858726,-6.68185397183e-05,0.000164178264465,,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-04,2018-04,xgboost,xgboost,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6798,6798,306,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b,-5.17970427999e-05,-5.91686487356e-06,-5.91686487356e-06,0.00732688242116,0.0245614008594,0.0326701268743,0.0326701268743,5.7276105806,2.11583003234,False,500,500,6,-0.000314832894303,0.00021675526948,-3.75584920512e-05,2.57911607877e-05,,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-05,2018-05,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6749,6749,443,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,-0.00387395886583,0.00186265415232,0.00186265415232,0.0746791979479,0.119012026956,2.0087317114,2.0087317114,-20.0569518898,-7.9017294752,False,500,500,5,-0.0284216950276,0.0144919593471,-0.00436520358297,0.00663864212472,,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-05,2018-05,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6749,6749,443,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,0.00318357218684,0.00331364494838,0.00331364494838,0.061619574976,0.0985077095231,2.03130173062,2.03130173062,-20.1997567947,-7.95499580386,False,500,500,5,-0.0235255468215,0.02302230307,-0.00318378193856,0.00848738856856,,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
later,2018-05,2018-05,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6749,6749,443,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,-0.00131685528265,-0.000147207354828,-0.000147207354828,0.00533586206512,-0.0276453898577,0.654530557646,0.654530557646,-19.4180605886,-7.80106662583,False,500,500,5,-0.00457769340253,0.00194266468736,-0.000495638784097,0.000249642469249,,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-05,2018-05,xgboost,xgboost,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6749,6749,443,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,-0.00278828623472,-0.000432927774284,-0.000432927774284,0.0456749156829,0.0841278398372,1.2413510576,1.2413510576,-6.13777638969,-2.31126816071,False,500,500,5,-0.00591159097586,0.000167956238359,-0.000918657522631,1.16630498252e-05,,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-05,2018-05,xgboost,xgboost,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6749,6749,443,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,-0.00235476266734,-0.000355679352078,-0.000355679352078,0.041298496471,0.100559215166,1.01565086531,1.01565086531,-3.89293340306,-1.39960574634,False,500,500,5,-0.004826633991,0.000138789283829,-0.000728014622095,1.49923499775e-05,,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-05,2018-05,xgboost,xgboost,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6749,6749,443,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,5ba9c39fb7a95e02255cc9707656867769dd51ba2afc32a961f00a0dd34fba0f,0.000396484344706,5.48694085748e-05,5.48694085748e-05,-0.0108944240863,-0.0622015007385,-0.473970403812,-0.473970403812,-16.361058003,-6.52327295382,False,500,500,5,-5.10163956057e-05,0.000908174969636,-7.00395826568e-06,0.000126353220655,,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-06,2018-06,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6096,6096,71,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,-0.0207451226746,-0.000931585704574,-0.000931585704574,0.0315029066723,0.166211209164,1.97053798199,1.97053798199,-87.0467151014,-34.4793888555,False,500,500,5,-0.0306886130869,-0.0152400365616,-0.00203321319795,-0.000240577281135,,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-06,2018-06,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6096,6096,71,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,-0.0114844783192,0.000450958250015,0.000450958250015,0.0353588260772,0.18726900824,1.82978526899,1.82978526899,-86.9165945475,-34.324281873,False,500,500,5,-0.0229225618387,-0.00458002219753,-0.00111699662816,0.00142383112724,,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
later,2018-06,2018-06,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6096,6096,71,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,-0.00735305561546,-0.0007187958518,-0.0007187958518,-0.00891520624886,-0.117096604523,-0.703763564997,-0.703763564997,-91.4951747727,-36.0850942823,False,500,500,5,-0.0082589684356,-0.00650166703437,-0.000848996900661,-0.000612684816423,,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
later,2018-06,2018-06,xgboost,xgboost,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,6096,6096,71,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,-0.000205553600896,-1.43157567461e-05,-1.43157567461e-05,0.0218753214789,0.139865583543,2.11129069499,2.11129069499,9.96960950339,4.01347154056,False,500,500,5,-0.000463909881322,0.000172314498514,-5.17089037904e-05,3.50209545515e-05,,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-06,2018-06,xgboost,xgboost,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,6096,6096,71,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,-0.00159765489757,-0.000204904140027,-0.000204904140027,0.0338916771695,0.159815323476,3.51881782498,3.51881782498,13.7147052697,5.44209669128,False,500,500,5,-0.00194804339793,-0.00116075566136,-0.000255365195854,-0.000146587660356,,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
later,2018-06,2018-06,xgboost,xgboost,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,6096,6096,71,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,93d1e83d8d3dc0b917f21633c2bfe0cd78c570027229894e2260c262d727c336,-7.84848970169e-05,-1.10896020977e-05,-1.10896020977e-05,-0.00110817344363,-0.0561159488049,-0.140752712999,-0.140752712999,-20.8243317023,-8.18509618089,False,500,500,5,-0.000363356636476,0.000303519585215,-4.89390196719e-05,3.97178408224e-05,,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0.001139292708,0.00172389551105,0.00172389551105,-0.0699811451417,-0.106777074885,-1.74666922036,-1.74666922036,-26.5230755631,-10.9385709244,False,500,500,10,-0.00640403006639,0.00806579490638,0.000770145330694,0.00255756614482,,breach,logistic_l2,DPB,DP0,full,6,True,-0.0188355042404,-0.00146902299902,5,True,-0.0178964373712,-0.00140057680524,False,True,True,-0.0166763314017,-3.63404763384,True,False,True,-0.0194931043395,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0.0088503992877,0.00332272711361,0.00332272711361,-0.0767837702173,-0.132574481805,-1.92965361488,-1.92965361488,-26.8402641609,-11.0371423437,False,500,500,10,0.00109127018423,0.0145725163341,0.00212338007264,0.00427184328834,,breach,logistic_l2,DPG,DP0,full,6,True,-0.0126256584508,-0.000678203167734,3,True,-0.0125311675792,-0.000651481391294,False,True,True,-0.0113356271504,-3.47809936608,True,False,True,-0.0132700613425,True,False,True,True,True,True,Mixed,Mixed,exactly_three_both_improved_months
terminal,2018-07_to_2018-08,2018-07_to_2018-08,logistic_l2,logistic_l2,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,-0.00434025359825,-0.000401129012156,-0.000401129012156,-0.0718220829188,-0.0961954332789,-2.1459078993,-2.1459078993,-24.4899970376,-10.1433340536,False,500,500,10,-0.00781868364859,-0.000402374355845,-0.000849340537044,8.56301168911e-05,,breach,logistic_l2,DPS,DP0,full,6,True,-0.00415653020117,-0.00047411302235,6,True,-0.00388823165404,-0.000390794822282,False,True,True,-0.00754606386358,-3.46107307636,True,False,True,-0.00375374505547,True,True,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPB-DP0,DPB,DPB,DP0,DP0,full,calibrated,calibrated,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,-0.000210621598063,-2.75613391056e-05,-2.75613391056e-05,-0.00776291867231,-0.0951564431642,0.382603733985,0.382603733985,-22.8711859237,-9.02381224115,False,500,500,10,-0.00171479378955,0.0012256332137,-0.000230358764249,0.000163425493944,,breach,xgboost,DPB,DP0,full,6,True,-0.00229967244447,-0.000293696109202,5,True,-0.0021127497292,-0.000266410356161,False,True,True,0.00431574578376,2.43431455748,False,True,True,-0.00345421615059,True,True,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPG-DP0,DPG,DPG,DP0,DP0,full,calibrated,calibrated,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,0.000358236019415,4.91026037959e-05,4.91026037959e-05,-0.00886778656021,-0.127810388252,0.316063954161,0.316063954161,-26.4267680201,-10.4125311337,False,500,500,10,-0.00078921066919,0.00149889159778,-0.000104804216942,0.000200132847364,,breach,xgboost,DPG,DP0,full,6,True,-0.00197620878246,-0.00026123594082,5,True,-0.00209210496204,-0.000278590971538,False,True,True,0.00361843907148,0.978250023739,False,True,True,-0.00240607535493,False,False,True,True,True,False,Mixed,Mixed,required_guard_unavailable_or_failed
terminal,2018-07_to_2018-08,2018-07_to_2018-08,xgboost,xgboost,DPS-DP0,DPS,DPS,DP0,DP0,full,calibrated,calibrated,12507,12507,601,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,085d47c5390ce26eb4920710912d5fe0bd515a587d209de3cd55af821edb6235,3.61881343718e-05,4.25089211026e-06,4.25089211026e-06,-0.00771598110766,-0.0755284112682,0.548953183543,0.548953183543,-21.2457638989,-8.38426107479,False,500,500,10,-0.000671055450533,0.000767856136858,-9.13632928517e-05,0.000103403051893,,breach,xgboost,DPS,DP0,full,6,True,-0.000144657998041,-1.96016143433e-05,5,True,-9.00338311444e-05,-1.56794437653e-05,False,True,True,-0.000743503690553,-2.55850693217,True,False,True,-0.000359882171151,True,False,True,True,True,True,Supported,Supported,both_medians_improve_at_least_four_months_all_guards_pass
