period,cohort_month,cohort,model_family,family,specification,model_id,representation,probability_variant,probability_type,bin,n,positives,prevalence,mean_probability,min_probability,max_probability,absolute_calibration_error,weight,fitted_model_sha256,order_id_sha256
later,2018-03,2018-03,xgboost,xgboost,DPB,DPB,full,raw,raw,3,700,70,0.1,0.0502229195833,0.0499858260155,0.0512994937599,0.0497770804167,0.0999571612166,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPB,DPB,full,raw,raw,4,701,63,0.0898716119829,0.0513653232212,0.0512994937599,0.0513692013919,0.0385062887616,0.100099957161,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPB,DPB,full,raw,raw,5,700,120,0.171428571429,0.0529572828061,0.0513692013919,0.0533509999514,0.118471288622,0.0999571612166,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPB,DPB,full,raw,raw,6,700,123,0.175714285714,0.0533509999514,0.0533509999514,0.0533509999514,0.122363285763,0.0999571612166,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPB,DPB,full,raw,raw,7,701,150,0.213980028531,0.0538795206765,0.0533509999514,0.0551425516605,0.160100507854,0.100099957161,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPB,DPB,full,raw,raw,8,700,224,0.32,0.0551425516605,0.0551425516605,0.0551425516605,0.264857448339,0.0999571612166,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPB,DPB,full,raw,raw,9,700,251,0.358571428571,0.0551425516605,0.0551425516605,0.0551425516605,0.303428876911,0.0999571612166,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPB,DPB,full,raw,raw,10,700,239,0.341428571429,0.055615742164,0.0551425516605,0.0620600171387,0.285812829265,0.0999571612166,c50de25c29db4a2b16e16537f934d9bdfcaace91a1f8f4d55886e11093615b76,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,1,701,77,0.109843081312,0.0478814058006,0.0478814058006,0.0478814058006,0.0619616755118,0.100099957161,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,2,700,58,0.0828571428571,0.0488803872839,0.0478814058006,0.0494183003902,0.0339767555733,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,3,700,53,0.0757142857143,0.0494183003902,0.0494183003902,0.0494183003902,0.026295985324,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,4,701,58,0.0827389443652,0.0509635047474,0.0494183003902,0.0518726073205,0.0317754396178,0.100099957161,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,5,700,98,0.14,0.0521538361056,0.0518726073205,0.0540022142231,0.0878461638944,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,6,700,120,0.171428571429,0.0540022142231,0.0540022142231,0.0540022142231,0.117426357205,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,7,701,160,0.228245363766,0.0543127473173,0.0540022142231,0.0549088157713,0.173932616449,0.100099957161,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,8,700,231,0.33,0.0549088157713,0.0549088157713,0.0549088157713,0.275091184229,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,9,700,243,0.347142857143,0.0549088157713,0.0549088157713,0.0549088157713,0.292234041372,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,calibrated,calibrated,10,700,230,0.328571428571,0.055165255852,0.0549088157713,0.0564264692366,0.273406172719,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,1,701,77,0.109843081312,0.0478814058006,0.0478814058006,0.0478814058006,0.0619616755118,0.100099957161,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,2,700,58,0.0828571428571,0.0488803872839,0.0478814058006,0.0494183003902,0.0339767555733,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,3,700,53,0.0757142857143,0.0494183003902,0.0494183003902,0.0494183003902,0.026295985324,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,4,701,58,0.0827389443652,0.0509635047474,0.0494183003902,0.0518726073205,0.0317754396178,0.100099957161,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,5,700,98,0.14,0.0521538361056,0.0518726073205,0.0540022142231,0.0878461638944,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,6,700,120,0.171428571429,0.0540022142231,0.0540022142231,0.0540022142231,0.117426357205,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,7,701,160,0.228245363766,0.0543127473173,0.0540022142231,0.0549088157713,0.173932616449,0.100099957161,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,8,700,231,0.33,0.0549088157713,0.0549088157713,0.0549088157713,0.275091184229,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,9,700,243,0.347142857143,0.0549088157713,0.0549088157713,0.0549088157713,0.292234041372,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPG,DPG,full,raw,raw,10,700,230,0.328571428571,0.055165255852,0.0549088157713,0.0564264692366,0.273406172719,0.0999571612166,97c147f3d44dcd90ddfb296894c87bcc28cf63ee52aa9cd45f2e31db14ab8363,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,1,701,76,0.108416547789,0.0501556077098,0.049320731312,0.0504399873316,0.0582609400791,0.100099957161,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,2,700,97,0.138571428571,0.0506112305501,0.0504399873316,0.050678703934,0.0879601980214,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,3,700,125,0.178571428571,0.0506821620677,0.050678703934,0.050710555166,0.127889266504,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,4,701,156,0.222539229672,0.0509651265879,0.050710555166,0.0510185994208,0.171574103084,0.100099957161,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,5,700,124,0.177142857143,0.0517803988765,0.0510185994208,0.0522452481091,0.125362458266,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,6,700,154,0.22,0.0522886159856,0.0522452481091,0.0522896535695,0.167711384014,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,7,701,118,0.168330955777,0.0527030084915,0.0522896535695,0.053036801517,0.115627947286,0.100099957161,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,8,700,174,0.248571428571,0.0536335093954,0.053036801517,0.0537001006305,0.194937919176,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,9,700,162,0.231428571429,0.0537001006305,0.0537001006305,0.0537001006305,0.177728470798,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,calibrated,calibrated,10,700,142,0.202857142857,0.0563765820861,0.0537001006305,0.0653370544314,0.146480560771,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,1,701,76,0.108416547789,0.0501556077098,0.049320731312,0.0504399873316,0.0582609400791,0.100099957161,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,2,700,97,0.138571428571,0.0506112305501,0.0504399873316,0.050678703934,0.0879601980214,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,3,700,125,0.178571428571,0.0506821620677,0.050678703934,0.050710555166,0.127889266504,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,4,701,156,0.222539229672,0.0509651265879,0.050710555166,0.0510185994208,0.171574103084,0.100099957161,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,5,700,124,0.177142857143,0.0517803988765,0.0510185994208,0.0522452481091,0.125362458266,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,6,700,154,0.22,0.0522886159856,0.0522452481091,0.0522896535695,0.167711384014,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,7,701,118,0.168330955777,0.0527030084915,0.0522896535695,0.053036801517,0.115627947286,0.100099957161,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,8,700,174,0.248571428571,0.0536335093954,0.053036801517,0.0537001006305,0.194937919176,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,9,700,162,0.231428571429,0.0537001006305,0.0537001006305,0.0537001006305,0.177728470798,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-03,2018-03,xgboost,xgboost,DPS,DPS,full,raw,raw,10,700,142,0.202857142857,0.0563765820861,0.0537001006305,0.0653370544314,0.146480560771,0.0999571612166,4206c1b12dc74db1d5faa9cac22e1cf55e9cec0d5efc430aa73b6cf09425f63b,184fab6850ceddcb6640c6d7c40a99ad76b6567a0af96fd41049a0eaafe65828
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,1,680,39,0.0573529411765,0.0586720739505,0.0534781652098,0.0597081356622,0.00131913277401,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,2,680,30,0.0441176470588,0.0602047746896,0.0597099954924,0.0606217917169,0.0160871276308,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,3,680,27,0.0397058823529,0.0609005313267,0.0606218421277,0.0611074665367,0.0211946489737,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,4,680,39,0.0573529411765,0.0613412101446,0.0611078193838,0.0615672838682,0.00398826896816,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,5,679,24,0.0353460972018,0.0617800979845,0.0615688586317,0.0619922516649,0.0264340007828,0.0998823183289,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,6,680,35,0.0514705882353,0.0621699817699,0.0619927068162,0.0623221580907,0.0106993935346,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,7,680,44,0.0647058823529,0.0626210027748,0.0623239496411,0.0629355220674,0.00208487957812,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,8,680,25,0.0367647058824,0.0632481949989,0.0629367722743,0.063492498687,0.0264834891165,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,9,680,25,0.0367647058824,0.0638126783602,0.0634938450911,0.0641476859652,0.0270479724779,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,10,679,18,0.0265095729013,0.0648016806801,0.0641480635586,0.0659149225229,0.0382921077788,0.0998823183289,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,1,680,39,0.0573529411765,0.0586720739505,0.0534781652098,0.0597081356622,0.00131913277401,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,2,680,30,0.0441176470588,0.0602047746896,0.0597099954924,0.0606217917169,0.0160871276308,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,3,680,27,0.0397058823529,0.0609005313267,0.0606218421277,0.0611074665367,0.0211946489737,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,4,680,39,0.0573529411765,0.0613412101446,0.0611078193838,0.0615672838682,0.00398826896816,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,5,679,24,0.0353460972018,0.0617800979845,0.0615688586317,0.0619922516649,0.0264340007828,0.0998823183289,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,6,680,35,0.0514705882353,0.0621699817699,0.0619927068162,0.0623221580907,0.0106993935346,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,7,680,44,0.0647058823529,0.0626210027748,0.0623239496411,0.0629355220674,0.00208487957812,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,8,680,25,0.0367647058824,0.0632481949989,0.0629367722743,0.063492498687,0.0264834891165,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,9,680,25,0.0367647058824,0.0638126783602,0.0634938450911,0.0641476859652,0.0270479724779,0.100029420418,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,10,679,18,0.0265095729013,0.0648016806801,0.0641480635586,0.0659149225229,0.0382921077788,0.0998823183289,87b4e3df32ffb2f5601da25042d8af73bbad540886603bf8e0299c2d691f7a06,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,1,680,4,0.00588235294118,0.0226585392832,0.00266465818404,0.03075233262,0.016776186342,0.100029420418,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,2,680,6,0.00882352941176,0.0367256246185,0.0307642764551,0.0417739063674,0.0279020952067,0.100029420418,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,3,680,7,0.0102941176471,0.0469516732063,0.0418022250832,0.0521680928411,0.0366575555592,0.100029420418,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,4,680,13,0.0191176470588,0.058359539087,0.0522166391511,0.0645968348091,0.0392418920282,0.100029420418,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,5,679,19,0.0279823269514,0.0712397572474,0.0645992351517,0.077967012975,0.043257430296,0.0998823183289,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,6,680,24,0.0352941176471,0.0847569370238,0.0779854759591,0.0916735351464,0.0494628193768,0.100029420418,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,7,680,31,0.0455882352941,0.100043488654,0.0916976402209,0.109196364338,0.0544552533595,0.100029420418,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,8,680,29,0.0426470588235,0.121390945558,0.109219436063,0.134822245782,0.0787438867344,0.100029420418,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
later,2018-04,2018-04,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,9,680,65,0.0955882352941,0.152899071395,0.134842761886,0.173834465944,0.0573108361011,0.100029420418,9bffcc2d0b726f556d5cfd01492f0f1bd4d72e6d91a68320d5d89a4142d7164d,12138ebc6d34b03c6440d89e35b8db35a30d241f9f497044ef308120883e5a5b
