period,cohort_month,cohort,model_family,family,specification,model_id,representation,probability_variant,probability_type,bin,n,positives,prevalence,mean_probability,min_probability,max_probability,absolute_calibration_error,weight,fitted_model_sha256,order_id_sha256
aggregate,later_pooled,later_pooled,xgboost,xgboost,DPS,DPS,full,raw,raw,10,4027,243,0.0603426868637,0.0767941747757,0.0752112492919,0.0848673582077,0.016451487912,0.1,dff34e173d81f155fba985cacc0d6b5d712930afd91036e0f51d2d000e39cb1f,72cfdc8f6be208328a97da86166024c4a11b6099541993e6da4d9e100c5d76d2
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,1,707,34,0.048090523338,0.0273496206701,0.0061206206555,0.0323299533681,0.020740902668,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,2,707,35,0.049504950495,0.0338875452843,0.0323378249069,0.0353308149726,0.0156174052108,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,3,707,51,0.0721357850071,0.0365230692649,0.0353327609337,0.0375096294519,0.0356127157422,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,4,707,38,0.0537482319661,0.0384117359218,0.037510180591,0.0392394679148,0.0153364960442,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,5,707,59,0.0834512022631,0.0400221944636,0.039241286585,0.0411135721206,0.0434290077995,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,6,707,41,0.0579915134371,0.0419028207595,0.0411147998643,0.0426941194785,0.0160886926776,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,7,707,54,0.0763790664781,0.0437414037909,0.0426948058096,0.0445887831122,0.0326376626872,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,8,707,46,0.0650636492221,0.045579427237,0.0445891993264,0.0468402016097,0.0194842219851,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,9,707,19,0.026874115983,0.0497340027455,0.0468415238518,0.0528289250444,0.0228598867625,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,calibrated,calibrated,10,706,26,0.0368271954674,0.0540481056023,0.052833752908,0.0563161773829,0.0172209101349,0.0998726835479,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,1,707,34,0.048090523338,0.0273496206701,0.0061206206555,0.0323299533681,0.020740902668,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,2,707,35,0.049504950495,0.0338875452843,0.0323378249069,0.0353308149726,0.0156174052108,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,3,707,51,0.0721357850071,0.0365230692649,0.0353327609337,0.0375096294519,0.0356127157422,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,4,707,38,0.0537482319661,0.0384117359218,0.037510180591,0.0392394679148,0.0153364960442,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,5,707,59,0.0834512022631,0.0400221944636,0.039241286585,0.0411135721206,0.0434290077995,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,6,707,41,0.0579915134371,0.0419028207595,0.0411147998643,0.0426941194785,0.0160886926776,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,7,707,54,0.0763790664781,0.0437414037909,0.0426948058096,0.0445887831122,0.0326376626872,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,8,707,46,0.0650636492221,0.045579427237,0.0445891993264,0.0468402016097,0.0194842219851,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,9,707,19,0.026874115983,0.0497340027455,0.0468415238518,0.0528289250444,0.0228598867625,0.100014146272,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DP0,DP0,full,raw,raw,10,706,26,0.0368271954674,0.0540481056023,0.052833752908,0.0563161773829,0.0172209101349,0.0998726835479,46675fb422177ee9b1dd69df4d376e1fe67a3a99808c8cc426182a494de07334,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,1,707,12,0.016973125884,0.0110949901965,1.71219433379e-05,0.0165336067895,0.00587813568748,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,2,707,11,0.015558698727,0.0200524257249,0.0165566488132,0.0232880176595,0.00449372699793,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,3,707,29,0.041018387553,0.0264430712758,0.0233143578097,0.0298114395448,0.0145753162772,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,4,707,26,0.036775106082,0.0329978913728,0.0298337391893,0.0362013006889,0.00377721470919,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,5,707,35,0.049504950495,0.0394096528057,0.0362089701666,0.0427300005805,0.0100952976894,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,6,707,28,0.039603960396,0.0464161851016,0.0427411148977,0.050026270824,0.00681222470552,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,7,707,29,0.041018387553,0.0542247349632,0.0500299168138,0.0589757213595,0.0132063474101,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,8,707,57,0.0806223479491,0.0653441596276,0.0590151974471,0.0734348074035,0.0152781883215,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,9,707,75,0.106082036775,0.0851607926346,0.0734418091495,0.10157795608,0.0209212441406,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,calibrated,calibrated,10,706,101,0.143059490085,0.145891023094,0.101669448052,0.421859711189,0.0028315330093,0.0998726835479,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,1,707,12,0.016973125884,0.0110949901965,1.71219433379e-05,0.0165336067895,0.00587813568748,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,2,707,11,0.015558698727,0.0200524257249,0.0165566488132,0.0232880176595,0.00449372699793,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,3,707,29,0.041018387553,0.0264430712758,0.0233143578097,0.0298114395448,0.0145753162772,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,4,707,26,0.036775106082,0.0329978913728,0.0298337391893,0.0362013006889,0.00377721470919,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,5,707,35,0.049504950495,0.0394096528057,0.0362089701666,0.0427300005805,0.0100952976894,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,6,707,28,0.039603960396,0.0464161851016,0.0427411148977,0.050026270824,0.00681222470552,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,7,707,29,0.041018387553,0.0542247349632,0.0500299168138,0.0589757213595,0.0132063474101,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,8,707,57,0.0806223479491,0.0653441596276,0.0590151974471,0.0734348074035,0.0152781883215,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,9,707,75,0.106082036775,0.0851607926346,0.0734418091495,0.10157795608,0.0209212441406,0.100014146272,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPB,DPB,full,raw,raw,10,706,101,0.143059490085,0.145891023094,0.101669448052,0.421859711189,0.0028315330093,0.0998726835479,57943f75a2d0f9777a4efa05946db9096d4f33b3b726106f0f1aee51573a8f05,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,1,707,19,0.026874115983,0.0115389139725,2.59519767076e-05,0.0185380159506,0.0153352020106,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,2,707,14,0.019801980198,0.022285047862,0.0185687835746,0.0255589810516,0.00248306766399,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,3,707,24,0.033946251768,0.028146527152,0.0255620709367,0.0309900794144,0.00579972461606,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,4,707,28,0.039603960396,0.0345321847963,0.0309906889694,0.0388315969166,0.00507177559979,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,5,707,28,0.039603960396,0.0423513103303,0.0388333586103,0.0458511627087,0.00274734993425,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,6,707,41,0.0579915134371,0.0487024670237,0.0458513095128,0.0515328108549,0.00928904641337,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,7,707,34,0.048090523338,0.0540161021826,0.0515350596809,0.0564910528929,0.00592557884455,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,8,707,41,0.0579915134371,0.0608612131152,0.0564956023479,0.0669095352991,0.00286969967813,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,9,707,61,0.0862800565771,0.0757815392729,0.0669227827848,0.0891177938399,0.0104985173042,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,calibrated,calibrated,10,706,113,0.160056657224,0.126507510682,0.0891792013711,0.283441971691,0.0335491465414,0.0998726835479,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,1,707,19,0.026874115983,0.0115389139725,2.59519767076e-05,0.0185380159506,0.0153352020106,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,2,707,14,0.019801980198,0.022285047862,0.0185687835746,0.0255589810516,0.00248306766399,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,3,707,24,0.033946251768,0.028146527152,0.0255620709367,0.0309900794144,0.00579972461606,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,4,707,28,0.039603960396,0.0345321847963,0.0309906889694,0.0388315969166,0.00507177559979,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,5,707,28,0.039603960396,0.0423513103303,0.0388333586103,0.0458511627087,0.00274734993425,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,6,707,41,0.0579915134371,0.0487024670237,0.0458513095128,0.0515328108549,0.00928904641337,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,7,707,34,0.048090523338,0.0540161021826,0.0515350596809,0.0564910528929,0.00592557884455,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,8,707,41,0.0579915134371,0.0608612131152,0.0564956023479,0.0669095352991,0.00286969967813,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,9,707,61,0.0862800565771,0.0757815392729,0.0669227827848,0.0891177938399,0.0104985173042,0.100014146272,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPG,DPG,full,raw,raw,10,706,113,0.160056657224,0.126507510682,0.0891792013711,0.283441971691,0.0335491465414,0.0998726835479,d44e1bb6074f7752424e2bf7de4a58936812aed0c1dd7dd20f4361b85d4b3947,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,1,707,28,0.039603960396,0.0233204515416,0.00391570017365,0.027432003329,0.0162835088545,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,2,707,42,0.0594059405941,0.0293593597604,0.0274439047005,0.0311278004358,0.0300465808336,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,3,707,41,0.0579915134371,0.0326442318612,0.0311337383402,0.0341389912332,0.0253472815759,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,4,707,43,0.0608203677511,0.0355457052303,0.0341397023032,0.0370249183969,0.0252746625208,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,5,707,41,0.0579915134371,0.0386216111264,0.0370341270797,0.0403912222835,0.0193699023106,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,6,707,37,0.0523338048091,0.0423133322679,0.0403925600785,0.0443085974342,0.0100204725411,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,7,707,33,0.046676096181,0.0464746691968,0.0443093669095,0.0486596528962,0.000201426984242,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,8,707,40,0.0565770862801,0.0513185293305,0.0486636234376,0.0542212871179,0.00525855694954,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,9,707,40,0.0565770862801,0.0581755623589,0.0542369230458,0.0630297525816,0.0015984760788,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,calibrated,calibrated,10,706,58,0.0821529745042,0.0760558599238,0.0630303919564,0.198866022996,0.00609711458049,0.0998726835479,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,1,707,28,0.039603960396,0.0233204515416,0.00391570017365,0.027432003329,0.0162835088545,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,2,707,42,0.0594059405941,0.0293593597604,0.0274439047005,0.0311278004358,0.0300465808336,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,3,707,41,0.0579915134371,0.0326442318612,0.0311337383402,0.0341389912332,0.0253472815759,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
later,2018-01,2018-01,logistic_l2,logistic_l2,DPS,DPS,full,raw,raw,4,707,43,0.0608203677511,0.0355457052303,0.0341397023032,0.0370249183969,0.0252746625208,0.100014146272,79caf4f9a33a95b860427a8fede3db8a80fb3b9a6210fa8fcf2b17a79d859d02,ee393306bea41ea6bceb8fcfabd7cbb43b7db39a083d42187f0a69ab3a3539a6
