task,stage,family,model_family,model_id,specification,representation,quantile,parameter_index,parameters_json,fold,n_train,n_validation,train_order_id_sha256,validation_order_id_sha256,ordered_features_json,ordered_feature_sha256,fitted_model_sha256,log_loss,brier,brier_score,pinball_loss,best_iteration,selected,invalid_reason,selected_final_parameters_json
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,5,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":3,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",3,24106,10309,e3bfae30130dce93f2dedc1476ea0ccd107cd5fd6d4b61c550fdd0ba849e09ba,c66863b27c980f56b785b4a84b195fbe26e00ea2226e44282f6883af52bffc26,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,ae62bb76c1d7524c667cc2e93da7ba3228b05bcecc8b51fd03ab1afe3338818c,0.241115578902,0.05809742966,0.05809742966,,0,False,,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,6,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":6,""min_child_weight"":5.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",3,24106,10309,e3bfae30130dce93f2dedc1476ea0ccd107cd5fd6d4b61c550fdd0ba849e09ba,c66863b27c980f56b785b4a84b195fbe26e00ea2226e44282f6883af52bffc26,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,a3964b528bb3af748082cb998770cfc4f49ea735a2b4e471fd1b81a33f20d44b,0.241118353751,0.058097485047,0.058097485047,,0,False,,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
breach,development_tuning,xgboost,xgboost,DP0,DP0,full,,7,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""logloss"",""learning_rate"":0.05,""max_depth"":6,""min_child_weight"":20.0,""n_estimators"":800,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",3,24106,10309,e3bfae30130dce93f2dedc1476ea0ccd107cd5fd6d4b61c550fdd0ba849e09ba,c66863b27c980f56b785b4a84b195fbe26e00ea2226e44282f6883af52bffc26,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,9cd114e953537eae2b3cd6393f188f16d8dc58cb435d9f5267986875bee9244f,0.241070962638,0.0580946480537,0.0580946480537,,0,False,,"{""colsample_bytree"":0.8,""eval_metric"":""logloss"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":4,""n_jobs"":4,""objective"":""binary:logistic"",""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,0,"{""alpha"":0.0001,""solver"":""highs""}",1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,92850e3bfd3bcc45428af3a37aaf9e4756e0b32ae1cf724f792633e821c7bff5,,,,2.16145833333,,True,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,1,"{""alpha"":0.001,""solver"":""highs""}",1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,7986d372c877839b697f49d6cf7db7c8d9e22b44996c581813b4c64388a45c2c,,,,2.16145833333,,False,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,2,"{""alpha"":0.01,""solver"":""highs""}",1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,7e73bbb4ca3c5cbc0d2d584fd8a35f03243bae9095afbda7dce0a627d2239898,,,,2.16145833333,,False,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,0,"{""alpha"":0.0001,""solver"":""highs""}",2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,998298e32fd9b0bb25a995646db63a1beab746694c3751381caa9dd0051203c0,,,,1.92870707225,,True,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,1,"{""alpha"":0.001,""solver"":""highs""}",2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,499dab7632d25144e1fc12257d3fd11417049c7d7ca872c69ee6e57b3a592bf0,,,,1.92870707225,,False,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,2,"{""alpha"":0.01,""solver"":""highs""}",2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,3624a64ede2f61b549f9ee291f4e1c123ecc0990d020600f92c73609c3a63394,,,,1.92833124006,,False,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,0,"{""alpha"":0.0001,""solver"":""highs""}",3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,96b30ace8f889727bbf65bb6e69a95d0b5d1befea68cee3541e2501e44d470cb,,,,1.79593025487,,True,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,1,"{""alpha"":0.001,""solver"":""highs""}",3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,29931ec7685f7e88e4138340e63c8f00ac4c7bc5354323275194d87064b098d5,,,,1.79593025487,,False,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.5,2,"{""alpha"":0.01,""solver"":""highs""}",3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,ed38b169b71ea6bfac0083b91bcd3d1aabe48c9360d5cbe6c0c36870544fd7c2,,,,1.79912836438,,False,,"{""alpha"":0.0001,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,0,"{""alpha"":0.0001,""solver"":""highs""}",1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,fadf8470589b7d464d8cff9e77dc4913ec41ed2ca3620fffaef20a51911ba795,,,,1.34410391183,,False,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,1,"{""alpha"":0.001,""solver"":""highs""}",1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,84ae59198eee3df59175e0b0cf9452edd7eb3fbd827bc6d1b03b3f23a47e628e,,,,1.34410391183,,False,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,2,"{""alpha"":0.01,""solver"":""highs""}",1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,e6df700e073ba7a5b79bcc7de0b1ec7096c900925d7716518567699105ec5f51,,,,1.32230439708,,True,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,0,"{""alpha"":0.0001,""solver"":""highs""}",2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,687bcf69c8157ff5764cd56baa78f1db28b41011aa0e60a24837a83ce0ae8367,,,,1.28790045957,,False,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,1,"{""alpha"":0.001,""solver"":""highs""}",2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,9f84a7580a061df0e7e00e1754096b1c61e6f14b5ac6ffc064bdb6efc9331388,,,,1.28890498715,,False,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,2,"{""alpha"":0.01,""solver"":""highs""}",2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,e8e6ad419d59e006cdf21faa9c38845c154587c41d646fcc68a02279509cafc1,,,,1.30471584707,,True,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,0,"{""alpha"":0.0001,""solver"":""highs""}",3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,1937bb436706a26b64c71f236da20d5089167bc8d2de77e7e8b6660adbba4e4b,,,,1.53693592034,,False,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,1,"{""alpha"":0.001,""solver"":""highs""}",3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,93bf74b64416bc7fc46d8ac7d4ed0ff94448da0c029bfff33d4bb6da3e586043,,,,1.53693592034,,False,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,linear_quantile,linear_quantile,DQ0,DQ0,full,0.9,2,"{""alpha"":0.01,""solver"":""highs""}",3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,f855b54eb1cef1180f36278b65951e1ff99020cd27f91e0cdcf5e718066e096e,,,,1.5196243217,,True,,"{""alpha"":0.01,""solver"":""highs""}"
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,0,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,0d56b96c6126064003456f7c06f60deb86d717dbee28ef7f2e2949ea71b27ffe,,,,2.1625520885,0,True,,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,0,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,940a7459b71fbd810f03a36a116af845b8c4e22960df1c7fe6fc258904dc94dc,,,,1.94292613728,0,True,,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.5,0,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,3a94316474260fb0020158e2a131e3fc10d1c5de0bef7607db9779928fdbc0ab,,,,1.81128186291,0,True,,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":1,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.5,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,0,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",1,243,96,cf7ac8855b8aeb71323022a14c4ff516e73ca68c6c07146c88c0999aa3233dcc,020603d980ab71c4ae35d3704e2dcd42d2057758ec389d12aef8981f1ec51d4c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,437460aa906e7d8209ba5f5b8afe63768c56ac311b31fcc150a08617762034e8,,,,1.31877532403,11,True,,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,0,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",2,429,176,84276b1f74ff6bf0b54173ff7a42284bf5920cf7a29f8b8e242e16de52362e2b,985f4f07c8be3a21630703deb5ad9e1895d161728aca1fee4cf58c379746f18c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,d02fd953075fc19501b83fb1f54510f6b67d86289318f52f1fcd46eae127c1c2,,,,1.29187272028,0,True,,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
severity,development_tuning,xgboost_quantile,xgboost_quantile,DQ0,DQ0,full,0.9,0,"{""colsample_bytree"":0.8,""early_stopping_rounds"":50,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":50,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}",3,754,628,dd712dc965b7fdff472fcdd54dad95ddfe564459095478347884a8ce8ccf7cf5,4a936b54b6fe8a0d43b0ce154ed8d70d62cab790255f258cd52f1113afcb303c,"[""promised_delivery_days""]",66cc2d77e943d8c86206486126228139bfcf2b8dceb79a4918c6983dc0187373,899048b9beecaa29054a1019903881290b961067c05d3d04473b4c1571a0c5c7,,,,1.47093855864,4,True,,"{""colsample_bytree"":0.8,""eval_metric"":""quantile"",""learning_rate"":0.03,""max_depth"":3,""min_child_weight"":5.0,""n_estimators"":5,""n_jobs"":4,""objective"":""reg:quantileerror"",""quantile_alpha"":0.9,""random_state"":20260823,""reg_alpha"":0.0,""reg_lambda"":1.0,""subsample"":0.8,""tree_method"":""hist""}"
