panel,estimand_role,estimand,outcome,period_summary,model_family,quantile,profile_block,representation,metric,metric_direction,estimate,evidence_label,label_namespace,source_path,source_sha256,note
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_brier,negative_is_better,-0.000293070443649,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_log_loss,negative_is_better,-0.00264201929194,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_roc_auc,positive_is_better,0.0265565631619,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_top_10pct_lift,positive_is_better,0.0834052343975,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_average_precision,positive_is_better,-0.0056818583266,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_brier,negative_is_better,-2.50604254213e-05,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_log_loss,negative_is_better,-0.000249267081702,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_roc_auc,positive_is_better,-0.011808654941,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_top_10pct_lift,positive_is_better,-0.189818809318,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_average_precision,positive_is_better,0.00817575625456,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_brier,negative_is_better,-0.000234990501204,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_log_loss,negative_is_better,-0.00208358168925,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_roc_auc,positive_is_better,0.0213229325228,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_top_10pct_lift,positive_is_better,0.209951107276,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,both,full,delta_average_precision,positive_is_better,0.017831729309,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,both,full,delta_brier,negative_is_better,-0.0018651742537,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,both,full,delta_log_loss,negative_is_better,-0.021883739222,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,both,full,delta_roc_auc,positive_is_better,0.040488539991,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,both,full,delta_top_10pct_lift,positive_is_better,0.50330744895,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,seller,full,delta_average_precision,positive_is_better,0.012841254554,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,seller,full,delta_brier,negative_is_better,-0.0006418314934,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,seller,full,delta_log_loss,negative_is_better,-0.006314931039,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,seller,full,delta_roc_auc,positive_is_better,0.026606571267,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,seller,full,delta_top_10pct_lift,positive_is_better,0.2904802991,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,state_od,full,delta_average_precision,positive_is_better,0.003997316916,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,state_od,full,delta_brier,negative_is_better,-0.0009920658157,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,state_od,full,delta_log_loss,negative_is_better,-0.015667546822,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,state_od,full,delta_roc_auc,positive_is_better,0.013851295522,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,logistic_l2,,state_od,full,delta_top_10pct_lift,positive_is_better,0.25309174575,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_average_precision,positive_is_better,0.0025123427112,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_brier,negative_is_better,-0.0003027501906,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_log_loss,negative_is_better,-0.003044048011,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_roc_auc,positive_is_better,0.020810211669,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,both,full,delta_top_10pct_lift,positive_is_better,0.04889272361,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_average_precision,positive_is_better,-0.0020256173044,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_brier,negative_is_better,5.76686637e-05,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_log_loss,negative_is_better,0.00057324128,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_roc_auc,positive_is_better,-0.01158364387,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,seller,full,delta_top_10pct_lift,positive_is_better,-0.03163646822,Mixed,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_average_precision,positive_is_better,-0.0007932335675,Not-supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_brier,negative_is_better,-0.0001813858722,Not-supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_log_loss,negative_is_better,-0.001774874098,Not-supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_roc_auc,positive_is_better,0.004609660804,Not-supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__later_pooled,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,later_pooled,xgboost,,state_od,full,delta_top_10pct_lift,positive_is_better,-0.16105838367,Not-supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,logistic_l2,,both,full,delta_brier,negative_is_better,0.00172389551105,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,logistic_l2,,both,full,delta_log_loss,negative_is_better,0.001139292708,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,logistic_l2,,seller,full,delta_brier,negative_is_better,-0.000401129012156,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,logistic_l2,,seller,full,delta_log_loss,negative_is_better,-0.00434025359825,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,logistic_l2,,state_od,full,delta_brier,negative_is_better,0.00332272711361,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,logistic_l2,,state_od,full,delta_log_loss,negative_is_better,0.0088503992877,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,xgboost,,both,full,delta_brier,negative_is_better,-2.75613391056e-05,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,xgboost,,both,full,delta_log_loss,negative_is_better,-0.000210621598063,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,xgboost,,seller,full,delta_brier,negative_is_better,4.25089211026e-06,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,xgboost,,seller,full,delta_log_loss,negative_is_better,3.61881343718e-05,Supported,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,xgboost,,state_od,full,delta_brier,negative_is_better,4.91026037959e-05,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,primary_direct_operational_estimand,issued promise -> issued promise + held-fixed validated process profiles,breach_probability,terminal_stress,xgboost,,state_od,full,delta_log_loss,negative_is_better,0.000358236019415,Mixed,RQ3_direct_order_evidence,analysis/direct_promise_profile_extension_v1/DIRECT_TERMINAL.csv,f35b32cbf386b74aa3b8d3a73a6d694fedd5d82313632b6453bee8d31aa93bb4,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
breach_probability__terminal_stress,secondary_current_context_robustness,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,breach_probability,terminal_stress,logistic_l2,,both,full,delta_brier,negative_is_better,0.000204733885302,Supported,RQ3_current_context_order_evidence,analysis/order_breach_severity_v1/ORDER_TERMINAL_STRESS.csv,2b86212e878d6a3c7129f080ee214f963acc0f1daaed50d431524bc55ddf6899,"July-August 2018 terminal-regime stress; not pooled with January-June, not used for selection, tuning, calibration selection, or evidence labels"
