task,period,cohort,family,model_id,quantile,reference_kind,population,metric,all_mature_value,reference_value,all_mature_minus_reference,n_orders,n_events,order_id_sha256,difference_aggregation
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,promise_only,all_orders,pinball_skill_vs_reference,-0.000627934018547,0,-0.000627934018547,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,selected_90d,all_orders,absolute_coverage_error,0.0600665557404,0.0600665557404,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,selected_90d,all_orders,empirical_coverage,0.96006655574,0.96006655574,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,selected_90d,all_orders,pinball_loss,1.87970343487,1.82670924838,0.0529941864859,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,selected_90d,all_orders,pinball_skill_vs_reference,-0.0290107396855,0,-0.0290107396855,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,selected_90d,common_support_ge20,absolute_coverage_error,0.0470198675497,0.0470198675497,0,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,selected_90d,common_support_ge20,empirical_coverage,0.94701986755,0.94701986755,0,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,selected_90d,common_support_ge20,pinball_loss,1.95523897665,1.93237039831,0.0228685783405,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQB,0.9,selected_90d,common_support_ge20,pinball_skill_vs_reference,-0.011834469396,0,-0.011834469396,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,promise_only,all_mature_support_ge20,absolute_coverage_error,0.0586919104991,0.0586919104991,0,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,promise_only,all_mature_support_ge20,empirical_coverage,0.958691910499,0.958691910499,0,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,promise_only,all_mature_support_ge20,pinball_loss,1.887984051,1.887984051,0,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,promise_only,all_mature_support_ge20,pinball_skill_vs_reference,0,0,0,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,promise_only,all_orders,absolute_coverage_error,0.0600665557404,0.0600665557404,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,promise_only,all_orders,empirical_coverage,0.96006655574,0.96006655574,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,promise_only,all_orders,pinball_loss,1.87852384584,1.87852384584,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,promise_only,all_orders,pinball_skill_vs_reference,0,0,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,selected_90d,all_orders,absolute_coverage_error,0.0600665557404,0.0600665557404,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,selected_90d,all_orders,empirical_coverage,0.96006655574,0.96006655574,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,selected_90d,all_orders,pinball_loss,1.87852384584,1.80912821911,0.0693956267262,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,selected_90d,all_orders,pinball_skill_vs_reference,-0.0383586005641,0,-0.0383586005641,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,selected_90d,common_support_ge20,absolute_coverage_error,0.059649122807,0.059649122807,0,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,selected_90d,common_support_ge20,empirical_coverage,0.959649122807,0.959649122807,0,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,selected_90d,common_support_ge20,pinball_loss,1.85600056802,1.78362772967,0.0723728383461,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQG,0.9,selected_90d,common_support_ge20,pinball_skill_vs_reference,-0.0405762016042,0,-0.0405762016042,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,promise_only,all_mature_support_ge20,absolute_coverage_error,0.0482352941176,0.0482352941176,0,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,promise_only,all_mature_support_ge20,empirical_coverage,0.948235294118,0.948235294118,0,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,promise_only,all_mature_support_ge20,pinball_loss,1.98165162056,2.00643928874,-0.0247876681805,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,promise_only,all_mature_support_ge20,pinball_skill_vs_reference,0.0123540584156,0,0.0123540584156,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,promise_only,all_orders,absolute_coverage_error,0.0600665557404,0.0600665557404,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,promise_only,all_orders,empirical_coverage,0.96006655574,0.96006655574,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,promise_only,all_orders,pinball_loss,1.87970343487,1.87852384584,0.00117958902745,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,promise_only,all_orders,pinball_skill_vs_reference,-0.000627934018547,0,-0.000627934018547,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,selected_90d,all_orders,absolute_coverage_error,0.0600665557404,0.0600665557404,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,selected_90d,all_orders,empirical_coverage,0.96006655574,0.96006655574,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,selected_90d,all_orders,pinball_loss,1.87970343487,1.88323489553,-0.00353146066644,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,selected_90d,all_orders,pinball_skill_vs_reference,0.00187520987149,0,0.00187520987149,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,selected_90d,common_support_ge20,absolute_coverage_error,0.046875,0.046875,0,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,selected_90d,common_support_ge20,empirical_coverage,0.946875,0.946875,0,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,selected_90d,common_support_ge20,pinball_loss,2.00206373806,2.01484241967,-0.0127786816133,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,linear_quantile,DQS,0.9,selected_90d,common_support_ge20,pinball_skill_vs_reference,0.00634227346445,0,0.00634227346445,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.5,promise_only,all_mature_support_ge20,pinball_loss,2.48235940001,2.47920535363,0.00315404637831,409,,dc79d113385b88b4f93e73ec43017cddade9cb70f9ed61a3c63aeff525d2b63c,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.5,promise_only,all_mature_support_ge20,pinball_skill_vs_reference,-0.00127220053543,0,-0.00127220053543,409,,dc79d113385b88b4f93e73ec43017cddade9cb70f9ed61a3c63aeff525d2b63c,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.5,promise_only,all_orders,pinball_loss,2.35727953078,2.35211311997,0.00516641080509,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.5,promise_only,all_orders,pinball_skill_vs_reference,-0.00219649759241,0,-0.00219649759241,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.5,selected_90d,all_orders,pinball_loss,2.35727953078,2.36104825927,-0.00376872849753,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.5,selected_90d,all_orders,pinball_skill_vs_reference,0.00159620985413,0,0.00159620985413,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.5,selected_90d,common_support_ge20,pinball_loss,2.4405960113,2.44630795757,-0.00571194626661,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.5,selected_90d,common_support_ge20,pinball_skill_vs_reference,0.0023349252693,0,0.0023349252693,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.5,promise_only,all_mature_support_ge20,pinball_loss,2.3688812141,2.36688035285,0.00200086124191,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.5,promise_only,all_mature_support_ge20,pinball_skill_vs_reference,-0.000845358000246,0,-0.000845358000246,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.5,promise_only,all_orders,pinball_loss,2.35430946128,2.35211311997,0.00219634130686,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.5,promise_only,all_orders,pinball_skill_vs_reference,-0.000933773672794,0,-0.000933773672794,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.5,selected_90d,all_orders,pinball_loss,2.35430946128,2.35561977369,-0.00131031241076,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.5,selected_90d,all_orders,pinball_skill_vs_reference,0.000556249537974,0,0.000556249537974,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.5,selected_90d,common_support_ge20,pinball_loss,2.33200874538,2.33364032151,-0.00163157613654,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.5,selected_90d,common_support_ge20,pinball_skill_vs_reference,0.000699154930387,0,0.000699154930387,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.5,promise_only,all_mature_support_ge20,pinball_loss,2.46807057998,2.46685291683,0.00121766314808,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.5,promise_only,all_mature_support_ge20,pinball_skill_vs_reference,-0.000493609951277,0,-0.000493609951277,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.5,promise_only,all_orders,pinball_loss,2.35313642521,2.35211311997,0.00102330523619,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.5,promise_only,all_orders,pinball_skill_vs_reference,-0.000435057832678,0,-0.000435057832678,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.5,selected_90d,all_orders,pinball_loss,2.35313642521,2.35293674429,0.000199680915574,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.5,selected_90d,all_orders,pinball_skill_vs_reference,-8.48645489762e-05,0,-8.48645489762e-05,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.5,selected_90d,common_support_ge20,pinball_loss,2.4850468725,2.48340622559,0.00164064690486,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.5,selected_90d,common_support_ge20,pinball_skill_vs_reference,-0.00066064379156,0,-0.00066064379156,320,,51af5b99091563e7c84e741c322618efd70ea2d20d86533f54d80d01d983385b,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,promise_only,all_mature_support_ge20,absolute_coverage_error,0.0559902200489,0.0511002444988,0.00488997555012,409,,dc79d113385b88b4f93e73ec43017cddade9cb70f9ed61a3c63aeff525d2b63c,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,promise_only,all_mature_support_ge20,empirical_coverage,0.955990220049,0.951100244499,0.00488997555012,409,,dc79d113385b88b4f93e73ec43017cddade9cb70f9ed61a3c63aeff525d2b63c,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,promise_only,all_mature_support_ge20,pinball_loss,2.15705665971,2.09346009047,0.0635965692374,409,,dc79d113385b88b4f93e73ec43017cddade9cb70f9ed61a3c63aeff525d2b63c,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,promise_only,all_mature_support_ge20,pinball_skill_vs_reference,-0.030378687192,0,-0.030378687192,409,,dc79d113385b88b4f93e73ec43017cddade9cb70f9ed61a3c63aeff525d2b63c,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,promise_only,all_orders,absolute_coverage_error,0.0667221297837,0.0633943427621,0.00332778702163,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,promise_only,all_orders,empirical_coverage,0.966722129784,0.963394342762,0.00332778702163,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,promise_only,all_orders,pinball_loss,2.03959200854,1.96309559992,0.0764964086233,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,promise_only,all_orders,pinball_skill_vs_reference,-0.0389672355368,0,-0.0389672355368,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,selected_90d,all_orders,absolute_coverage_error,0.0667221297837,0.0667221297837,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,selected_90d,all_orders,empirical_coverage,0.966722129784,0.966722129784,0,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,selected_90d,all_orders,pinball_loss,2.03959200854,2.02876082213,0.0108311864166,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,selected_90d,all_orders,pinball_skill_vs_reference,-0.00533881879938,0,-0.00533881879938,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,selected_90d,common_support_ge20,absolute_coverage_error,0.0602649006623,0.0602649006623,0,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,selected_90d,common_support_ge20,empirical_coverage,0.960264900662,0.960264900662,0,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,selected_90d,common_support_ge20,pinball_loss,2.13055288871,2.1277879715,0.00276491720821,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQB,0.9,selected_90d,common_support_ge20,pinball_skill_vs_reference,-0.00129943267151,0,-0.00129943267151,302,,55577a349825aca5db344c0c4276393fd3cdcca0248211c56a8ae0cacbf1c3e0,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,promise_only,all_mature_support_ge20,absolute_coverage_error,0.0655765920826,0.0621342512909,0.00344234079174,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,promise_only,all_mature_support_ge20,empirical_coverage,0.965576592083,0.962134251291,0.00344234079174,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,promise_only,all_mature_support_ge20,pinball_loss,2.03846591845,1.97431287125,0.0641530471924,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,promise_only,all_mature_support_ge20,pinball_skill_vs_reference,-0.0324938605863,0,-0.0324938605863,581,,d4091f9d666a1f7ed2015b92ba1df45ae8c282e31cc64050d14595fa172b2a26,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,promise_only,all_orders,absolute_coverage_error,0.0667221297837,0.0633943427621,0.00332778702163,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,promise_only,all_orders,empirical_coverage,0.966722129784,0.963394342762,0.00332778702163,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,promise_only,all_orders,pinball_loss,2.02657921009,1.96309559992,0.0634836101708,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,promise_only,all_orders,pinball_skill_vs_reference,-0.0323385219616,0,-0.0323385219616,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,selected_90d,all_orders,absolute_coverage_error,0.0667221297837,0.0650582362729,0.00166389351082,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,selected_90d,all_orders,empirical_coverage,0.966722129784,0.965058236273,0.00166389351082,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,selected_90d,all_orders,pinball_loss,2.02657921009,2.02108011071,0.00549909937918,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,selected_90d,all_orders,pinball_skill_vs_reference,-0.00272087155281,0,-0.00272087155281,601,,411c630c68b48c4d3c3d613201fd86996a7c6c54de543da9246dd19a726f1c22,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,selected_90d,common_support_ge20,absolute_coverage_error,0.0666666666667,0.0649122807018,0.00175438596491,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,selected_90d,common_support_ge20,empirical_coverage,0.966666666667,0.964912280702,0.00175438596491,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,selected_90d,common_support_ge20,pinball_loss,2.0056358391,1.999758964,0.00587687509419,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQG,0.9,selected_90d,common_support_ge20,pinball_skill_vs_reference,-0.00293879172439,0,-0.00293879172439,570,,784ae7b3f42c6e12559688c59411d3e4187f793a5f10b7381ca8a1e75f023ace,paired_same_terminal_orders
conditional_positive_lateness,terminal,2018-07_to_2018-08,xgboost_quantile,DQS,0.9,promise_only,all_mature_support_ge20,absolute_coverage_error,0.0529411764706,0.0529411764706,0,425,,1e96f7682249f209c5f6475dbf371e86479802ce512c6dce962aa209aa253982,paired_same_terminal_orders
