variant,model_id,row_term,column_term,covariance_hc1
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00135886393668
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00141950602963
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00139407753203
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00141651125959
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00141977550963
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00142790853841
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00142566471804
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00454772196595
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00142994858007
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00143331442038
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00139442414162
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00142058834526
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00143360923502
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00142053445975
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00142394461927
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00137306783453
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.0014486736676
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00146679687439
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00127446220724
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","cr(promised_lead_days, df=4, constraints=""center"")[0]",8.57046210054e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","cr(promised_lead_days, df=4, constraints=""center"")[1]",0.000166962508135
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","cr(promised_lead_days, df=4, constraints=""center"")[2]",-8.93113120742e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","cr(promised_lead_days, df=4, constraints=""center"")[3]",0.000785802750101
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",Intercept,-0.0014628146662
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",5.87698186915e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",-4.45299055076e-07
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",3.11197135295e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",3.36119258451e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",6.31657827857e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",6.49617406818e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",5.88027890723e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00133343139753
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.0013666385076
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00141796761226
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00139617490587
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00141795604045
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00142074689372
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00142772970373
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.0014250352268
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00142994858007
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00406993341997
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00143217658438
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00139537361788
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00142034059889
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00143561567941
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00142224581691
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00143083508051
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00138456187146
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00145696124699
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00149381141551
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00128236956972
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","cr(promised_lead_days, df=4, constraints=""center"")[0]",0.000166616224365
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","cr(promised_lead_days, df=4, constraints=""center"")[1]",0.000104041871035
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","cr(promised_lead_days, df=4, constraints=""center"")[2]",0.000232469524471
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","cr(promised_lead_days, df=4, constraints=""center"")[3]",0.000704178497781
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",Intercept,-0.00150462203084
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.000157969836257
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",5.74225926515e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",9.31363995022e-07
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",-5.11701735505e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",-2.1429228047e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",1.45567815514e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",-6.53902692575e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00125802955418
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00133422916656
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00141401890266
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00139880884154
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00140055261136
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00141166732145
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00141782813974
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.0014136940565
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00143331442038
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00143217658438
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00281763771842
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00140098186856
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.0014541772724
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00147914423481
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00141568117207
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00143224322985
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00133568165857
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00144086679657
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00146820264086
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00119904699619
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","cr(promised_lead_days, df=4, constraints=""center"")[0]",-1.18806730601e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","cr(promised_lead_days, df=4, constraints=""center"")[1]",0.000173795458486
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","cr(promised_lead_days, df=4, constraints=""center"")[2]",-1.8687491017e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","cr(promised_lead_days, df=4, constraints=""center"")[3]",0.000526502644466
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",Intercept,-0.00142531677566
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",4.45277905305e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",3.5098945617e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",6.28914821027e-06
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",5.22987160832e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",-1.39330104694e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",1.38918587656e-06
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",1.17865123718e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00141379826504
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00141053728109
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00139603178836
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.0014097938888
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.0013963711271
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00139798203617
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00139545258834
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00139286459109
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00139442414162
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00139537361788
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00140098186856
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00322653149527
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00140619063573
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00140012036926
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.0013961645557
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00139372121644
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00140092920261
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00138024852515
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00136203304767
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00134975806409
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","cr(promised_lead_days, df=4, constraints=""center"")[0]",-0.000115434390353
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","cr(promised_lead_days, df=4, constraints=""center"")[1]",-1.4631333207e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","cr(promised_lead_days, df=4, constraints=""center"")[2]",0.000193010330185
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","cr(promised_lead_days, df=4, constraints=""center"")[3]",-0.000285121370402
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",Intercept,-0.00154009923162
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.000199284420453
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.000104571064528
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",7.30334254316e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",7.65854848654e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",3.13263350843e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",1.23488165575e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",-1.94644794105e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00129845500164
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00135403579002
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00140622097876
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00140379739134
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.0013952962835
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00140537821729
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00140842235947
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00140411707444
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00142058834526
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00142034059889
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.0014541772724
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00140619063573
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00277109169389
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00146238716992
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00140783547372
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00141958548013
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00134848183894
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00141625297921
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00142455148506
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00122267582359
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","cr(promised_lead_days, df=4, constraints=""center"")[0]",-7.73053138464e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","cr(promised_lead_days, df=4, constraints=""center"")[1]",0.000114921551325
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","cr(promised_lead_days, df=4, constraints=""center"")[2]",8.08437868975e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","cr(promised_lead_days, df=4, constraints=""center"")[3]",-0.000139151676443
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",Intercept,-0.0015192688099
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.000166676200843
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",9.00509774666e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",-2.14025388629e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",-7.54764387164e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",-5.75127410649e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",-9.5673154467e-05
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",-0.000132338140046
primary,C,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.0012955470114
