variant,model_id,row_term,column_term,covariance_hc1
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00162952442981
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.0016190916434
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00162864765843
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00163920667767
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00163670023018
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00163236133999
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00165980902127
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00166513407718
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00169993221462
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00160687183621
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00166490954323
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.0034886482253
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00163844314268
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00168358181557
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00158120468098
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00168811392536
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00176775785509
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00146265496722
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",-4.62611836934e-06
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000238392756325
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000283362054225
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",0.000504898443436
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",Intercept,-0.00171164801173
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",9.85319809791e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",4.97125118576e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",1.36043354618e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",-8.61729266074e-07
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",-1.78597285426e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",-9.42958642827e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",-5.17636690343e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00161144875625
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.0016077788658
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00163314141799
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00160803471827
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00163628136838
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00163283310497
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00163738872479
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00163867016329
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00163936168527
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00164045721107
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00163553400654
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00160622243393
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00161992970216
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00163844314268
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00339192729491
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00164901183749
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00163676609115
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00167190052145
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00170065205592
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00152684892689
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000113475912219
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000172016950803
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000319229499953
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",0.000524357378111
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",Intercept,-0.00194286330906
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.000347978171358
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.000285247628452
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",0.000101944083578
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",8.47793441215e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",-2.21828217412e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",-0.000127631228262
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",-0.000108644574253
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00159591959707
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00159371373559
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00163752253877
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00161131530706
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00164086089322
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00164075705372
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00164142968819
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00164344830559
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00165434672669
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00165613366183
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00166749438502
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00160592455333
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00163863296175
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00168358181557
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00164901183749
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00372361728645
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00163134978482
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00170458886517
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00178310565128
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00146827961074
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000141564824968
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000281950947272
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000516536707429
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",0.000111337516933
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",Intercept,-0.00164959392236
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",-4.95757314269e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",6.86555267169e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",4.11940621451e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",1.30817167622e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",-5.64145319856e-06
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",-3.95117321126e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",6.76617186098e-06
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00168367678824
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00165303222084
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00163636158755
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.00160386407402
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00164198176486
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.00162703763116
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00162959349766
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00163778686227
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00161761008329
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00161359727837
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00158260491039
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.0016068984851
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00157984709493
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00158120468098
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00163676609115
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00163134978482
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00364772145797
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00165831984429
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00166899314215
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00159214530531
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000198086779762
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000165840442301
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","cr(actual_delivery_days, df=4, constraints=""center"")[2]",0.000283697909585
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","cr(actual_delivery_days, df=4, constraints=""center"")[3]",0.000446412856739
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",Intercept,-0.0019581199292
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]",0.000361191530631
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]",0.000236165800758
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]",8.17532247537e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]",3.93921032058e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]",3.04604691466e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]",-3.90220706945e-06
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]",2.41810914404e-05
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]",0.00159631775975
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]",0.00159113832206
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]",0.00166070883137
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]",0.0016036960005
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]",0.00166298865784
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]",0.0016580112205
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]",0.00166680106255
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]",0.00166949579166
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]",0.00167478835498
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]",0.00168007593793
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]",0.00167438969076
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]",0.00159365163365
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]",0.00163383100747
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]",0.00168811392536
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]",0.00167190052145
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]",0.00170458886517
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]",0.00165831984429
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]",0.00392516870456
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]",0.00184838053684
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]",0.00142687283279
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","cr(actual_delivery_days, df=4, constraints=""center"")[0]",0.000251882370269
post_delivery_reviews,B,"C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","cr(actual_delivery_days, df=4, constraints=""center"")[1]",0.000412119741496
